Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
737,447.813547075,0.0349012249999987,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0D,F3,,,,,,,,,
738,447.8297481,0.01620102499998666,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
739,447.9043676,0.07461950000003981,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,0D,F3,00,00,00,08,07,01,,,
740,447.9046317,0.0002640999999812266,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,65,7D,2C,3C,13,57,,,
741,447.9048718,0.0002401000000418208,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,D4,13,45,,,
742,447.9161712,0.01129939999998442,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
743,447.920297,0.00412579999999707,434307160342528,F,F,HS CAN $441,HS CAN,,441,F,F,05,14,00,47,13,3A,04,62,,,
744,447.9242428,0.00394579999999678,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0D,FC,,,,,,,,,
745,447.9782233,0.05398049999996601,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
746,448.0014738,0.02325050000001738,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
747,448.024474075,0.02300027499995849,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0D,F7,,,,,,,,,
748,448.07542475,0.05095067500008099,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
749,448.123752675,0.04832792499996685,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0D,FD,,,,,,,,,
750,448.150137,0.02638432499998089,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
751,448.178905175,0.02876817499998196,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
752,448.224127375,0.04522220000001198,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,00,,,,,,,,,
753,448.225833375,0.001706000000012864,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
754,448.312327575,0.08649419999994734,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
755,448.378425275,0.06609770000000026,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
756,448.3974860999999,0.01906082499999684,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
757,448.4725090999999,0.07502299999998741,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
758,448.536505675,0.06399657500003286,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
759,448.536639775,0.0001341000000820714,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
760,448.5367739,0.0001341249999313732,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
761,448.536908,0.0001340999999683845,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
762,448.537042125,0.00013412500004506,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
763,448.53717615,0.0001340249999657317,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
764,448.53731035,0.0001342000000477128,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
765,448.537444375,0.0001340249999657317,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
766,448.537578575,0.0001342000000477128,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
767,448.5377126,0.0001340249999657317,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
768,448.5378468,0.0001342000000477128,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
769,448.537980825,0.0001340249999657317,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
770,448.5381150249999,0.000134199999934026,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
771,448.53824905,0.0001340250000794185,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
772,448.5383832499999,0.000134199999934026,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
773,448.538517275,0.0001340250000794185,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
774,448.538651475,0.000134199999934026,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
775,448.5387855,0.0001340250000794185,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
776,448.5389197,0.000134199999934026,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
777,448.539053825,0.00013412500004506,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
778,448.539187925,0.0001340999999683845,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
779,448.53932205,0.00013412500004506,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
780,448.53945615,0.0001340999999683845,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
781,448.539590275,0.00013412500004506,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
782,448.5472599,0.00766962499994861,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
783,448.5780199249999,0.03076002499994956,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
784,448.6122371,0.03421717500009436,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,0E,,,,,,,,,
785,448.621984575,0.009747474999926454,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
786,448.70838885,0.08640427500006354,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
787,448.71254065,0.004151799999931427,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,1C,,,,,,,,,
788,448.77858425,0.06604360000005727,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
789,448.79370735,0.01512309999998252,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
790,448.8118879499999,0.01818059999993693,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,26,,,,,,,,,
791,448.867592275,0.05570432500007882,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
792,448.912196575,0.0446042999999463,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,30,,,,,,,,,
793,448.9433485999999,0.03115202499998304,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
794,448.9753839,0.03203530000007504,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,00,30,00,00,00,08,07,01,,,
795,448.975638,0.0002541000000064742,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,65,7D,2C,3C,13,A3,,,
796,448.9758781,0.0002400999999281339,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,D4,13,45,,,
797,448.978366,0.002487900000005538,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
798,448.9910570999999,0.01269109999998364,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,05,53,00,4D,13,3A,06,00,,,
799,449.012559325,0.02150222500006294,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,26,,,,,,,,,
800,449.01810095,0.005541624999978012,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
801,449.10546915,0.08736820000001444,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
802,449.111912775,0.006443624999974418,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,39,,,,,,,,,
803,449.191909575,0.07999680000000353,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
804,449.192159675,0.0002501000000165732,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
805,449.212222075,0.0200624000000289,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,35,,,,,,,,,
806,449.2667485,0.05452642499994909,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
807,449.3414655,0.07471700000007786,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
808,449.3907143,0.04924879999998666,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
809,449.403065375,0.01235107499996957,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,55,,,,,,,,,
810,449.4172246,0.01415922499995759,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
811,449.500607075,0.08338247500000762,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
812,449.58498975,0.08438267500002894,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,55,,,,,,,,,
813,449.585789925,0.0008001749999948515,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
814,449.591363625,0.005573700000013559,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
815,449.6598091249999,0.06844549999993887,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
816,449.685305025,0.0254959000000099,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,6E,,,,,,,,,
817,449.734495825,0.04919080000001941,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
818,449.78465765,0.05016182500003197,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,76,,,,,,,,,
819,449.791023325,0.006365674999983639,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
820,449.8091562249999,0.01813289999995504,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
821,449.884955725,0.07579950000001645,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,7C,,,,,,,,,
822,449.89665305,0.01169732500000009,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
823,449.98186535,0.08521230000008018,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
824,449.98535525,0.003489899999976842,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,85,,,,,,,,,
825,449.99058705,0.005231799999933173,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
826,450.043414475,0.05282742500003224,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,00,85,00,00,00,09,07,01,,,
827,450.043674575,0.0002600999999913256,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,65,7D,2C,3C,13,A3,,,
828,450.043908675,0.0002341000000569693,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,D3,13,45,,,
829,450.056854,0.01294532499991874,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
830,450.0591639,0.002309900000000198,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,05,53,00,4D,13,3A,07,00,,,
831,450.0846358,0.02547190000007049,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,91,,,,,,,,,
832,450.131546725,0.04691092500002014,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
833,450.1849803,0.05343357499998547,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,90,,,,,,,,,
834,450.1901280999999,0.005147799999917879,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
835,450.206323125,0.0161950250000018,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
836,450.285358225,0.07903510000005554,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,96,,,,,,,,,
837,450.29273195,0.007373724999979459,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
838,450.376972275,0.08424032499999612,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
839,450.39076955,0.01379727500000172,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
840,450.45092555,0.06015600000000632,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
841,450.5266785499999,0.07575299999996332,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
842,450.5551242499999,0.02844570000002022,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,97,,,,,,,,,
843,450.5903798749999,0.03525562499999068,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
844,450.6013673499999,0.01098747499997898,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
845,450.6549827499999,0.05361540000001241,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,AC,,,,,,,,,
846,450.68815265,0.03316990000007536,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
847,450.75531885,0.0671661999999742,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,BC,,,,,,,,,
848,450.77304765,0.01772879999998622,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
849,450.790168675,0.0171210250000513,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
850,450.8470548499999,0.05688617499993143,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
851,450.85465445,0.007599600000048667,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,C3,,,,,,,,,
852,450.9216860749999,0.06703162499991322,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
853,450.955007275,0.03332120000004579,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,C6,,,,,,,,,
854,450.990530975,0.03552369999999882,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
855,450.9974566,0.00692562500000804,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
856,451.055341775,0.05788517500002399,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,D5,,,,,,,,,
857,451.0840538499999,0.02871207499993034,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
858,451.111367625,0.02731377500003873,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,00,D5,00,00,00,08,07,01,,,
859,451.1116337249999,0.000266099999976177,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,65,7D,2C,3C,13,EF,,,
860,451.111867825,0.0002341000000569693,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,D3,13,45,,,
861,451.1271306,0.01526277499999651,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,05,77,00,53,13,3A,08,00,,,
862,451.1547043749999,0.02757377499995073,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,E4,,,,,,,,,
863,451.169309475,0.01460510000003978,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
864,451.1901200999999,0.02081062499996733,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
865,451.2441586,0.05403850000004695,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
866,451.2550298,0.01087119999999686,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,00,F0,,,,,,,,,
867,451.3189077,0.06387789999996585,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
868,451.389647,0.07073930000001383,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
869,451.393908875,0.004261874999997417,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
870,451.480017075,0.0861082000000124,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
871,451.565199475,0.08518240000000787,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
872,451.566489575,0.001290100000005623,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,0D,,,,,,,,,
873,451.590355975,0.02386639999997442,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
874,451.6391908749999,0.04883489999997437,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
875,451.7149438,0.07575292500007436,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
876,451.755730375,0.04078657499997007,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,0D,,,,,,,,,
877,451.7899081749999,0.03417779999995218,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
878,451.7901602749999,0.0002521000000115236,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
879,451.8561126999999,0.06595242499997767,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,21,,,,,,,,,
880,451.8761853999999,0.02007270000001426,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
881,451.9554065249999,0.07922112500000367,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,27,,,,,,,,,
882,451.960278425,0.004871900000011919,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
883,451.989444525,0.02916609999999764,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
884,452.0342816249999,0.04483709999999519,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
885,452.05574395,0.02146232500001588,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,29,,,,,,,,,
886,452.109026475,0.05328252499998598,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
887,452.1561284749999,0.04710199999999531,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,3A,,,,,,,,,
888,452.184764675,0.02863620000005085,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
889,452.1901304749999,0.005365799999935916,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
890,452.255430875,0.0653004000000692,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,38,,,,,,,,,
891,452.2713499,0.01591902500001652,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
892,452.3564121749999,0.08506227499992747,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
893,452.36803735,0.01162517500006288,328754044076032,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,38,00,01,00,09,07,01,,,
894,452.384962075,0.01692472499996711,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,65,7D,2C,3C,14,3B,,,
895,452.3896598,0.004697725000028186,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
896,452.401821025,0.01216122499999983,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,D8,13,45,,,
897,452.4303711,0.02855007499999828,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
898,452.5050342,0.07466309999995246,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
899,452.5588296249999,0.05379542499997569,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,05,96,00,5A,13,3A,08,62,,,
900,452.563019425,0.00418980000006286,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,44,,,,,,,,,
901,452.57976235,0.01674292500001684,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
902,452.589243925,0.009481574999995246,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
903,452.6629995,0.07375557499995011,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,63,,,,,,,,,
904,452.6673112249999,0.00431172499997956,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
905,452.752525625,0.08521440000004077,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
906,452.762307,0.009781374999988656,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,72,,,,,,,,,
907,452.789803175,0.02749617500001022,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
908,452.82749475,0.03769157500005349,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
909,452.86262585,0.03513109999994412,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,7C,,,,,,,,,
910,452.90218525,0.03955940000003011,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
911,452.963004075,0.06081882499995572,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,85,,,,,,,,,
912,452.9768672499999,0.01386317499998313,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
913,452.98949855,0.0126313000000664,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
914,453.06230835,0.07280979999995907,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,95,,,,,,,,,
915,453.0633263249999,0.001017974999967919,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
916,453.147568825,0.08424250000007305,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
917,453.1626676249999,0.01509879999991881,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,A7,,,,,,,,,
918,453.1890798999999,0.02641227499998422,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
919,453.221567725,0.03248782500008929,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
920,453.2629823249999,0.04141459999993913,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,A6,,,,,,,,,
921,453.2972201,0.03423777500006508,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
922,453.3719891999999,0.07476909999991221,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
923,453.3886182,0.01662900000007994,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
924,453.4584496,0.06983139999999821,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
925,453.5436298999999,0.0851802999999336,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
926,453.5459278999999,0.002297999999996136,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,B9,,,,,,,,,
927,453.546436,0.0005081000000473068,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,B9,00,01,00,09,07,01,,,
928,453.5467201,0.0002841000000444182,435406671970304,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,64,E5,2C,3C,14,88,,,
929,453.5469581999999,0.0002380999999331834,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,DB,13,45,,,
930,453.5623089249999,0.01535072499996204,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,05,86,00,68,13,3A,0B,00,,,
931,453.589161225,0.02685230000008687,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
932,453.617649425,0.02848819999996976,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
933,453.633660225,0.01601080000000366,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,B9,,,,,,,,,
934,453.6923383999999,0.05867817499995454,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
935,453.7340068999999,0.04166850000001432,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,C7,,,,,,,,,
936,453.768016625,0.03400972500003263,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
937,453.78876135,0.02074472499998592,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
938,453.83337565,0.04461430000003474,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,CD,,,,,,,,,
939,453.8546003499999,0.02122469999994792,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
940,453.933685525,0.07908517500004564,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,DE,,,,,,,,,
941,453.9397832249999,0.006097699999941142,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
942,453.9883661,0.04858287500007918,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
943,454.0136504999999,0.0252843999999186,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
944,454.034068825,0.02041832500003693,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,E1,,,,,,,,,
945,454.088395325,0.05432650000000194,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
946,454.1333695,0.04497417499999301,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F1,,,,,,,,,
947,454.1630996,0.0297301000000516,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
948,454.188929975,0.02583037499994134,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
949,454.2337103,0.04478032500003337,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,FB,,,,,,,,,
950,454.251743175,0.01803287500001716,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
951,454.33680555,0.0850623750000068,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
952,454.388558075,0.05175252499998351,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
953,454.410812775,0.02225469999996221,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
954,454.4865657749999,0.07575299999996332,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
