Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
16070,957.3519314249998,0.04137139999988904,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C5,99,,,,,,,,,
16071,957.385607225,0.03367580000008274,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16072,957.460388325,0.07478110000010929,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16073,957.5493704249998,0.08898209999983919,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16074,957.5529483,0.003577875000019048,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,92,,,,,,,,,
16075,957.557178125,0.004229825000038545,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,12,,,,,,,,,
16076,957.5827159249998,0.02553779999993822,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,12,00,01,00,3A,07,01,,,
16077,957.5830041,0.0002881750001506589,435406671970304,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,4E,D7,2C,3B,EA,82,,,
16078,957.5832401249998,0.0002360249998218933,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,7E,14,45,,,
16079,957.59853695,0.0152968250001777,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,00,F7,04,CC,14,06,23,00,,,
16080,957.6279151,0.0293781499999568,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16081,957.6505352,0.02262010000004011,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,12,,,,,,,,,
16082,957.7057415999998,0.05520639999986088,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16083,957.7508678,0.04512620000014067,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,16,,,,,,,,,
16084,957.7538137,0.002945899999986068,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,2E,,,,,,,,,
16085,957.784167825,0.03035412500003076,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16086,957.850242225,0.06607439999993403,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,19,,,,,,,,,
16087,957.85908375,0.008841524999979811,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16088,957.94806375,0.08897999999999229,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16089,957.95058575,0.002521999999999025,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,1F,,,,,,,,,
16090,957.9550216249998,0.00443587499989917,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,29,,,,,,,,,
16091,958.0258509499998,0.07082932499997696,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16092,958.0509268499998,0.02507590000004712,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,17,,,,,,,,,
16093,958.1003596499998,0.04943279999997685,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16094,958.150257425,0.04989777500009041,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,1A,,,,,,,,,
16095,958.1550630999998,0.004805674999943221,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,2A,,,,,,,,,
16096,958.1751739,0.02011080000011134,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16097,958.2502589,0.07508499999994456,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16098,958.250607075,0.0003481749999991734,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,17,,,,,,,,,
16099,958.3254702,0.07486312500009262,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16100,958.3561442,0.03067399999986264,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,2A,,,,,,,,,
16101,958.399759325,0.04361512500008758,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16102,958.449115225,0.04935589999990952,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,12,,,,,,,,,
16103,958.47467365,0.0255584250000993,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16104,958.5503986999998,0.07572504999984631,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16105,958.5572342499998,0.006835550000005242,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,26,,,,,,,,,
16106,958.6247478499998,0.06751359999998385,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16107,958.626401875,0.00165402500010714,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,12,,,,,,,,,
16108,958.6465421499998,0.02014027499990334,316659416170496,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,12,00,01,00,3C,07,01,,,
16109,958.64680225,0.0002601000001050124,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,4D,F2,2C,3B,EA,82,,,
16110,958.6470383499998,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,7E,14,45,,,
16111,958.662383125,0.01534477500013054,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,00,FE,04,D4,14,06,24,00,,,
16112,958.70001075,0.03762762499991368,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16113,958.726712625,0.0267018750000716,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,17,,,,,,,,,
16114,958.75802855,0.0313159249999444,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,26,,,,,,,,,
16115,958.774827625,0.01679907500010813,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16116,958.826023325,0.05119569999988016,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,19,,,,,,,,,
16117,958.8500417499998,0.0240184249998947,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16118,958.9264212249998,0.07637947500006703,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
16119,958.9423363749998,0.01591514999995525,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16120,958.959245225,0.01690885000016351,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,21,,,,,,,,,
16121,959.023437,0.06419177499992657,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16122,959.0267568999998,0.003319899999951304,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0E,,,,,,,,,
16123,959.100968075,0.07421117500007313,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16124,959.126066075,0.0250980000000709,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
16125,959.15928785,0.03322177499990176,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,29,,,,,,,,,
16126,959.176084925,0.01679707500011318,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16127,959.2263987,0.0503137749999496,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0D,,,,,,,,,
16128,959.2513011,0.02490239999997357,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16129,959.326380175,0.07507907500007605,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16130,959.360372,0.03399182499993003,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,2A,,,,,,,,,
16131,959.4036791,0.04330709999999272,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16132,959.478764225,0.07508512499998687,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16133,959.5229325249998,0.04416829999991023,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,03,,,,,,,,,
16134,959.554616525,0.03168400000004112,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16135,959.5614520999998,0.00683557499996823,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,2A,,,,,,,,,
16136,959.6104239999998,0.04897189999996954,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,03,,,,,,,,,
16137,959.6287949249998,0.01837092499999926,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16138,959.7064917,0.07769677500004946,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16139,959.710771525,0.004279825000139681,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,00,,,,,,,,,
16140,959.7216947,0.01092317500001627,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,00,00,01,00,3C,07,01,,,
16141,959.7219528,0.0002580999998826883,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,4D,F2,2C,3B,EA,82,,,
16142,959.7221908999998,0.0002380999999331834,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,83,14,45,,,
16143,959.7376457,0.01545480000004318,422212532436992,F,F,HS CAN $441,HS CAN,,441,F,F,00,FE,04,D4,14,06,24,62,,,
16144,959.7620821249998,0.02443642499997622,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,7E,,,,,,,,,
16145,959.782196925,0.02011480000010124,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16146,959.8100885999998,0.02789167499986434,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,00,,,,,,,,,
16147,959.8574056249998,0.04731702499998391,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16148,959.9104171,0.05301147500017578,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,FD,,,,,,,,,
16149,959.9495286,0.03911149999998998,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16150,959.963351825,0.01382322499989641,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,80,,,,,,,,,
16151,960.010787825,0.04743600000006154,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,FB,,,,,,,,,
16152,960.027246825,0.01645899999994072,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16153,960.1017638499998,0.07451702499997737,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16154,960.110109375,0.008345525000095222,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F5,,,,,,,,,
16155,960.1634478,0.05333842499999264,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,86,,,,,,,,,
16156,960.1769371,0.01348929999994652,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16157,960.2104604,0.03352330000006986,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F1,,,,,,,,,
16158,960.2551654749998,0.04470507499991072,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16159,960.3107628,0.05559732500000791,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F1,,,,,,,,,
16160,960.344274625,0.03351182500000504,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16161,960.364721325,0.02044670000009319,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,8A,,,,,,,,,
16162,960.4253052999998,0.06058397499987223,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16163,960.499694475,0.07438917500007847,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16164,960.564262175,0.06456769999999779,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,8A,,,,,,,,,
16165,960.57473555,0.01047337499994683,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16166,960.611568525,0.03683297500015214,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,E8,,,,,,,,,
16167,960.649644125,0.03807559999995646,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16168,960.6876068999998,0.037962774999869,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,E8,,,,,,,,,
16169,960.7420694249998,0.05446252499996262,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16170,960.7655299499998,0.0234605250000186,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,8A,,,,,,,,,
16171,960.7879820749998,0.02245212499997251,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,DF,,,,,,,,,
16172,960.7937836999998,0.005801625000003696,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,DF,00,01,00,3C,07,01,,,
16173,960.7940398,0.0002561000001151114,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,4D,F2,2C,3B,EA,82,,,
16174,960.7942738999998,0.0002340999999432824,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,86,14,45,,,
16175,960.809620675,0.01534677500012549,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,00,FE,04,D4,14,06,26,00,,,
16176,960.82372595,0.0141052750000199,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16177,960.8873025499998,0.06357659999980569,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,E0,,,,,,,,,
16178,960.8985777249998,0.01127517500003705,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16179,960.96646125,0.06788352500007022,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,91,,,,,,,,,
16180,960.976632775,0.01017152500003249,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16181,960.9876418999998,0.01100912499987316,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D8,,,,,,,,,
16182,961.0518457,0.06420380000008663,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16183,961.087960725,0.03611502500007191,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D5,,,,,,,,,
16184,961.1442729499998,0.05631222499982869,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16185,961.167727575,0.02345462500011308,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,96,,,,,,,,,
16186,961.187321975,0.01959439999995993,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D8,,,,,,,,,
16187,961.222117775,0.0347957999999835,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16188,961.28763215,0.06551437500002066,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,D5,,,,,,,,,
16189,961.296623775,0.008991625000135173,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16190,961.367827075,0.07120329999997921,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,96,,,,,,,,,
16191,961.371302875,0.00347579999993286,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16192,961.446446,0.07514312500006781,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16193,961.521529,0.07508299999994961,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16194,961.5663412999998,0.0448122999998759,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,C2,,,,,,,,,
16195,961.568829275,0.002487975000121878,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,91,,,,,,,,,
16196,961.5960035499998,0.02717427499987934,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16197,961.670784525,0.07478097500006697,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16198,961.7465096,0.07572507500003667,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16199,961.7699701,0.02346050000005562,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,71,C8,,,,,,,,,
16200,961.778095625,0.008125524999968547,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,C2,,,,,,,,,
16201,961.8210447999998,0.04294917499987605,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16202,961.878445925,0.05740112500006944,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,AB,,,,,,,,,
16203,961.89886865,0.02042272500011677,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16204,961.97001395,0.07114529999989827,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,5F,C8,,,,,,,,,
16205,961.97349385,0.00347990000000209,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16206,961.9788154499998,0.005321599999888349,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,AE,,,,,,,,,
16207,961.9826192499998,0.003803800000014234,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,AE,00,01,00,30,07,01,,,
16208,961.98287735,0.000258100000110062,431008625459200,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,4D,59,2C,3B,EA,F5,,,
16209,961.98311545,0.0002380999999331834,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,88,14,45,,,
16210,961.998458225,0.01534277500013559,363938416164864,F,F,HS CAN $441,HS CAN,,441,F,F,01,06,04,CE,14,06,27,00,,,
16211,962.0495128249998,0.05105459999981576,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16212,962.079172425,0.02965960000005907,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,A6,,,,,,,,,
16213,962.138624525,0.05945210000004408,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16214,962.1719224,0.03329787500001658,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,5B,C8,,,,,,,,,
16215,962.1794919,0.007569500000045082,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,A2,,,,,,,,,
16216,962.2196751999998,0.04018329999985326,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16217,962.2970700749998,0.07739487499998177,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16218,962.371779175,0.0747091000000637,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,58,C8,,,,,,,,,
16219,962.375249075,0.003469900000027337,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16220,962.386046275,0.01079720000007001,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,96,,,,,,,,,
16221,962.45052205,0.06447577499989166,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16222,962.5392082499998,0.08868619999998373,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16223,962.5511933249998,0.01198507499998414,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,96,,,,,,,,,
16224,962.5729340249998,0.02174070000000938,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,56,C8,,,,,,,,,
16225,962.62025895,0.04732492500011176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16226,962.65152835,0.03126939999992828,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,91,,,,,,,,,
16227,962.698083275,0.04655492500000946,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16228,962.750876875,0.05279360000008637,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,89,,,,,,,,,
16229,962.77290355,0.02202667500000644,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,52,C8,,,,,,,,,
16230,962.7763814249998,0.003477874999816777,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16231,962.8512249499998,0.07484352500000568,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,8A,,,,,,,,,
16232,962.8548309249998,0.003605975000027684,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16233,962.940325225,0.085494300000164,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16234,962.9515704249998,0.01124519999984841,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,8B,,,,,,,,,
16235,962.9740910499998,0.0225206249999701,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,4D,C8,,,,,,,,,
16236,963.0181001749998,0.04400912500000232,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16237,963.050911475,0.0328113000000485,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,88,,,,,,,,,
16238,963.0515915499998,0.0006800749999911204,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,88,00,01,00,2D,07,01,,,
16239,963.05185165,0.0002601000001050124,505775416147968,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,4C,C1,2C,3B,EB,41,,,
16240,963.052089675,0.0002380250000442174,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,88,14,45,,,
16241,963.06744645,0.01535677499987287,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,01,0C,04,CC,14,06,28,00,,,
16242,963.09323685,0.02579040000000532,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16243,963.151261975,0.05802512500008561,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,81,,,,,,,,,
16244,963.1690929,0.01783092499999839,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16245,963.1759185499998,0.006825649999882444,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,46,C8,,,,,,,,,
16246,963.24644185,0.07052330000010443,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16247,963.25158965,0.005147800000031566,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,7F,,,,,,,,,
16248,963.3388658749998,0.08727622499986865,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16249,963.3758175,0.0369516250000288,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,44,C8,,,,,,,,,
16250,963.4198286,0.04401110000003428,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16251,963.4975275,0.07769890000008672,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16252,963.5353383999998,0.03781089999984033,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,6D,,,,,,,,,
16253,963.573379925,0.03804152500015334,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16254,963.5768877249998,0.003507799999852068,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,3E,C8,,,,,,,,,
16255,963.62229,0.04540227500001492,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,6D,,,,,,,,,
16256,963.650858175,0.02856817500014586,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16257,963.722595975,0.07173779999993712,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,69,,,,,,,,,
16258,963.7431527,0.02055672500000583,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16259,963.7769206249998,0.03376792499989278,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,15,C8,,,,,,,,,
16260,963.820933725,0.04401310000002922,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16261,963.8219658,0.0010320750000119,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,64,,,,,,,,,
16262,963.895447,0.0734812000000602,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16263,963.922292875,0.0268458749999354,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,6D,,,,,,,,,
16264,963.9710036,0.04871072500009177,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16265,963.9781252,0.007121599999891259,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,18,C8,,,,,,,,,
16266,964.0226555,0.04453030000013314,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,6B,,,,,,,,,
16267,964.048781825,0.02612632499995016,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16268,964.1219475249998,0.07316569999989042,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,70,,,,,,,,,
16269,964.12267955,0.0007320250001612294,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,70,00,01,00,2D,07,01,,,
16270,964.12293965,0.0002600999998776388,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,4C,C1,2C,3B,EB,8D,,,
16271,964.12317385,0.0002342000000226108,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,8E,14,45,,,
16272,964.1386465499998,0.0154726999999184,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,01,0E,04,C4,14,06,28,62,,,
16273,964.141076525,0.00242997500004094,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16274,964.178354125,0.03727760000015224,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,15,C8,,,,,,,,,
16275,964.2223244999998,0.04397037499984436,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,74,,,,,,,,,
16276,964.222666525,0.0003420250000090164,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16277,964.2971816,0.07451507500013577,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16278,964.3226416249998,0.02546002499980204,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,6E,,,,,,,,,
16279,964.37274025,0.05009862500014606,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16280,964.379565825,0.006825574999993478,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,1C,C8,,,,,,,,,
16281,964.447075425,0.06750959999999395,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
16282,964.5221585,0.07508307500006595,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,02,80,,,,,,,,,
