Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
5179,50.69833079999999,0.01528679999998417,505775416147968,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,85,61,2C,3C,1F,68,,,
5180,50.715213475,0.01688267500000506,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,EE,11,45,,,
5181,50.72107525,0.005861774999999625,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5182,50.785875725,0.06480047499999841,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,09,87,05,DB,14,0D,04,00,,,
5183,50.79933272500001,0.0134570000000167,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,73,,,,,,,,,
5184,50.81053815,0.01120542499998578,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5185,50.88480927499999,0.07427112499999566,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C6,A4,,,,,,,,,
5186,50.88831907499998,0.003509799999989127,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5187,50.89870047500001,0.01038140000002841,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,69,,,,,,,,,
5188,50.96416417499999,0.06546369999998092,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5189,50.99902135000001,0.03485717500001328,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,6F,,,,,,,,,
5190,51.04959397500001,0.05057262500000093,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5191,51.0867315,0.03713752499999146,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C5,A5,,,,,,,,,
5192,51.09936867500001,0.01263717500000894,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,69,,,,,,,,,
5193,51.134816375,0.03544769999999176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5194,51.19872307499999,0.06390669999998977,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,66,,,,,,,,,
5195,51.23049297500002,0.03176990000002888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5196,51.28751530000001,0.05702232499999127,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C2,A8,,,,,,,,,
5197,51.29907042499998,0.01155512499997258,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,69,,,,,,,,,
5198,51.32884654999999,0.02977612500001214,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5199,51.41786267499999,0.08901612500000056,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5200,51.4887361,0.07087342500000204,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C3,A7,,,,,,,,,
5201,51.49224599999998,0.00350989999998319,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5202,51.57100472499998,0.07875872500000014,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5203,51.59529282500002,0.02428810000003523,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,5D,,,,,,,,,
5204,51.65672875,0.06143592499998363,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5205,51.68203884999998,0.02531009999998446,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,5D,,,,,,,,,
5206,51.69068227499999,0.00864342500000248,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C0,AA,,,,,,,,,
5207,51.74194497499998,0.05126269999999522,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5208,51.78234965,0.0404046750000191,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,60,,,,,,,,,
5209,51.79639455000002,0.01404490000001602,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,0A,60,00,02,01,2B,07,01,,,
5210,51.79666275000001,0.0002681999999936124,431008625459200,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,85,F9,2C,3C,1F,B5,,,
5211,51.79690085,0.0002380999999900268,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,F0,11,45,,,
5212,51.81250762499998,0.01560677499998064,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,09,85,05,EA,14,0D,04,62,,,
5213,51.820781,0.008273375000015903,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5214,51.88166192500002,0.06088092500002062,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,5D,,,,,,,,,
5215,51.8921414,0.01047947499998259,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C1,A9,,,,,,,,,
5216,51.899008975,0.006867575000001125,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5217,51.97441010000001,0.07540112500001328,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5218,51.98203960000002,0.007629500000007283,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,5E,,,,,,,,,
5219,52.050189175,0.06814957499997831,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5220,52.08236657499999,0.0321773999999948,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,5E,,,,,,,,,
5221,52.09408190000001,0.01171532500001149,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C0,AA,,,,,,,,,
5222,52.138725025,0.04464312499999324,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5223,52.181719425,0.04299439999999777,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,57,,,,,,,,,
5224,52.22777430000001,0.04605487500001004,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5225,52.282079825,0.05430552499998953,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,54,,,,,,,,,
5226,52.295027125,0.01294730000000754,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,BE,AC,,,,,,,,,
5227,52.30566052499999,0.01063339999998902,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5228,52.38103352500001,0.07537300000001323,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5229,52.46665192499999,0.0856183999999871,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5230,52.49687005,0.03021812500000465,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,BD,AD,,,,,,,,,
5231,52.55174247499998,0.05487242499998501,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5232,52.5610238,0.00928132500001766,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,4D,,,,,,,,,
5233,52.62691350000001,0.06588970000001382,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5234,52.658836975,0.03192347499998504,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,4D,,,,,,,,,
5235,52.69758444999998,0.03874747499997966,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,BB,AF,,,,,,,,,
5236,52.704456025,0.006871575000019448,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5237,52.75923145,0.05477542500000254,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,4E,,,,,,,,,
5238,52.78026625,0.02103479999999536,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5239,52.85594727500002,0.07568102500002283,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5240,52.85851525,0.002567974999976741,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,45,,,,,,,,,
5241,52.867458525,0.008943275000007134,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,0A,45,00,02,01,2B,07,01,,,
5242,52.867728625,0.0002700999999944998,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,85,F9,2C,3C,20,01,,,
5243,52.86796672499999,0.0002380999999900268,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,F6,11,45,,,
5244,52.88346559999998,0.01549887499999158,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,09,82,05,EE,14,0D,06,00,,,
5245,52.89688482499999,0.01341922500000692,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,89,C8,,,,,,,,,
5246,52.94483372499998,0.04794889999999441,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5247,52.95886270000001,0.01402897500003064,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,49,,,,,,,,,
5248,53.03385977500001,0.07499707499999886,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5249,53.059205675,0.0253458999999907,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,46,,,,,,,,,
5250,53.10147297499999,0.04226729999999179,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,87,C8,,,,,,,,,
5251,53.10834860000001,0.006875625000020591,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5252,53.158560525,0.05021192499998506,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,46,,,,,,,,,
5253,53.187474725,0.02891420000000266,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5254,53.25888272499999,0.07140799999999103,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,46,,,,,,,,,
5255,53.27309379999998,0.01421107499999152,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5256,53.30335997499999,0.03026617500000839,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,86,C8,,,,,,,,,
5257,53.357934375,0.05457440000000702,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5258,53.43632724999999,0.07839287499999159,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5259,53.503824825,0.06749757500000442,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,86,C8,,,,,,,,,
5260,53.51403022500001,0.01020540000001802,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5261,53.548533425,0.03450319999998896,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,46,,,,,,,,,
5262,53.58981072500002,0.04127730000001862,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5263,53.648005825,0.05819509999997763,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,46,,,,,,,,,
5264,53.66530282499998,0.01729699999998502,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5265,53.705702225,0.04039940000001252,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,86,C8,,,,,,,,,
5266,53.7483707,0.04266847499999926,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,40,,,,,,,,,
5267,53.75366049999998,0.005289799999985689,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5268,53.842676575,0.08901607500001774,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5269,53.84767235,0.004995774999997593,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,43,,,,,,,,,
5270,53.91026434999999,0.0625919999999951,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,85,C8,,,,,,,,,
5271,53.92046375,0.01019940000000474,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5272,53.944629925,0.02416617500000484,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,0A,43,00,02,01,27,07,01,,,
5273,53.94489602500001,0.0002661000000045988,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,86,92,2C,3C,20,01,,,
5274,53.94513404999999,0.000238024999987374,316659416170496,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,EE,11,45,,,
5275,53.960582825,0.01544877500001007,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,09,84,05,F8,14,0D,07,00,,,
5276,53.9644267,0.003843875000001162,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,42,,,,,,,,,
5277,53.99690060000002,0.0324739000000136,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5278,54.06371700000001,0.06681639999999334,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,3D,,,,,,,,,
5279,54.0822199,0.01850289999998722,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5280,54.11277800000001,0.03055810000000747,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,84,C8,,,,,,,,,
5281,54.16410772499999,0.051329724999988,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,3A,,,,,,,,,
5282,54.16734555000001,0.003237825000013572,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5283,54.25967145,0.09232589999999164,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5284,54.26443525000001,0.004763800000006313,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,41,,,,,,,,,
5285,54.31340604999998,0.048970799999978,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,85,C8,,,,,,,,,
5286,54.358045125,0.04463907500002051,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5287,54.44697524999999,0.08893012499999031,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5288,54.51446682500001,0.06749157500001957,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,85,C8,,,,,,,,,
5289,54.52134252499998,0.0068756999999664,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5290,54.54705242500002,0.02570990000003804,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,46,,,,,,,,,
5291,54.60014902499999,0.05309659999997507,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5292,54.64740105,0.04725202500000591,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,47,,,,,,,,,
5293,54.68588057500001,0.03847952500001384,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5294,54.71633665,0.03045607499998937,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,87,C8,,,,,,,,,
5295,54.74673224999999,0.03039559999999142,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,47,,,,,,,,,
5296,54.77104275000001,0.02431050000001278,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5297,54.84703642500001,0.07599367500000653,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,41,,,,,,,,,
5298,54.86328544999999,0.01624902499997916,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5299,54.91701595000002,0.05373050000002877,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AA,C0,,,,,,,,,
5300,54.944488225,0.02747227499997962,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5301,54.94743212499999,0.002943899999991118,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,40,,,,,,,,,
5302,55.0167483,0.06931617500001153,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,0A,40,00,02,01,29,07,01,,,
5303,55.0170064,0.0002580999999963751,435406671970304,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,87,2A,2C,3C,20,4D,,,
5304,55.01724442500002,0.0002380250000157958,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,E4,11,45,,,
5305,55.01954442500001,0.002299999999991087,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5306,55.03274345000001,0.0131990250000058,367236951048192,F,F,HS CAN $441,HS CAN,,441,F,F,09,83,06,07,14,0D,08,00,,,
5307,55.04670645,0.01396299999998973,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,45,,,,,,,,,
5308,55.09551525000002,0.04880880000001753,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5309,55.11934774999999,0.02383249999996906,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AB,BF,,,,,,,,,
5310,55.14709957499998,0.02775182499999574,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,46,,,,,,,,,
5311,55.17073999999998,0.02364042499999641,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5312,55.24743159999998,0.07669160000000375,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,46,,,,,,,,,
5313,55.262982675,0.01555107500001896,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5314,55.32003295,0.0570502749999946,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,AB,BF,,,,,,,,,
5315,55.340895675,0.02086272500000064,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5316,55.395157075,0.05426140000000146,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,4B,,,,,,,,,
5317,55.41566987500001,0.02051280000000588,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5318,55.49134690000001,0.07567702500000451,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5319,55.521802975,0.03045607499998937,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AC,BE,,,,,,,,,
5320,55.56644999999999,0.04464702499998907,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5321,55.64875059999999,0.08230059999999639,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5322,55.72258380000001,0.07383320000002414,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,AC,BE,,,,,,,,,
5323,55.72608959999998,0.003505799999970804,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5324,55.73208527499999,0.005995675000008305,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,51,,,,,,,,,
5325,55.801934675,0.06984940000000961,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5326,55.84335735000001,0.04142267500000685,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,51,,,,,,,,,
5327,55.88766447499999,0.0443071249999889,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5328,55.924506075,0.03684160000000247,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AE,BC,,,,,,,,,
5329,55.94267275,0.01816667500000335,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,53,,,,,,,,,
5330,55.97288684999999,0.03021409999999492,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5331,56.04304294999999,0.07015609999999128,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,54,,,,,,,,,
5332,56.04766474999998,0.004621799999995346,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5333,56.122713725,0.07504897500001562,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5334,56.1264236,0.00370987499999842,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,AF,BB,,,,,,,,,
5335,56.14237647500001,0.01595287500001064,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,50,,,,,,,,,
5336,56.19797677499999,0.05560029999998051,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5337,56.21273567499999,0.0147589000000039,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,0A,50,00,02,01,2C,07,01,,,
5338,56.21299577499998,0.0002600999999913256,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,87,2A,2C,3C,20,9A,,,
5339,56.21322987499998,0.0002341000000001258,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,DB,11,45,,,
5340,56.22882265,0.01559277500001599,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,09,81,06,0B,14,0D,08,62,,,
5341,56.24273565,0.01391300000000228,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,5A,,,,,,,,,
5342,56.27411557500001,0.03137992500001019,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5343,56.32782207499999,0.05370649999997568,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,B1,B9,,,,,,,,,
5344,56.36584767500001,0.03802560000002586,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5345,56.45477584999999,0.08892817499997818,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5346,56.528960975,0.07418512500001384,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,B1,B9,,,,,,,,,
5347,56.53247077499999,0.003509799999989127,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5348,56.53387894999999,0.001408174999994572,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,64,,,,,,,,,
5349,56.60831205000001,0.07443310000002157,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5350,56.61749937499998,0.00918732499997077,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,64,,,,,,,,,
5351,56.69372037500001,0.07622100000003229,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5352,56.71780847499998,0.02408809999997174,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,67,,,,,,,,,
5353,56.73098377499998,0.01317530000000034,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,B4,B6,,,,,,,,,
5354,56.77894067500002,0.04795690000003106,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5355,56.818151375,0.03921069999998394,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,69,,,,,,,,,
5356,56.85743885000001,0.03928747500000896,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5357,56.91751792499998,0.060079074999976,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,6A,,,,,,,,,
5358,56.93174102499999,0.01422310000000948,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,B5,B5,,,,,,,,,
5359,56.93525100000001,0.003509975000014265,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5360,57.01099992499998,0.07574892499997077,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5361,57.01787152499999,0.006871600000010858,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,6C,,,,,,,,,
5362,57.086481025,0.06860950000000798,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5363,57.11823055000001,0.03174952500000927,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,6B,,,,,,,,,
5364,57.133567625,0.01533707499999082,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5F,,,,,,,,,
5365,57.17490492500001,0.04133730000000924,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5366,57.21751945000001,0.04261452500000474,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,6E,,,,,,,,,
5367,57.26395244999999,0.04643299999997907,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5368,57.33470975000002,0.07075730000002523,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5E,,,,,,,,,
5369,57.34158137499999,0.006871624999973847,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5370,57.37387077500001,0.03228940000002467,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,0A,6E,00,02,01,2C,07,01,,,
5371,57.40745407499999,0.03358329999997522,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,88,0F,2C,3C,20,9A,,,
5372,57.41735554999998,0.009901474999992388,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5373,57.42432902500001,0.006973475000023655,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,E1,11,45,,,
5374,57.5033518,0.07902277499999855,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5375,57.533749875,0.0303980749999937,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5E,,,,,,,,,
5376,57.55028265,0.01653277500000172,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,09,84,06,1B,14,0D,0A,00,,,
5377,57.55450435000002,0.004221700000016426,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,74,,,,,,,,,
5378,57.58861415,0.03410979999998176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5379,57.65376272499999,0.06514857499999493,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0A,75,,,,,,,,,
5380,57.66368815,0.009925425000005816,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
5381,57.73454557499998,0.0708574249999856,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5C,,,,,,,,,
5382,57.74140724999999,0.006861675000010337,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0A,6B,,,,,,,
