GPS Date,8/4/2016,,,,,,,,,,,,,,,,,,,,,,,
GPS Time,23:27:56,,,,,,,,,,,,,,,,,,,,,,,
speedK,0.1,,,,,,,,,,,,,,,,,,,,,,,
speedI,0.3,,,,,,,,,,,,,,,,,,,,,,,
speedD,0,,,,,,,,,,,,,,,,,,,,,,,
angleK,4,,,,,,,,,,,,,,,,,,,,,,,
angleI,0.3,,,,,,,,,,,,,,,,,,,,,,,
angleD,25,,,,,,,,,,,,,,,,,,,,,,,
mode,2,,,,,,,,,,,,,,,,,,,,,,,
compassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
CANcompassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting
9100374,352.79,343.9,2.43,262.7,348.92,-94.999,-0.313,0.093,-10,2.4,2.13,1.15,2.15,0,52,154,134,44.39829636,-110.5309448,94.64,181.1,2,1001186,0
9100424,352.79,343.9,2.43,264,348.86,-95.059,-0.348,0.012,-12,2.4,2.13,1.15,2.15,0,52,156,132,44.39829636,-110.5309448,94.64,181.1,2,1001236,0
9100474,352.79,346.9,2.43,264,348.84,-95.118,-0.172,-0.021,-13,2.4,2.13,1.15,2.15,0,52,157,131,44.39830017,-110.5309448,94.64,181.1,2,1001286,0
9100524,352.79,346.9,2.43,264,348.83,-95.174,-0.164,-0.047,-13,2.4,2.13,1.15,2.15,0,52,157,131,44.39830017,-110.5309448,94.64,181.1,2,1001336,0
9100574,352.79,346.9,2.43,264,348.84,-95.231,0.038,-0.03,-13,2.4,2.13,1.15,2.15,0,52,157,131,44.39830017,-110.5309448,94.64,181.1,2,1001386,0
9100624,352.79,346.9,2.43,267.6,348.87,-95.288,0.301,0.033,-12,2.4,2.13,1.15,2.15,0,52,156,132,44.39830017,-110.5309448,94.64,181.1,2,1001436,0
9100674,352.79,350.4,2.43,267.6,348.93,-95.349,0.587,0.136,-9,2.4,2.13,1.15,2.15,0,52,153,135,44.39830017,-110.5309448,94.64,181.1,2,1001486,0
9100724,352.79,350.4,2.99,268.8,348.99,-95.413,0.766,0.254,-7,2.4,2.14,1.15,2.15,0,52,151,137,44.39830017,-110.5309448,94.64,181.1,2,1001537,0
9100774,352.79,350.4,2.99,268.8,349.05,-95.48,0.927,0.38,-4,2.4,2.14,1.15,2.15,0,52,148,140,44.39830017,-110.5309448,94.64,181.1,2,1001586,0
9100824,352.79,350.4,2.99,268.8,349.09,-95.551,0.957,0.487,-1,2.4,2.14,1.15,2.15,0,52,145,143,44.39830017,-110.5309448,94.64,181.1,2,1001636,0
9100874,352.79,350.6,2.99,268.8,349.11,-95.623,0.888,0.562,0,2.4,2.14,1.15,2.15,0,52,144,144,44.39830017,-110.5309448,94.64,181.1,2,1001686,0
9100924,352.79,350.6,2.99,268.8,349.08,-95.694,0.625,0.573,0,2.4,2.14,1.15,2.15,0,52,144,144,44.39830017,-110.5309448,94.64,181.1,2,1001736,0
9100974,352.79,350.6,2.99,268.8,349.03,-95.762,0.282,0.518,0,2.4,2.14,1.15,2.15,0,52,144,144,44.39830017,-110.5309448,94.64,181.1,2,1001786,0
9101024,352.79,350.6,2.99,268.7,348.97,-95.826,0.255,0.468,-1,2.4,2.14,1.15,2.15,0,52,145,143,44.39830017,-110.5309448,94.64,181.1,2,1001836,0
9101074,352.79,346.8,2.99,268.7,348.91,-95.886,0.087,0.397,-3,2.4,2.14,1.15,2.14,0,52,147,141,44.39830399,-110.5309448,94.64,181.1,2,1001886,0
9101124,352.79,346.8,2.99,268.8,348.86,-95.941,0.125,0.347,-4,2.4,2.14,1.15,2.14,0,52,148,140,44.39830399,-110.5309448,94.64,181.1,2,1001936,0
9101174,352.79,346.8,2.99,268.8,348.81,-95.997,0.064,0.295,-5,2.4,2.14,1.15,2.14,0,52,149,139,44.39830399,-110.5309448,94.64,181.1,2,1001986,0
9101224,352.79,346.8,2.99,266.4,348.76,-96.047,-0.035,0.234,-6,2.4,2.14,1.15,2.14,0,52,150,138,44.39830399,-110.5309448,94.64,181.1,2,1002036,0
9101274,352.79,346.7,2.99,266.4,348.72,-96.09,-0.084,0.175,-8,2.4,2.14,1.15,2.14,0,52,152,136,44.39830399,-110.5309448,94.64,181.1,2,1002086,0
9101324,352.79,346.7,2.99,260.9,348.68,-96.129,-0.103,0.124,-9,2.4,2.14,1.15,2.14,0,52,153,135,44.39830399,-110.5309448,94.64,181.1,2,1002136,0
9101374,352.79,346.7,2.99,260.9,348.66,-96.163,0.003,0.102,-9,2.4,2.14,1.15,2.14,0,52,153,135,44.39830399,-110.5309448,94.64,181.1,2,1002186,0
9101424,352.79,346.7,2.99,259.7,348.64,-96.193,0.022,0.088,-10,2.4,2.14,1.15,2.14,0,52,154,134,44.39830399,-110.5309448,94.64,181.1,2,1002236,0
9101474,352.79,344.5,2.99,259.7,348.65,-96.222,0.183,0.108,-9,2.4,2.14,1.15,2.14,0,52,153,135,44.3983078,-110.5309448,94.64,181.1,2,1002286,0
9101524,352.79,344.5,2.99,259.3,348.65,-96.25,0.232,0.133,-8,2.4,2.14,1.15,2.14,0,52,152,136,44.3983078,-110.5309448,94.64,181.1,2,1002336,0
9101574,352.79,344.5,2.99,259.3,348.66,-96.277,0.297,0.166,-8,2.4,2.14,1.15,2.14,0,52,152,136,44.3983078,-110.5309448,94.64,181.1,2,1002386,0
9101624,352.79,344.5,2.99,257.5,348.66,-96.305,0.312,0.195,-7,2.4,2.14,1.15,2.14,0,52,151,137,44.3983078,-110.5309448,94.64,181.1,2,1002436,0
9101674,352.79,348.4,2.99,257.5,348.68,-96.336,0.442,0.242,-6,2.4,2.14,1.15,2.14,0,52,150,138,44.3983078,-110.5309448,94.64,181.1,2,1002486,0
9101724,352.79,348.4,2.99,259.9,348.68,-96.37,0.392,0.27,-5,2.4,2.14,1.15,2.14,0,52,149,139,44.3983078,-110.5309448,94.64,181.1,2,1002536,0
9101774,352.79,348.4,2.99,259.9,348.68,-96.406,0.37,0.289,-5,2.4,2.14,1.15,2.14,0,52,149,139,44.3983078,-110.5309448,94.64,181.1,2,1002586,0
9101824,352.79,348.4,2.99,260.7,348.66,-96.444,0.286,0.289,-5,2.4,2.14,1.15,2.14,0,52,149,139,44.3983078,-110.5309448,94.64,181.1,2,1002636,0
9101874,352.79,345.9,2.99,260.7,348.64,-96.485,0.217,0.276,-5,2.4,2.14,1.15,2.14,0,52,149,139,44.39831161,-110.5309448,94.64,181.1,2,1002686,0
9101924,352.79,345.9,2.99,260.7,348.61,-96.526,0.095,0.244,-6,2.4,2.14,1.15,2.14,0,52,150,138,44.39831161,-110.5309448,94.64,181.1,2,1002736,0
9101974,352.79,345.9,2.99,260.7,348.56,-96.568,-0.039,0.192,-7,2.4,2.14,1.15,2.14,0,52,151,137,44.39831161,-110.5309448,94.64,181.1,2,1002786,0
9102024,352.79,345.9,2.99,264.1,348.52,-96.609,-0.161,0.127,-8,2.4,2.14,1.15,2.14,0,52,152,136,44.39831161,-110.5309448,94.64,181.1,2,1002836,0
9102074,352.79,350.3,2.99,264.1,348.48,-96.65,-0.191,0.066,-10,2.4,2.14,1.15,2.14,0,52,154,134,44.39831161,-110.5309448,94.64,181.1,2,1002886,0
9102124,352.79,350.3,2.99,263.2,348.46,-96.69,-0.119,0.031,-10,2.4,2.14,1.15,2.14,0,52,154,134,44.39831161,-110.5309448,94.64,181.1,2,1002936,0
9102174,352.79,350.3,2.99,263.2,348.43,-96.728,-0.214,-0.016,-11,2.4,2.14,1.15,2.14,0,52,155,133,44.39831161,-110.5309448,94.64,181.1,2,1002986,0
9102224,352.79,350.3,2.99,264.3,348.41,-96.764,-0.26,-0.063,-13,2.4,2.14,1.15,2.14,0,52,157,131,44.39831161,-110.5309448,94.64,181.1,2,1003036,0
9102274,352.79,349.2,2.99,264.3,348.39,-96.797,-0.298,-0.107,-14,2.4,2.14,1.15,2.14,0,52,158,130,44.39831161,-110.5309448,94.64,181.1,2,1003086,0
9102324,352.79,349.2,2.99,264.1,348.37,-96.827,-0.313,-0.147,-15,2.4,2.14,1.15,2.14,0,52,159,129,44.39831161,-110.5309448,94.64,181.1,2,1003136,0
9102374,352.79,349.2,2.99,264.1,348.37,-96.853,-0.226,-0.162,-15,2.4,2.14,1.15,2.14,0,52,159,129,44.39831161,-110.5309448,94.64,181.1,2,1003186,0
9102424,352.79,349.2,2.99,264.1,348.39,-96.878,-0.054,-0.142,-15,2.4,2.14,1.15,2.14,0,52,159,129,44.39831161,-110.5309448,94.64,181.1,2,1003236,0
9102474,352.79,345.7,2.99,264.1,348.42,-96.9,0.083,-0.098,-14,2.4,2.14,1.15,2.14,0,52,158,130,44.39831161,-110.5309448,94.64,181.1,2,1003286,0
9102524,352.79,345.7,2.99,263.2,348.46,-96.922,0.293,-0.023,-12,2.4,2.14,1.15,2.14,0,52,156,132,44.39831161,-110.5309448,94.64,181.1,2,1003336,0
9102574,352.79,345.7,2.99,263.2,348.51,-96.943,0.404,0.058,-10,2.4,2.14,1.15,2.14,0,52,154,134,44.39831161,-110.5309448,94.64,181.1,2,1003386,0
9102624,352.79,345.7,2.99,263,348.55,-96.965,0.541,0.15,-8,2.4,2.14,1.15,2.14,0,52,152,136,44.39831161,-110.5309448,94.64,181.1,2,1003436,0
9102674,352.79,349.3,2.99,263,348.59,-96.987,0.606,0.236,-6,2.4,2.14,1.15,2.14,0,52,150,138,44.39831543,-110.5309448,94.64,181.1,2,1003486,0
9102724,352.79,349.3,3.67,263.4,348.61,-97.01,0.511,0.287,-5,2.4,2.14,1.15,2.14,0,52,149,139,44.39831543,-110.5309448,94.64,181.1,2,1003536,0
9102774,352.79,349.3,3.67,263.4,348.62,-97.034,0.576,0.341,-3,2.4,2.14,1.15,2.14,0,52,147,141,44.39831543,-110.5309448,94.64,181.1,2,1003586,0
9102824,352.79,349.3,3.67,263.4,348.61,-97.056,0.351,0.342,-3,2.4,2.14,1.15,2.14,0,52,147,141,44.39831543,-110.5309448,94.64,181.1,2,1003636,0
9102874,352.79,351.3,3.67,263.4,348.58,-97.076,0.244,0.323,-4,2.4,2.14,1.15,2.14,0,52,148,140,44.39831543,-110.5309448,94.64,181.1,2,1003686,0
9102924,352.79,351.3,3.67,264.1,348.54,-97.095,0.064,0.273,-5,2.4,2.14,1.15,2.14,0,52,149,139,44.39831543,-110.5309448,94.64,181.1,2,1003736,0
9102974,352.79,351.3,3.67,264.1,348.49,-97.111,-0.092,0.203,-6,2.4,2.14,1.15,2.14,0,52,150,138,44.39831543,-110.5309448,94.64,181.1,2,1003786,0
9103024,352.79,351.3,3.67,264.1,348.45,-97.124,-0.134,0.138,-8,2.4,2.14,1.15,2.14,0,52,152,136,44.39831543,-110.5309448,94.64,181.1,2,1003836,0
9103074,352.79,346.3,3.67,264.1,348.42,-97.136,-0.107,0.093,-9,2.4,2.14,1.15,2.14,0,52,153,135,44.39831924,-110.5309448,94.64,181.1,2,1003886,0
9103124,352.79,346.3,3.67,264.1,348.38,-97.145,-0.206,0.038,-10,2.4,2.14,1.15,2.14,0,52,154,134,44.39831924,-110.5309448,94.64,181.1,2,1003936,0
9103174,352.79,346.3,3.67,260.7,348.35,-97.153,-0.195,-0.005,-11,2.4,2.14,1.15,2.14,0,52,155,133,44.39831924,-110.5309448,94.64,181.1,2,1003986,0
9103224,352.79,346.3,3.67,260.7,348.32,-97.159,-0.332,-0.065,-12,2.4,2.14,1.15,2.14,0,52,156,132,44.39831924,-110.5309448,94.64,181.1,2,1004036,0
9103274,352.79,344.2,3.67,261.8,348.3,-97.164,-0.264,-0.101,-13,2.4,2.14,1.15,2.14,0,52,157,131,44.39831924,-110.5309448,94.64,181.1,2,1004086,0
9103324,352.79,344.2,3.67,261.8,348.28,-97.167,-0.302,-0.137,-14,2.4,2.14,1.15,2.14,0,52,158,130,44.39831924,-110.5309448,94.64,181.1,2,1004136,0
9103374,352.79,344.2,3.67,259.3,348.27,-97.171,-0.233,-0.153,-14,2.4,2.14,1.15,2.14,0,52,158,130,44.39831924,-110.5309448,94.64,181.1,2,1004186,0
9103424,352.79,344.2,3.67,259.3,348.28,-97.175,-0.081,-0.137,-14,2.4,2.14,1.15,2.14,0,52,158,130,44.39831924,-110.5309448,94.64,181.1,2,1004236,0
9103474,352.79,346.3,3.67,260.7,348.31,-97.181,0.087,-0.094,-13,2.4,2.14,1.15,2.14,0,52,157,131,44.39832306,-110.5309448,94.64,181.1,2,1004286,0
9103524,352.79,346.3,3.67,260.7,348.34,-97.188,0.148,-0.048,-12,2.4,2.14,1.15,2.14,0,52,156,132,44.39832306,-110.5309448,94.64,181.1,2,1004336,0
9103574,352.79,346.3,3.67,261.7,348.38,-97.198,0.316,0.022,-10,2.4,2.14,1.15,2.14,0,52,154,134,44.39832306,-110.5309448,94.64,181.1,2,1004386,0
9103624,352.79,346.3,3.67,261.7,348.42,-97.211,0.457,0.105,-9,2.4,2.14,1.15,2.14,0,52,153,135,44.39832306,-110.5309448,94.64,181.1,2,1004436,0
9103674,352.79,348.4,3.67,261.8,348.45,-97.225,0.412,0.162,-7,2.4,2.14,1.15,2.14,0,52,151,137,44.39832306,-110.5309448,94.64,181.1,2,1004486,0
9103724,352.79,348.4,1.03,261.8,348.47,-97.24,0.469,0.22,-6,2.4,2.15,1.15,2.14,0,52,150,138,44.39832306,-110.5309448,94.64,181.1,2,1004537,0
9103774,352.79,348.4,1.03,264.3,348.47,-97.253,0.293,0.234,-6,2.4,2.15,1.15,2.14,0,52,150,138,44.39832306,-110.5309448,94.64,181.1,2,1004586,0
9103824,352.79,348.4,1.03,264.3,348.46,-97.266,0.282,0.243,-5,2.4,2.15,1.15,2.14,0,52,149,139,44.39832306,-110.5309448,94.64,181.1,2,1004636,0
9103874,352.79,348.3,1.03,264.3,348.44,-97.276,0.099,0.216,-6,2.4,2.15,1.15,2.14,0,52,150,138,44.39832687,-110.5309448,94.64,181.1,2,1004686,0
9103924,352.79,348.3,1.03,264.3,348.4,-97.284,0,0.175,-7,2.4,2.15,1.15,2.14,0,52,151,137,44.39832687,-110.5309448,94.64,181.1,2,1004736,0
9103974,352.79,348.3,1.03,265.4,348.37,-97.288,-0.05,0.133,-8,2.4,2.15,1.15,2.14,0,52,152,136,44.39832687,-110.5309448,94.64,181.1,2,1004786,0
9104024,352.79,348.3,1.03,265.4,348.33,-97.288,-0.199,0.071,-9,2.4,2.15,1.15,2.14,0,52,153,135,44.39832687,-110.5309448,94.64,181.1,2,1004836,0
9104074,352.79,349.9,1.03,268.8,348.3,-97.285,-0.161,0.026,-10,2.4,2.15,1.15,2.14,0,52,154,134,44.39832687,-110.5309448,94.64,181.1,2,1004886,0
9104124,352.79,349.9,1.03,268.8,348.28,-97.281,-0.245,-0.025,-11,2.4,2.15,1.15,2.14,0,52,155,133,44.39832687,-110.5309448,94.64,181.1,2,1004936,0
9104174,352.79,349.9,1.03,268.8,348.26,-97.273,-0.218,-0.062,-12,2.4,2.15,1.15,2.14,0,52,156,132,44.39832687,-110.5309448,94.64,181.1,2,1004986,0
9104224,352.79,349.9,1.03,268.8,348.25,-97.261,-0.184,-0.086,-13,2.4,2.15,1.15,2.14,0,52,157,131,44.39832687,-110.5309448,94.64,181.1,2,1005036,0
9104274,352.79,347.7,1.03,267.7,348.15,-97.24,-1.088,-0.274,-17,2.4,2.15,1.15,2.15,0,52,161,127,44.39832687,-110.5309448,94.64,181.1,2,1005087,0
9104324,352.79,347.7,1.03,267.7,348.19,-97.218,0.019,-0.219,-16,2.4,2.15,1.15,2.15,0,52,160,128,44.39832687,-110.5309448,94.64,181.1,2,1005136,0
9104374,352.79,347.7,1.03,267.7,348.24,-97.196,0.137,-0.152,-14,2.4,2.15,1.15,2.15,0,52,158,130,44.39832687,-110.5309448,94.64,181.1,2,1005186,0
9104424,352.79,347.7,1.03,267.7,348.29,-97.174,0.236,-0.078,-13,2.4,2.15,1.15,2.15,0,52,157,131,44.39832687,-110.5309448,94.64,181.1,2,1005236,0
9104474,352.79,348.4,1.03,264.2,348.34,-97.153,0.404,0.012,-11,2.4,2.15,1.15,2.15,0,52,155,133,44.39832687,-110.5309448,94.64,181.1,2,1005286,0
9104524,352.79,348.4,1.03,264.2,348.39,-97.134,0.48,0.1,-9,2.4,2.15,1.15,2.15,0,52,153,135,44.39832687,-110.5309448,94.64,181.1,2,1005336,0
9104574,352.79,348.4,1.03,263,348.45,-97.118,0.717,0.216,-6,2.4,2.15,1.15,2.15,0,52,150,138,44.39832687,-110.5309448,94.64,181.1,2,1005386,0
9104624,352.79,348.4,1.03,263,348.49,-97.105,0.694,0.306,-4,2.4,2.15,1.15,2.15,0,52,148,140,44.39832687,-110.5309448,94.64,181.1,2,1005436,0
9104674,352.79,352.3,1.03,259.7,348.52,-97.096,0.751,0.388,-2,2.4,2.15,1.15,2.15,0,52,146,142,44.39833069,-110.5309448,94.64,181.1,2,1005486,0
9104724,352.79,352.3,3.03,259.7,348.54,-97.09,0.69,0.443,-1,2.4,2.15,1.15,2.15,0,52,145,143,44.39833069,-110.5309448,94.64,181.1,2,1005536,0
9104774,352.79,352.3,3.03,259.7,348.52,-97.086,0.465,0.445,0,2.4,2.15,1.15,2.15,0,52,144,144,44.39833069,-110.5309448,94.64,181.1,2,1005586,0
9104824,352.79,352.3,3.03,259.7,348.5,-97.083,0.438,0.442,0,2.4,2.15,1.15,2.15,0,52,144,144,44.39833069,-110.5309448,94.64,181.1,2,1005636,0
9104874,352.79,347.5,3.03,259.7,348.46,-97.081,0.27,0.41,-1,2.4,2.15,1.15,2.15,0,52,145,143,44.39833069,-110.5309448,94.64,181.1,2,1005686,0
9104924,352.79,347.5,3.03,259.7,348.4,-97.076,0.076,0.348,-2,2.4,2.15,1.15,2.15,0,52,146,142,44.39833069,-110.5309448,94.64,181.1,2,1005736,0
9104974,352.79,347.5,3.03,259.7,348.35,-97.07,0.057,0.294,-4,2.4,2.15,1.15,2.15,0,52,148,140,44.39833069,-110.5309448,94.64,181.1,2,1005786,0
9105024,352.79,347.5,3.03,259.7,348.4,-97.066,0.846,0.398,-1,2.4,2.15,1.15,2.15,0,52,145,143,44.39833069,-110.5309448,94.64,181.1,2,1005836,0
9105074,352.79,348.5,3.03,261.8,348.32,-97.057,-0.142,0.296,-3,2.4,2.15,1.15,2.15,0,52,147,141,44.3983345,-110.5309448,94.64,181.1,2,1005886,0
9105124,352.79,348.5,3.03,261.8,348.24,-97.043,-0.298,0.185,-6,2.4,2.15,1.15,2.15,0,52,150,138,44.3983345,-110.5309448,94.64,181.1,2,1005936,0
9105174,352.79,348.5,3.03,264.1,348.17,-97.023,-0.397,0.075,-8,2.4,2.15,1.15,2.15,0,52,152,136,44.3983345,-110.5309448,94.64,181.1,2,1005986,0
9105224,352.79,348.5,3.03,264.1,348.12,-96.997,-0.397,-0.014,-10,2.4,2.15,1.15,2.15,0,52,154,134,44.3983345,-110.5309448,94.64,181.1,2,1006036,0
9105274,352.79,350,3.03,264.1,348.09,-96.966,-0.37,-0.082,-12,2.4,2.15,1.15,2.15,0,52,156,132,44.3983345,-110.5309448,94.64,181.1,2,1006086,0
9105324,352.79,350,3.03,264.1,348.07,-96.931,-0.306,-0.125,-13,2.4,2.15,1.15,2.15,0,52,157,131,44.3983345,-110.5309448,94.64,181.1,2,1006136,0
9105374,352.79,350,3.03,266.4,348.07,-96.892,-0.218,-0.143,-13,2.4,2.15,1.15,2.15,0,52,157,131,44.3983345,-110.5309448,94.64,181.1,2,1006186,0
9105424,352.79,350,3.03,266.4,347.98,-96.846,-1.08,-0.32,-17,2.4,2.15,1.15,2.15,0,52,161,127,44.3983345,-110.5309448,94.64,181.1,2,1006236,0
9105474,352.79,346.9,3.03,265.4,348.03,-96.8,0.049,-0.25,-16,2.4,2.15,1.15,2.15,0,52,160,128,44.39833832,-110.5309448,94.64,181.1,2,1006286,0
9105524,352.79,346.9,3.03,265.4,348.09,-96.755,0.24,-0.158,-14,2.4,2.15,1.15,2.15,0,52,158,130,44.39833832,-110.5309448,94.64,181.1,2,1006336,0
9105574,352.79,346.9,3.03,266.4,348.16,-96.712,0.396,-0.053,-11,2.4,2.15,1.15,2.15,0,52,155,133,44.39833832,-110.5309448,94.64,181.1,2,1006386,0
9105624,352.79,346.9,3.03,266.4,348.22,-96.672,0.492,0.05,-9,2.4,2.15,1.15,2.15,0,52,153,135,44.39833832,-110.5309448,94.64,181.1,2,1006436,0
9105674,352.79,345.8,3.03,264.1,348.27,-96.635,0.583,0.151,-7,2.4,2.15,1.15,2.15,0,52,151,137,44.39833832,-110.5309448,94.64,181.1,2,1006486,0
9105724,352.79,345.8,2.81,264.1,348.32,-96.602,0.732,0.262,-4,2.4,2.2,1.15,2.15,0,52,148,140,44.39833832,-110.5309448,94.64,181.1,2,1006537,0
9105774,352.79,345.8,2.81,261.8,348.35,-96.571,0.713,0.348,-2,2.4,2.2,1.15,2.15,0,52,146,142,44.39833832,-110.5309448,94.64,181.1,2,1006586,0
9105824,352.79,345.8,2.81,261.8,348.37,-96.544,0.732,0.421,0,2.4,2.2,1.15,2.15,0,52,144,144,44.39833832,-110.5309448,94.64,181.1,2,1006636,0
9105874,352.79,344.1,2.81,261.8,348.38,-96.517,0.698,0.475,0,2.4,2.2,1.15,2.16,0,52,144,144,44.39834213,-110.5309448,94.64,181.1,2,1006686,0
9105924,352.79,344.1,2.81,261.8,348.37,-96.492,0.64,0.508,1,2.4,2.2,1.15,2.16,0,52,143,145,44.39834213,-110.5309448,94.64,181.1,2,1006736,0
9105974,352.79,344.1,2.81,261.8,348.33,-96.467,0.454,0.5,1,2.4,2.2,1.15,2.16,0,52,143,145,44.39834213,-110.5309448,94.64,181.1,2,1006786,0
9106024,352.79,344.1,2.81,259.5,348.29,-96.441,0.331,0.47,0,2.4,2.2,1.15,2.16,0,52,144,144,44.39834213,-110.5309448,94.64,181.1,2,1006836,0
9106074,352.79,346.6,2.81,259.5,348.23,-96.411,0.171,0.415,0,2.4,2.2,1.15,2.16,0,52,144,144,44.39834213,-110.5309448,94.64,181.1,2,1006886,0
9106124,352.79,346.6,2.81,255.1,348.17,-96.379,0.061,0.349,-1,2.4,2.2,1.15,2.16,0,52,145,143,44.39834213,-110.5309448,94.64,181.1,2,1006936,0
9106174,352.79,346.6,2.81,255.1,348.12,-96.343,-0.027,0.279,-3,2.4,2.2,1.15,2.17,0,52,147,141,44.39834213,-110.5309448,94.64,181.1,2,1006986,0
9106224,352.79,346.6,2.81,259.1,348.06,-96.304,-0.119,0.205,-4,2.4,2.2,1.15,2.17,0,52,148,140,44.39834213,-110.5309448,94.64,181.1,2,1007036,0
9106274,352.79,343.8,2.81,259.1,348,-96.26,-0.218,0.128,-6,2.4,2.2,1.15,2.17,0,52,150,138,44.39834595,-110.5309448,94.64,181.1,2,1007086,0
9106324,352.79,343.8,2.81,255.4,347.96,-96.213,-0.241,0.06,-8,2.4,2.2,1.15,2.17,0,52,152,136,44.39834595,-110.5309448,94.64,181.1,2,1007136,0
9106374,352.79,343.8,2.81,255.4,347.93,-96.163,-0.176,0.018,-8,2.4,2.2,1.15,2.17,0,52,152,136,44.39834595,-110.5309448,94.64,181.1,2,1007186,0
9106424,352.79,343.8,2.81,255.4,347.9,-96.11,-0.195,-0.02,-9,2.4,2.2,1.15,2.17,0,52,153,135,44.39834595,-110.5309448,94.64,181.1,2,1007236,0
9106474,352.79,345.4,2.81,255.4,347.79,-96.051,-1.061,-0.214,-14,2.4,2.2,1.15,2.17,0,52,158,130,44.39834595,-110.5309448,94.64,181.1,2,1007286,0
9106524,352.79,345.4,2.81,259.3,347.83,-95.991,0.053,-0.163,-13,2.4,2.2,1.15,2.17,0,52,157,131,44.39834595,-110.5309448,94.64,181.1,2,1007336,0
9106574,352.79,345.4,2.81,259.3,347.87,-95.932,0.206,-0.093,-11,2.4,2.2,1.15,2.18,0,52,155,133,44.39834595,-110.5309448,94.64,181.1,2,1007386,0
9106624,352.79,345.4,2.81,259.3,347.92,-95.874,0.301,-0.017,-9,2.4,2.2,1.15,2.18,0,52,153,135,44.39834595,-110.5309448,94.64,181.1,2,1007436,0
9106674,352.79,344,2.81,259.3,347.96,-95.817,0.446,0.071,-7,2.4,2.2,1.15,2.18,0,52,151,137,44.39834976,-110.5309448,94.64,181.1,2,1007486,0
9106724,352.79,344,1.98,260.5,348,-95.762,0.457,0.146,-5,2.4,2.19,1.15,2.18,0,52,149,139,44.39834976,-110.5309448,94.64,181.1,2,1007537,0
9106774,352.79,344,1.98,260.5,348.02,-95.707,0.488,0.212,-4,2.4,2.19,1.15,2.18,0,52,148,140,44.39834976,-110.5309448,94.64,181.1,2,1007586,0
9106824,352.79,344,1.98,260.5,348.05,-95.649,0.568,0.281,-2,2.4,2.19,1.15,2.18,0,52,146,142,44.39834976,-110.5309448,94.64,181.1,2,1007636,0
9106874,352.79,344.5,1.98,260.5,348.04,-95.59,0.354,0.296,-2,2.4,2.19,1.15,2.18,0,52,146,142,44.39834976,-110.5309448,94.64,181.1,2,1007686,0
9106924,352.79,344.5,1.98,260.5,348.01,-95.532,0.16,0.272,-2,2.4,2.19,1.15,2.18,0,52,146,142,44.39834976,-110.5309448,94.64,181.1,2,1007736,0
9106974,352.79,344.5,1.98,260.5,347.97,-95.473,0.068,0.236,-3,2.4,2.19,1.15,2.18,0,52,147,141,44.39834976,-110.5309448,94.64,181.1,2,1007786,0
9107024,352.79,344.5,1.98,261,347.93,-95.414,-0.016,0.19,-4,2.4,2.19,1.15,2.18,0,52,148,140,44.39834976,-110.5309448,94.64,181.1,2,1007836,0
9107074,352.79,350.9,1.98,261,347.88,-95.354,-0.214,0.113,-6,2.4,2.19,1.15,2.18,0,52,150,138,44.39835358,-110.5309448,94.64,181.1,2,1007886,0
9107124,352.79,350.9,1.98,260.7,347.84,-95.292,-0.294,0.035,-7,2.4,2.19,1.15,2.18,0,52,151,137,44.39835358,-110.5309448,94.64,181.1,2,1007936,0
9107174,352.79,350.9,1.98,260.7,347.8,-95.231,-0.351,-0.039,-9,2.4,2.19,1.15,2.18,0,52,153,135,44.39835358,-110.5309448,94.64,181.1,2,1007986,0
9107224,352.79,350.9,1.98,259.7,347.76,-95.168,-0.466,-0.121,-11,2.4,2.19,1.15,2.18,0,52,155,133,44.39835358,-110.5309448,94.64,181.1,2,1008036,0
9107274,352.79,345.4,1.98,259.7,347.73,-95.106,-0.42,-0.176,-12,2.4,2.19,1.15,2.18,0,52,156,132,44.39835358,-110.5309448,94.64,181.1,2,1008086,0
9107324,352.79,345.4,1.98,259.3,347.72,-95.044,-0.329,-0.204,-13,2.4,2.19,1.15,2.18,0,52,157,131,44.39835358,-110.5309448,94.64,181.1,2,1008136,0
9107374,352.79,345.4,1.98,259.3,347.73,-94.982,-0.172,-0.197,-13,2.4,2.19,1.15,2.18,0,52,157,131,44.39835358,-110.5309448,94.64,181.1,2,1008186,0
9107424,352.79,345.4,1.98,259.7,347.75,-94.922,-0.077,-0.173,-12,2.4,2.19,1.15,2.18,0,52,156,132,44.39835358,-110.5309448,94.64,181.1,2,1008236,0
9107474,352.79,347.8,1.98,259.7,347.78,-94.862,0.019,-0.137,-11,2.4,2.19,1.15,2.18,0,52,155,133,44.39835358,-110.5309448,94.64,181.1,2,1008286,0
