Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting,,,,,,,,,,
4146772,15.09,15.4,25.89,328.2,16.55,27.77,-0.069,0.02,2,2.2,2.05,2.3,2.06,0,48,138,142,44.39751816,-110.5325317,9.1,41.77,0,4146522,0,,,,,,,,,,
4146822,15.09,15.9,25.89,329,16.55,27.648,-0.039,0.01,2,2.24147714,15.09,15.2,24.94,325.2,16.41,25.579,-0.054,0.202,7,2.2,2.05,2.3,2.05,0,48,133,147,44.39752197,-110.5325241,9.1,41.77,0,4147464,0
4147764,15.09,15.2,24.94,325.2,16.38,25.463,-0.027,0.159,6,2.2,2.05,2.3,2.05,0,48,134,146,44.39752579,-110.5325241,9.1,41.77,0,4147514,0,,,,,,,,,,
4148357,15.09,19.7,24.19,327,16.29,24.339,0.19,0.014,2,2.2,2.05,2.3,2.05,0,48,138,142,44.3975296,-110.5325241,9.1,41.77,0,4148107,0,,,,,,,,,,
4148407,15.09,13.6,24.19,329.3,16.31,24.228,0.171,0.045,3,2.2,2.05,2.3,2.05,0,48,137,143,44.3975296,-110.5325241,9.1,41.77,0,4148157,0,,,,,,,,,,
4148457,15.09,13.6,24.19,329.3,16.34,24.117,0.396,0.112,5,2.2,2.05,2.3,2.05,0,48,135,145,44.3975296,-110.5325241,9.1,41.77,0,4148207,0,,,,,,,,,,
4148507,15.09,13.6,24.19,326.3,16.37,24.005,0.48,0.183,6,2.2,2.05,2.3,2.05,0,48,134,146,44.3975296,-110.5325241,9.1,41.77,0,4148257,0,,,,,,,,,,
4148557,15.09,13.6,26.66,326.3,16.4,23.892,0.595,0.261,8,2.2,2.06,2.3,2.05,0,48,132,148,44.3975296,-110.5325241,9.1,41.77,0,4148307,0,,,,,,,,,,
4148607,15.09,14.1,26.66,326.7,16.42,23.778,0.595,0.325,9,2.2,2.06,2.3,2.05,0,48,131,149,44.3975296,-110.5325241,9.1,41.77,0,4148357,0,,,,,,,,,,
4148657,15.09,14.1,26.66,326.7,16.44,23.664,0.686,0.394,11,2.2,2.06,2.3,2.05,0,48,129,151,44.3975296,-110.5325241,9.1,41.77,0,4148407,0,,,,,,,,,,
4148707,15.09,14.1,26.66,325.2,16.45,23.549,0.686,0.45,12,2.2,2.06,2.3,2.05,0,48,128,152,44.3975296,-110.5325241,9.1,41.77,0,4148457,0,,,,,,,,,,
4148757,15.09,14.1,26.66,325.2,16.45,23.435,0.64,0.487,13,2.2,2.06,2.3,2.05,0,48,127,153,44.39753342,-110.5325165,9.1,41.77,0,4148507,0,,,,,,,,,,
4148807,15.09,17.1,23.29,324.2,16.43,23.322,0.526,0.494,13,2.2,2.08,2.3,2.05,0,48,127,153,44.39753342,-110.5325165,9.1,41.77,0,4148557,0,,,,,,,,,,
4148857,15.09,17.1,23.29,324.2,16.4,23.209,0.488,0.493,14,2.2,2.08,2.3,2.05,0,48,126,154,44.39753342,-110.5325165,9.1,41.77,0,4148607,0,,,,,,,,,,
4148907,15.09,17.1,23.29,324.2,16.35,23.1,0.27,0.45,13,2.2,2.08,2.3,2.06,0,48,127,153,44.39753342,-110.5325165,9.1,41.77,0,4148657,0,,,,,,,,,,
4148957,15.09,17.1,27.44,324.2,16.3,22.992,0.125,0.389,11,2.2,2.12,2.3,2.06,0,48,129,151,44.39753342,-110.5325165,9.1,41.77,0,4148707,0,,,,,,,,,,
4149007,15.09,9.3,27.44,324.2,16.23,22.887,-0.016,0.316,10,2.2,2.12,2.3,2.06,0,48,130,150,44.39753342,-110.5325165,9.1,41.77,0,4148757,0,,,,,,,,,,
4149057,15.09,9.3,27.44,324.7,16.26,22.779,0.812,0.413,12,2.2,2.12,2.3,2.06,0,48,128,152,44.39753342,-110.5325165,9.1,41.77,0,4148807,0,,,,,,,,,,
4149107,15.09,9.3,27.44,324.7,16.17,22.675,-0.218,0.298,9,2.2,2.12,2.3,2.06,0,48,131,149,44.39753342,-110.5325165,9.1,41.77,0,4148857,0,,,,,,,,,,
4149157,15.09,9.3,26,324.7,16.09,22.574,-0.344,0.18,7,2.2,2.12,2.3,2.07,0,48,133,147,44.39753342,-110.5325165,9.1,41.77,0,4148907,0,,,,,,,,,,
4149207,15.09,15.2,26,324.7,16.02,22.475,-0.386,0.074,4,2.2,2.12,2.3,2.07,0,48,136,144,44.39753342,-110.5325165,9.1,41.77,0,4148957,0,,,,,,,,,,
4149257,15.09,15.2,26,326,15.96,22.378,-0.454,-0.025,2,2.2,2.12,2.3,2.07,0,48,138,142,44.39753342,-110.5325165,9.1,41.77,0,4149007,0,,,,,,,,,,
4149307,15.09,15.2,26,326,15.92,22.281,-0.401,-0.095,0,2.2,2.12,2.3,2.07,0,48,140,140,44.39753342,-110.5325165,9.1,41.77,0,4149057,0,,,,,,,,,,
4149357,15.09,15.2,30.34,327.3,15.88,22.186,-0.489,-0.169,0,2.2,2.13,2.3,2.08,0,48,140,140,44.39753723,-110.5325165,9.1,41.77,0,4149107,0,,,,,,,,,,
4149407,15.09,14.3,30.34,327.3,15.87,22.091,-0.401,-0.211,-1,2.2,2.13,2.3,2.08,0,48,141,139,44.39753723,-110.5325165,9.1,41.77,0,4149157,0,,,,,,,,,,
4149457,15.09,14.3,30.34,326.8,15.87,21.995,-0.309,-0.229,-2,2.2,2.13,2.3,2.08,0,48,142,138,44.39753723,-110.5325165,9.1,41.77,0,4149207,0,,,,,,,,,,
4149507,15.09,14.3,30.34,326.8,15.87,21.9,-0.275,-0.237,-2,2.2,2.13,2.3,2.08,0,48,142,138,44.39753723,-110.5325165,9.1,41.77,0,4149257,0,,,,,,,,,,
4149557,15.09,14.3,27.01,326.8,15.89,21.803,-0.149,-0.22,-2,2.2,2.11,2.3,2.08,0,48,142,138,44.39753723,-110.5325165,9.1,41.77,0,4149307,0,,,,,,,,,,
4149607,15.09,18.4,27.01,326.8,15.93,21.705,0.057,-0.169,-1,2.2,2.11,2.3,2.09,0,48,141,139,44.39753723,-110.5325165,9.1,41.77,0,4149357,0,,,,,,,,,,
4149657,15.09,18.4,27.01,328.3,15.99,21.604,0.221,-0.097,0,2.2,2.11,2.3,2.09,0,48,140,140,44.39753723,-110.5325165,9.1,41.77,0,4149407,0,,,,,,,,,,
4149707,15.09,18.4,27.01,328.3,16.04,21.502,0.366,-0.011,2,2.2,2.11,2.3,2.09,0,48,138,142,44.39753723,-110.5325165,9.1,41.77,0,4149457,0,,,,,,,,,,
4149757,15.09,18.4,27.01,328,16.1,21.398,0.518,0.087,4,2.2,2.11,2.3,2.09,0,48,136,144,44.39754105,-110.5325165,9.1,41.77,0,4149507,0,,,,,,,,,,
4149807,15.09,16.7,20.86,328,16.15,21.293,0.606,0.184,6,2.2,2.12,2.3,2.09,0,48,134,146,44.39754105,-110.5325165,9.1,41.77,0,4149557,0,,,,,,,,,,
4149857,15.09,16.7,20.86,327,16.18,21.186,0.614,0.265,8,2.2,2.12,2.3,2.09,0,48,132,148,44.39754105,-110.5325165,9.1,41.77,0,4149607,0,,,,,,,,,,
4149907,15.09,16.7,20.86,327,16.21,21.08,0.659,0.339,10,2.2,2.12,2.3,2.09,0,48,130,150,44.39754105,-110.5325165,9.1,41.77,0,4149657,0,,,,,,,,,,
4149957,15.09,16.7,26.65,327,16.22,20.973,0.579,0.384,11,2.2,2.13,2.3,2.09,0,48,129,151,44.39754105,-110.5325165,9.1,41.77,0,4149707,0,,,,,,,,,,
4150007,15.09,18.4,26.65,327,16.21,20.868,0.488,0.402,11,2.2,2.13,2.3,2.09,0,48,129,151,44.39754105,-110.5325165,9.1,41.77,0,4149757,0,,,,,,,,,,
4150057,15.09,18.4,26.65,325.8,16.2,20.763,0.431,0.407,11,2.2,2.13,2.3,2.1,0,48,129,151,44.39754105,-110.5325165,9.1,41.77,0,4149807,0,,,,,,,,,,
4150107,15.09,18.4,26.65,325.8,16.18,20.659,0.408,0.406,11,2.2,2.13,2.3,2.1,0,48,129,151,44.39754105,-110.5325165,9.1,41.77,0,4149857,0,,,,,,,,,,
4150157,15.09,18.4,30.39,324.7,16.14,20.557,0.278,0.381,11,2.2,2.13,2.3,2.1,0,48,129,151,44.39754105,-110.5325089,9.1,41.77,0,4149907,0,,,,,,,,,,
4150207,15.09,11,30.39,324.7,16.09,20.458,0.103,0.331,10,2.2,2.13,2.3,2.1,0,48,130,150,44.39754105,-110.5325089,9.1,41.77,0,4149957,0,,,,,,,,,,
4150257,15.09,11,30.39,324.7,16.05,20.359,0.087,0.288,9,2.2,2.13,2.3,2.1,0,48,131,149,44.39754105,-110.5325089,9.1,41.77,0,4150007,0,,,,,,,,,,
4150307,15.09,11,30.39,324.7,15.99,20.264,-0.115,0.214,7,2.2,2.13,2.3,2.1,0,48,133,147,44.39754105,-110.5325089,9.1,41.77,0,4150057,0,,,,,,,,,,
4150357,15.09,11,26.49,324.7,15.94,20.17,-0.161,0.146,6,2.2,2.15,2.3,2.1,0,48,134,146,44.39754486,-110.5325089,9.1,41.77,0,4150107,0,,,,,,,,,,
4150407,15.09,13.1,26.49,324.7,15.88,20.078,-0.267,0.07,4,2.2,2.15,2.3,2.11,0,48,136,144,44.39754486,-110.5325089,9.1,41.77,0,4150157,0,,,,,,,,,,
4150457,15.09,13.1,26.49,324.7,15.85,19.986,-0.252,0.011,3,2.2,2.15,2.3,2.11,0,48,137,143,44.39754486,-110.5325089,9.1,41.77,0,4150207,0,,,,,,,,,,
4150507,15.09,13.1,26.49,324.7,15.82,19.895,-0.248,-0.037,2,2.2,2.15,2.3,2.11,0,48,138,142,44.39754486,-110.5325089,9.1,41.77,0,4150257,0,,,,,,,,,,
4150557,15.09,13.1,28.34,326.3,15.8,19.804,-0.222,-0.07,1,2.2,2.14,2.3,2.11,0,48,139,141,44.39754486,-110.5325089,9.1,41.77,0,4150307,0,,,,,,,,,,
4150607,15.09,15.6,28.34,326.3,15.8,19.711,-0.096,-0.075,1,2.2,2.14,2.3,2.11,0,48,139,141,44.39754486,-110.5325089,9.1,41.77,0,4150357,0,,,,,,,,,,
4150657,15.09,15.6,28.34,325.5,15.8,19.615,-0.081,-0.076,1,2.2,2.14,2.3,2.11,0,48,139,141,44.39754486,-110.5325089,9.1,41.77,0,4150407,0,,,,,,,,,,
4150707,15.09,15.6,28.34,325.5,15.81,19.517,-0.004,-0.062,1,2.2,2.14,2.3,2.12,0,48,139,141,44.39754486,-110.5325089,9.1,41.77,0,4150457,0,,,,,,,,,,
4150757,15.09,15.6,28.34,325.5,15.83,19.416,0.072,-0.037,1,2.2,2.14,2.3,2.12,0,48,139,141,44.39754486,-110.5325089,9.1,41.77,0,4150507,0,,,,,,,,,,
4150807,15.09,15.2,24.04,325.5,15.85,19.313,0.171,0.002,2,2.2,2.12,2.3,2.12,0,48,138,142,44.39754486,-110.5325089,9.1,41.77,0,4150557,0,,,,,,,,,,
4150857,15.09,15.2,24.04,325.5,15.86,19.209,0.076,0.017,3,2.2,2.12,2.3,2.12,0,48,137,143,44.39754486,-110.5325089,9.1,41.77,0,4150607,0,,,,,,,,,,
4150907,15.09,15.2,24.04,325.5,15.85,19.103,-0.061,0.002,2,2.2,2.12,2.3,2.12,0,48,138,142,44.39754486,-110.5325089,9.1,41.77,0,4150657,0,,,,,,,,,,
4150957,15.09,15.2,29.15,327.8,15.85,18.999,-0.023,-0.002,2,2.2,2.09,2.3,2.12,0,48,138,142,44.39754868,-110.5325089,9.1,41.77,0,4150707,0,,,,,,,,,,
4151007,15.09,17.4,29.15,327.8,15.85,18.895,-0.02,-0.006,2,2.2,2.09,2.3,2.12,0,48,138,142,44.39754868,-110.5325089,9.1,41.77,0,4150757,0,,,,,,,,,,
4151057,15.09,17.4,29.15,327.8,15.85,18.792,0.007,-0.004,2,2.2,2.09,2.3,2.11,0,48,138,142,44.39754868,-110.5325089,9.1,41.77,0,4150807,0,,,,,,,,,,
4151107,15.09,17.4,29.15,327.8,15.85,18.692,-0.02,-0.008,2,2.2,2.09,2.3,2.11,0,48,138,142,44.39754868,-110.5325089,9.1,41.77,0,4150857,0,,,,,,,,,,
4151157,15.09,17.4,26.57,326.5,15.85,18.593,0.015,-0.004,2,2.2,2.11,2.3,2.11,0,48,138,142,44.39754868,-110.5325012,9.1,41.77,0,4150907,0,,,,,,,,,,
4151207,15.09,16.7,26.57,326.5,15.85,18.496,-0.023,-0.008,2,2.2,2.11,2.3,2.11,0,48,138,142,44.39754868,-110.5325012,9.1,41.77,0,4150957,0,,,,,,,,,,
4151257,15.09,16.7,26.57,326.7,15.87,18.4,0.152,0.021,2,2.2,2.11,2.3,2.11,0,48,138,142,44.39754868,-110.5325012,9.1,41.77,0,4151007,0,,,,,,,,,,
4151307,15.09,16.7,26.57,326.7,15.88,18.305,0.099,0.035,3,2.2,2.11,2.3,2.11,0,48,137,143,44.39754868,-110.5325012,9.1,41.77,0,4151057,0,,,,,,,,,,
4151357,15.09,16.7,25.88,327.3,15.9,18.212,0.232,0.072,4,2.2,2.11,2.3,2.11,0,48,136,144,44.39755249,-110.5325012,9.1,41.77,0,4151107,0,,,,,,,,,,
4151407,15.09,14.4,25.88,327.3,15.91,18.119,0.225,0.101,4,2.2,2.11,2.3,2.11,0,48,136,144,44.39755249,-110.5325012,9.1,41.77,0,4151157,0,,,,,,,,,,
4151457,15.09,14.4,25.88,324.7,15.92,18.027,0.305,0.14,5,2.2,2.11,2.3,2.11,0,48,135,145,44.39755249,-110.5325012,9.1,41.77,0,4151207,0,,,,,,,,,,
4151507,15.09,14.4,25.88,324.7,15.93,17.935,0.343,0.179,6,2.2,2.11,2.3,2.11,0,48,134,146,44.39755249,-110.5325012,9.1,41.77,0,4151257,0,,,,,,,,,,
4151557,15.09,14.4,27.74,325.5,15.94,17.842,0.343,0.211,7,2.2,2.14,2.3,2.11,0,48,133,147,44.39755249,-110.5325012,9.1,41.77,0,4151307,0,,,,,,,,,,
4151607,15.09,14.6,27.74,325.5,15.95,17.748,0.351,0.238,7,2.2,2.14,2.3,2.11,0,48,133,147,44.39755249,-110.5325012,9.1,41.77,0,4151357,0,,,,,,,,,,
4151657,15.09,14.6,27.74,322.5,15.94,17.653,0.293,0.249,8,2.2,2.14,2.3,2.11,0,48,132,148,44.39755249,-110.5325012,9.1,41.77,0,4151407,0,,,,,,,,,,
4151707,15.09,14.6,27.74,322.5,15.93,17.553,0.251,0.25,8,2.2,2.14,2.3,2.11,0,48,132,148,44.39755249,-110.5325012,9.1,41.77,0,4151457,0,,,,,,,,,,
4151757,15.09,14.6,27.74,322.5,15.91,17.454,0.198,0.241,7,2.2,2.14,2.3,2.12,0,48,133,147,44.3975563,-110.5325012,9.1,41.77,0,4151507,0,,,,,,,,,,
4151807,15.09,10.7,28.41,322.5,15.87,17.356,0.076,0.212,7,2.2,2.13,2.3,2.12,0,48,133,147,44.3975563,-110.5325012,9.1,41.77,0,4151557,0,,,,,,,,,,
4151857,15.09,10.7,28.41,322.5,15.84,17.26,0.003,0.175,6,2.2,2.13,2.3,2.12,0,48,134,146,44.3975563,-110.5325012,9.1,41.77,0,4151607,0,,,,,,,,,,
4151907,15.09,10.7,28.41,322.5,15.8,17.167,-0.092,0.128,5,2.2,2.13,2.3,2.12,0,48,135,145,44.3975563,-110.5325012,9.1,41.77,0,4151657,0,,,,,,,,,,
4151957,15.09,10.7,27.74,322.5,15.76,17.075,-0.111,0.085,4,2.2,2.13,2.3,2.12,0,48,136,144,44.3975563,-110.5325012,9.1,41.77,0,4151707,0,,,,,,,,,,
4152007,15.09,13.8,27.74,322.5,15.73,16.986,-0.226,0.028,3,2.2,2.13,2.3,2.12,0,48,137,143,44.3975563,-110.5325012,9.1,41.77,0,4151757,0,,,,,,,,,,
4152057,15.09,13.8,27.74,322.5,15.69,16.901,-0.275,-0.028,1,2.2,2.13,2.3,2.12,0,48,139,141,44.3975563,-110.5325012,9.1,41.77,0,4151807,0,,,,,,,,,,
4152107,15.09,13.8,27.74,322.5,15.67,16.819,-0.222,-0.064,1,2.2,2.13,2.3,2.12,0,48,139,141,44.3975563,-110.5325012,9.1,41.77,0,4151857,0,,,,,,,,,,
4152157,15.09,13.8,27.88,325,15.67,16.739,-0.157,-0.08,0,2.2,2.12,2.3,2.12,0,48,140,140,44.3975563,-110.5325012,9.1,41.77,0,4151907,0,,,,,,,,,,
4152207,15.09,9.5,27.88,325,15.65,16.662,-0.187,-0.097,0,2.2,2.12,2.3,2.12,0,48,140,140,44.3975563,-110.5325012,9.1,41.77,0,4151957,0,,,,,,,,,,
4152257,15.09,9.5,27.88,327,15.55,16.593,-1.076,-0.278,-3,2.2,2.12,2.3,2.12,0,48,143,137,44.3975563,-110.5325012,9.1,41.77,0,4152007,0,,,,,,,,,,
4152307,15.09,9.5,27.88,327,15.6,16.525,0.038,-0.216,-2,2.2,2.12,2.3,2.12,0,48,142,138,44.3975563,-110.5325012,9.1,41.77,0,4152057,0,,,,,,,,,,
4152357,15.09,9.5,26.72,325.2,15.64,16.457,0.103,-0.153,-1,2.2,2.12,2.3,2.12,0,48,141,139,44.39756012,-110.5325012,9.1,41.77,0,4152107,0,,,,,,,,,,
4152407,15.09,14,26.72,325.2,15.68,16.39,0.16,-0.094,0,2.2,2.12,2.3,2.12,0,48,140,140,44.39756012,-110.5325012,9.1,41.77,0,4152157,0,,,,,,,,,,
4152457,15.09,14,26.72,327,15.72,16.322,0.278,-0.023,1,2.2,2.12,2.3,2.12,0,48,139,141,44.39756012,-110.5325012,9.1,41.77,0,4152207,0,,,,,,,,,,
4152507,15.09,14,26.72,327,15.76,16.253,0.37,0.052,3,2.2,2.12,2.3,2.12,0,48,137,143,44.39756012,-110.5325012,9.1,41.77,0,4152257,0,,,,,,,,,,
4152557,15.09,14,25.92,326.3,15.8,16.183,0.461,0.129,5,2.2,2.11,2.3,2.12,0,48,135,145,44.39756012,-110.5325012,9.1,41.77,0,4152307,0,,,,,,,,,,
4152607,15.09,13.1,25.92,326.3,15.83,16.11,0.53,0.206,7,2.2,2.11,2.3,2.12,0,48,133,147,44.39756012,-110.5325012,9.1,41.77,0,4152357,0,,,,,,,,,,
4152657,15.09,13.1,25.92,325.5,15.86,16.037,0.595,0.28,8,2.2,2.11,2.3,2.12,0,48,132,148,44.39756012,-110.5325012,9.1,41.77,0,4152407,0,,,,,,,,,,
4152707,15.09,13.1,25.92,325.5,15.88,15.962,0.659,0.353,10,2.2,2.11,2.3,2.12,0,48,130,150,44.39756012,-110.5325012,9.1,41.77,0,4152457,0,,,,,,,,,,
4152757,15.09,13.1,25.92,324.2,15.9,15.886,0.698,0.419,11,2.2,2.11,2.3,2.12,0,48,129,151,44.39756012,-110.5324936,9.1,41.77,0,4152507,0,,,,,,,,,,
4152807,15.09,13.8,30.49,324.2,15.9,15.809,0.633,0.46,12,2.2,2.12,2.3,2.12,0,48,128,152,44.39756012,-110.5324936,9.1,41.77,0,4152557,0,,,,,,,,,,
4152857,15.09,13.8,30.49,323.5,15.9,15.729,0.656,0.498,13,2.2,2.12,2.3,2.12,0,48,127,153,44.39756012,-110.5324936,9.1,41.77,0,4152607,0,,,,,,,,,,
4152907,15.09,13.8,30.49,323.5,15.87,15.649,0.537,0.506,14,2.2,2.12,2.3,2.12,0,48,126,154,44.39756012,-110.5324936,9.1,41.77,0,4152657,0,,,,,,,,,,
4152957,15.09,13.8,25.83,323.5,15.84,15.567,0.434,0.494,14,2.2,2.13,2.3,2.12,0,48,126,154,44.39756393,-110.5324936,9.1,41.77,0,4152707,0,,,,,,,,,,
4153007,15.09,14.5,25.83,323.5,15.79,15.487,0.248,0.448,13,2.2,2.13,2.3,2.12,0,48,127,153,44.39756393,-110.5324936,9.1,41.77,0,4152757,0,,,,,,,,,,
4153057,15.09,14.5,25.83,323.5,15.74,15.407,0.171,0.397,11,2.2,2.13,2.3,2.12,0,48,129,151,44.39756393,-110.5324936,9.1,41.77,0,4152807,0,,,,,,,,,,
4153107,15.09,14.5,25.83,324.9,15.67,15.333,-0.061,0.311,10,2.2,2.13,2.3,2.12,0,48,130,150,44.39756393,-110.5324936,9.1,41.77,0,4152857,0,,,,,,,,,,
4153157,15.09,14.5,28.58,324.9,15.6,15.26,-0.203,0.215,7,2.2,2.14,2.3,2.12,0,48,133,147,44.39756393,-110.5324936,9.1,41.77,0,4152907,0,,,,,,,,,,
4153207,15.09,13.4,28.58,322.5,15.54,15.187,-0.252,0.128,5,2.2,2.14,2.3,2.12,0,48,135,145,44.39756393,-110.5324936,9.1,41.77,0,4152957,0,,,,,,,,,,
4153257,15.09,13.4,28.58,322.5,15.47,15.116,-0.458,0.019,3,2.2,2.14,2.3,2.12,0,48,137,143,44.39756393,-110.5324936,9.1,41.77,0,4153007,0,,,,,,,,,,
4153307,15.09,13.4,28.58,322.5,15.41,15.047,-0.496,-0.077,1,2.2,2.14,2.3,2.12,0,48,139,141,44.39756393,-110.5324936,9.1,41.77,0,4153057,0,,,,,,,,,,
4153357,15.09,13.4,27.01,322.5,15.37,14.98,-0.493,-0.154,0,2.2,2.13,2.3,2.12,0,48,140,140,44.39756393,-110.5324936,9.1,41.77,0,4153107,0,,,,,,,,,,
4153407,15.09,8.9,27.01,323.6,15.34,14.915,-0.535,-0.222,-2,2.2,2.13,2.3,2.12,0,48,142,138,44.39756393,-110.5324936,9.1,41.77,0,4153157,0,,,,,,,,,,
4153457,15.09,8.9,27.01,323.6,15.32,14.851,-0.473,-0.266,-3,2.2,2.13,2.3,2.12,0,48,143,137,44.39756393,-110.5324936,9.1,41.77,0,4153207,0,,,,,,,,,,
4153507,15.09,8.9,27.01,326.3,15.32,14.789,-0.378,-0.284,-3,2.2,2.13,2.3,2.12,0,48,143,137,44.39756393,-110.5324936,9.1,41.77,0,4153257,0,,,,,,,,,,
4153557,15.09,8.9,29.34,326.3,15.34,14.726,-0.195,-0.264,-3,2.2,2.12,2.3,2.12,0,48,143,137,44.39756775,-110.5324936,9.1,41.77,0,4153307,0,,,,,,,,,,
4153607,15.09,13.6,29.34,326.8,15.37,14.663,-0.027,-0.219,-2,2.2,2.12,2.3,2.12,0,48,142,138,44.39756775,-110.5324936,9.1,41.77,0,4153357,0,,,,,,,,,,
4153657,15.09,13.6,29.34,326.8,15.42,14.599,0.171,-0.145,0,2.2,2.12,2.3,2.12,0,48,140,140,44.39756775,-110.5324936,9.1,41.77,0,4153407,0,,,,,,,,,,
4153707,15.09,13.6,29.34,327,15.49,14.533,0.404,-0.041,1,2.2,2.12,2.3,2.12,0,48,139,141,44.39756775,-110.5324936,9.1,41.77,0,4153457,0,,,,,,,,,,
4153757,15.09,13.6,29.34,327,15.56,14.465,0.656,0.091,4,2.2,2.12,2.3,2.12,0,48,136,144,44.39756775,-110.5324936,9.1,41.77,0,4153507,0,,,,,,,,,,
4153807,15.09,17.7,25.87,325.5,15.63,14.395,0.835,0.23,7,2.2,2.11,2.3,2.12,0,48,133,147,44.39756775,-110.5324936,9.1,41.77,0,4153557,0,,,,,,,,,,
4153857,15.09,17.7,25.87,325.5,15.71,14.322,1.026,0.378,11,2.2,2.11,2.3,2.12,0,48,129,151,44.39756775,-110.5324936,9.1,41.77,0,4153607,0,,,,,,,,,,
4153907,15.09,17.7,25.87,325.5,15.75,14.247,0.988,0.492,13,2.2,2.11,2.3,2.12,0,48,127,153,44.39756775,-110.5324936,9.1,41.77,0,4153657,0,,,,,,,,,,
4153957,15.09,17.7,25.89,325.5,15.78,14.169,0.968,0.58,16,2.2,2.09,2.3,2.12,0,48,124,156,44.39757156,-110.5324936,9.1,41.77,0,4153707,0,,,,,,,,,,
4154007,15.09,6.4,25.89,327.5,15.78,14.09,0.9,0.645,17,2.2,2.09,2.3,2.12,0,48,123,157,44.39757156,-110.5324936,9.1,41.77,0,4153757,0,,,,,,,,,,
4154057,15.09,6.4,25.89,327.5,15.86,14.005,1.827,0.872,22,2.2,2.09,2.3,2.12,0,48,118,162,44.39757156,-110.5324936,9.1,41.77,0,4153807,0,,,,,,,,,,
4154107,15.09,6.4,25.89,323.6,15.79,13.921,0.637,0.832,22,2.2,2.09,2.3,2.12,0,48,118,162,44.39757156,-110.5324936,9.1,41.77,0,4153857,0,,,,,,,,,,
4154157,15.09,6.4,27.98,323.6,15.7,13.838,0.431,0.761,20,2.2,2.12,2.3,2.12,0,48,120,160,44.39757156,-110.532486,9.1,41.77,0,4153907,0,,,,,,,,,,
4154207,15.09,14.4,27.98,323.1,15.61,13.761,0.312,0.677,18,2.2,2.12,2.3,2.12,0,48,122,158,44.39757156,-110.532486,9.1,41.77,0,4153957,0,,,,,,,,,,
4154257,15.09,14.4,27.98,323.1,15.51,13.684,0.049,0.56,16,2.2,2.12,2.3,2.12,0,48,124,156,44.39757156,-110.532486,9.1,41.77,0,4154007,0,,,,,,,,,,
4154307,15.09,14.4,27.98,321.9,15.42,13.608,-0.027,0.45,13,2.2,2.12,2.3,2.12,0,48,127,153,44.39757156,-110.532486,9.1,41.77,0,4154057,0,,,,,,,,,,
4154357,15.09,14.4,27.64,321.9,15.33,13.533,-0.21,0.326,11,2.2,2.12,2.3,2.12,0,48,129,151,44.39757156,-110.532486,9.1,41.77,0,4154107,0,,,,,,,,,,
4154407,15.09,14.1,27.64,322.5,15.24,13.459,-0.355,0.199,8,2.2,2.12,2.3,2.12,0,48,132,148,44.39757156,-110.532486,9.1,41.77,0,4154157,0,,,,,,,,,,
4154457,15.09,14.1,27.64,322.5,15.17,13.386,-0.359,0.095,6,2.2,2.12,2.3,2.12,0,48,134,146,44.39757156,-110.532486,9.1,41.77,0,4154207,0,,,,,,,,,,
4154507,15.09,14.1,27.64,322.5,15.13,13.314,-0.325,0.016,4,2.2,2.12,2.3,2.12,0,48,136,144,44.39757156,-110.532486,9.1,41.77,0,4154257,0,,,,,,,,,,
4154557,15.09,14.1,27.29,322.5,15.09,13.244,-0.325,-0.047,2,2.2,2.11,2.3,2.12,0,48,138,142,44.39757538,-110.532486,9.1,41.77,0,4154307,0,,,,,,,,,,
4154607,15.09,15.2,27.29,322.5,15.07,13.173,-0.275,-0.09,1,2.2,2.11,2.3,2.12,0,48,139,141,44.39757538,-110.532486,9.1,41.77,0,4154357,0,,,,,,,,,,
4154657,15.09,15.2,27.29,322.5,15.17,13.099,0.846,0.086,5,2.2,2.11,1.15,2.12,0,48,135,145,44.39757538,-110.532486,9.1,41.77,0,4154407,0,,,,,,,,,,
4154707,15.09,15.2,27.29,323.3,15.17,13.025,0.114,0.091,5,2.2,2.11,1.15,2.11,0,48,135,145,44.39757538,-110.532486,9.1,41.77,0,4154457,0,,,,,,,,,,
4154757,15.09,15.2,27.29,323.3,15.18,12.947,0.209,0.113,6,2.2,2.11,1.15,2.11,0,48,134,146,44.39757538,-110.532486,9.1,41.77,0,4154507,0,,,,,,,,,,
4154807,15.09,15.4,28.55,323.6,15.19,12.872,0.328,0.153,7,2.2,2.08,1.15,2.11,0,48,133,147,44.39757538,-110.532486,9.1,41.77,0,4154557,0,,,,,,,,,,
4154857,15.09,15.4,28.55,323.6,15.21,12.8,0.427,0.205,8,2.2,2.08,1.15,2.11,0,48,132,148,44.39757538,-110.532486,9.1,41.77,0,4154607,0,,,,,,,,,,
4154907,15.09,15.4,28.55,323.6,15.24,12.728,0.557,0.271,9,2.2,2.08,1.15,2.11,0,48,131,149,44.39757538,-110.532486,9.1,41.77,0,4154657,0,,,,,,,,,,
