Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting,,,,,,,,,,
4164707,15.09,12.2,26.04,323.1,14.12,16.323,-0.229,-0.166,4,2.2,2.08,2.3,2.09,0,48,136,144,44.39764786,-110.5324402,9.1,41.77,0,4164457,0,,,,,,,,,,
4164757,15.09,12.2,26.04,322.5,14.13,16.382,-0.13,-0.158,4,2.2,2.08,2.3,2.09,0,48,136,144,44.39764786,-110.5324402,9.1,41.77,0,4164507,0,,,,,,,,,,
4164807,15.09,13.5,26.88,322.5,14.05,16.447,-1.08,-0.331,0,2.2,2.08,2.3,2.09,0,48,140,140,44.39764786,-110.5324402,9.1,41.77,0,4164557,0,,,,,,,,,,
4164857,15.09,13.5,26.88,322.5,14.09,16.512,-0.111,-0.29,1,2.2,2.08,2.3,2.09,0,48,139,141,44.39764786,-110.5324402,9.1,41.77,0,4164607,0,,,,,,,,,,
4164907,15.09,13.5,26.88,322.5,14.12,16.576,-0.081,-0.25,2,2.2,2.08,2.3,2.09,0,48,138,142,44.39764786,-110.5324402,9.1,41.77,0,4164657,0,,,,,,,,,,
4164957,15.09,13.5,26.79,322.5,14.14,16.642,-0.142,-0.229,3,2.2,2.08,2.3,2.09,0,48,137,143,44.39765167,-110.5324402,9.1,41.77,0,4164707,0,,,,,,,,,,
4165007,15.09,11.4,26.79,322.5,14.16,16.708,-0.13,-0.209,3,2.2,2.08,2.3,2.09,0,48,137,143,44.39765167,-110.5324402,9.1,41.77,0,4164757,0,,,,,,,,,,
4165057,15.09,11.4,26.79,323.6,14.18,16.776,-0.161,-0.199,3,2.2,2.08,2.3,2.09,0,48,137,143,44.39765167,-110.5324402,9.1,41.77,0,4164807,0,,,,,,,,,,
4165107,15.09,11.4,26.79,323.6,14.19,16.844,-0.13,-0.185,4,2.2,2.08,2.3,2.09,0,48,136,144,44.39765167,-110.5324402,9.1,41.77,0,4164857,0,,,,,,,,,,
4165157,15.09,11.4,27.12,322.5,14.21,16.913,-0.13,-0.173,4,2.2,2.09,2.3,2.09,0,48,136,144,44.39765167,-110.5324402,9.1,41.77,0,4164907,0,,,,,,,,,,
4165207,15.09,13.5,27.12,322.5,14.22,16.983,-0.172,-0.173,4,2.2,2.09,2.3,2.09,0,48,136,144,44.39765167,-110.5324402,9.1,41.77,0,4164957,0,,,,,,,,,,
4165257,15.09,13.5,27.12,321.9,14.23,17.052,-0.134,-0.165,4,2.2,2.09,2.3,2.09,0,48,136,144,44.39765167,-110.5324402,9.1,41.77,0,4165007,0,,,,,,,,,,
4165307,15.09,13.5,27.12,321.9,14.24,17.12,-0.126,-0.157,4,2.2,2.09,2.3,2.09,0,48,136,144,44.39765167,-110.5324402,9.1,41.77,0,4165057,0,,,,,,,,,,
4165357,15.09,13.5,24.61,321.9,14.25,17.187,-0.134,-0.153,4,2.2,2.11,2.3,2.09,0,48,136,144,44.39765167,-110.5324402,9.1,41.77,0,4165107,0,,,,,,,,,,
4165407,15.09,12.5,24.61,321.9,14.27,17.252,-0.061,-0.135,5,2.2,2.11,2.3,2.09,0,48,135,145,44.39765167,-110.5324402,9.1,41.77,0,4165157,0,,,,,,,,,,
4165457,15.09,12.5,24.61,320.5,14.29,17.316,0.007,-0.107,5,2.2,2.11,2.3,2.09,0,48,135,145,44.39765167,-110.5324402,9.1,41.77,0,4165207,0,,,,,,,,,,
4165507,15.09,12.5,24.61,320.5,14.3,17.378,-0.027,-0.091,6,2.2,2.11,2.3,2.09,0,48,134,146,44.39765167,-110.5324402,9.1,41.77,0,4165257,0,,,,,,,,,,
4165557,15.09,12.5,27.07,322.5,14.32,17.439,0.076,-0.059,6,2.2,2.11,2.3,2.09,0,48,134,146,44.39765549,-110.5324326,9.1,41.77,0,4165307,0,,,,,,,,,,
4165607,15.09,13.4,27.07,322.5,14.33,17.499,0.072,-0.034,7,2.2,2.11,2.3,2.09,0,48,133,147,44.39765549,-110.5324326,9.1,41.77,0,4165357,0,,,,,,,,,,
4165657,15.09,13.4,27.07,323.5,14.35,17.558,0.095,-0.009,7,2.2,2.11,2.3,2.09,0,48,133,147,44.39765549,-110.5324326,9.1,41.77,0,4165407,0,,,,,,,,,,
4165707,15.09,13.4,27.07,323.5,14.36,17.618,0.053,0.003,8,2.2,2.11,2.3,2.09,0,48,132,148,44.39765549,-110.5324326,9.1,41.77,0,4165457,0,,,,,,,,,,
4165757,15.09,13.4,27.07,322.5,14.37,17.677,0.106,0.023,8,2.2,2.11,2.3,2.1,0,48,132,148,44.39765549,-110.5324326,9.1,41.77,0,4165507,0,,,,,,,,,,
4165807,15.09,14.7,24.42,322.5,14.36,17.737,-0.05,0.009,8,2.2,2.11,2.3,2.1,0,48,132,148,44.39765549,-110.5324326,9.1,41.77,0,4165557,0,,,,,,,,,,
4165857,15.09,14.7,24.42,322.5,14.33,17.799,-0.245,-0.039,7,2.2,2.11,2.3,2.1,0,48,133,147,44.39765549,-110.5324326,9.1,41.77,0,4165607,0,,,,,,,,,,
4165907,15.09,14.7,24.42,322.5,14.31,17.862,-0.275,-0.083,6,2.2,2.11,2.3,2.1,0,48,134,146,44.39765549,-110.5324326,9.1,41.77,0,4165657,0,,,,,,,,,,
4165957,15.09,14.7,23.52,322.5,14.28,17.928,-0.405,-0.144,5,2.2,2.08,2.3,2.1,0,48,135,145,44.3976593,-110.5324326,9.1,41.77,0,4165707,0,,,,,,,,,,
4166007,15.09,14.3,23.52,322.5,14.25,17.996,-0.466,-0.204,3,2.2,2.08,2.3,2.1,0,48,137,143,44.3976593,-110.5324326,9.1,41.77,0,4165757,0,,,,,,,,,,
4166057,15.09,14.3,23.52,323.3,14.23,18.066,-0.496,-0.259,2,2.2,2.08,2.3,2.09,0,48,138,142,44.3976593,-110.5324326,9.1,41.77,0,4165807,0,,,,,,,,,,
4166107,15.09,14.3,23.52,323.3,14.22,18.137,-0.519,-0.308,1,2.2,2.08,2.3,2.09,0,48,139,141,44.3976593,-110.5324326,9.1,41.77,0,4165857,0,,,,,,,,,,
4166157,15.09,14.3,25.82,323.1,14.23,18.209,-0.397,-0.325,0,2.2,2.08,2.3,2.09,0,48,140,140,44.3976593,-110.5324326,9.1,41.77,0,4165907,0,,,,,,,,,,
4166207,15.09,13.9,25.82,323.1,14.24,18.281,-0.386,-0.336,0,2.2,2.08,2.3,2.09,0,48,140,140,44.3976593,-110.5324326,9.1,41.77,0,4165957,0,,,,,,,,,,
4166257,15.09,13.9,25.82,323.9,14.26,18.351,-0.29,-0.327,0,2.2,2.08,2.3,2.09,0,48,140,140,44.3976593,-110.5324326,9.1,41.77,0,4166007,0,,,,,,,,,,
4166307,15.09,13.9,25.82,323.9,14.28,18.42,-0.252,-0.313,0,2.2,2.08,2.3,2.09,0,48,140,140,44.3976593,-110.5324326,9.1,41.77,0,4166057,0,,,,,,,,,,
4166357,15.09,13.9,24.94,323.6,14.32,18.486,-0.077,-0.269,1,2.2,2.07,2.3,2.09,0,48,139,141,44.39766312,-110.5324326,9.1,41.77,0,4166107,0,,,,,,,,,,
4166407,15.09,16.5,24.94,323.6,14.37,18.548,0.042,-0.211,3,2.2,2.07,2.3,2.09,0,48,137,143,44.39766312,-110.5324326,9.1,41.77,0,4166157,0,,,,,,,,,,
4166457,15.09,16.5,24.94,322.5,14.41,18.608,0.076,-0.158,4,2.2,2.07,2.3,2.09,0,48,136,144,44.39766312,-110.5324326,9.1,41.77,0,4166207,0,,,,,,,,,,
4166507,15.09,16.5,24.94,322.5,14.45,18.67,0.133,-0.105,5,2.2,2.07,2.3,2.09,0,48,135,145,44.39766312,-110.5324326,9.1,41.77,0,4166257,0,,,,,,,,,,
4166557,15.09,16.5,26.55,323.9,14.49,18.728,0.236,-0.042,6,2.2,2.08,2.3,2.09,0,48,134,146,44.39766312,-110.5324326,9.1,41.77,0,4166307,0,,,,,,,,,,
4166607,15.09,6.2,26.55,323.9,14.51,18.779,0.186,0.005,8,2.2,2.08,2.3,2.09,0,48,132,148,44.39766312,-110.5324326,9.1,41.77,0,4166357,0,,,,,,,,,,
4166657,15.09,6.2,26.55,322.5,14.52,18.829,0.099,0.027,8,2.2,2.08,2.3,2.09,0,48,132,148,44.39766312,-110.5324326,9.1,41.77,0,4166407,0,,,,,,,,,,
4166707,15.09,6.2,26.55,322.5,14.51,18.884,0.068,0.039,8,2.2,2.08,2.3,2.09,0,48,132,148,44.39766312,-110.5324326,9.1,41.77,0,4166457,0,,,,,,,,,,
4166757,15.09,6.2,26.55,320.4,14.5,18.939,0.019,0.039,8,2.2,2.08,2.3,2.09,0,48,132,148,44.39766312,-110.5324326,9.1,41.77,0,4166507,0,,,,,,,,,,
4166807,15.09,13.1,27.34,320.4,14.48,18.994,-0.153,0.003,8,2.2,2.07,2.3,2.09,0,48,132,148,44.39766312,-110.5324326,9.1,41.77,0,4166557,0,,,,,,,,,,
4166857,15.09,13.1,27.34,322.5,14.46,19.05,-0.149,-0.025,7,2.2,2.07,2.3,2.09,0,48,133,147,44.39766312,-110.5324326,9.1,41.77,0,4166607,0,,,,,,,,,,
4166907,15.09,13.1,27.34,322.5,14.43,19.107,-0.313,-0.078,6,2.2,2.07,2.3,2.09,0,48,134,146,44.39766312,-110.5324326,9.1,41.77,0,4166657,0,,,,,,,,,,
4166957,15.09,13.1,21.49,322.5,14.42,19.166,-0.279,-0.115,5,2.2,2.05,2.3,2.08,0,48,135,145,44.39766693,-110.5324249,9.1,41.77,0,4166707,0,,,,,,,,,,
4167007,15.09,11.7,21.49,322.5,14.4,19.226,-0.348,-0.158,4,2.2,2.05,2.3,2.08,0,48,136,144,44.39766693,-110.5324249,9.1,41.77,0,4166757,0,,,,,,,,,,
4167057,15.09,11.7,21.49,322.5,14.38,19.288,-0.378,-0.198,3,2.2,2.05,2.3,2.08,0,48,137,143,44.39766693,-110.5324249,9.1,41.77,0,4166807,0,,,,,,,,,,
4167107,15.09,11.7,21.49,322.5,14.36,19.352,-0.481,-0.25,2,2.2,2.05,2.3,2.08,0,48,138,142,44.39766693,-110.5324249,9.1,41.77,0,4166857,0,,,,,,,,,,
4167157,15.09,11.7,25.91,322.3,14.36,19.416,-0.393,-0.275,1,2.2,2.04,2.3,2.08,0,48,139,141,44.39766693,-110.5324249,9.1,41.77,0,4166907,0,,,,,,,,,,
4167207,15.09,12.1,25.91,322.3,14.36,19.481,-0.37,-0.292,1,2.2,2.04,2.3,2.08,0,48,139,141,44.39766693,-110.5324249,9.1,41.77,0,4166957,0,,,,,,,,,,
4167257,15.09,12.1,25.91,324.6,14.36,19.546,-0.424,-0.316,0,2.2,2.04,2.3,2.08,0,48,140,140,44.39766693,-110.5324249,9.1,41.77,0,4167007,0,,,,,,,,,,
4167307,15.09,12.1,25.91,324.6,14.37,19.611,-0.302,-0.312,0,2.2,2.04,2.3,2.07,0,48,140,140,44.39766693,-110.5324249,9.1,41.77,0,4167057,0,,,,,,,,,,
4167357,15.09,12.1,25.88,325.7,14.38,19.675,-0.348,-0.318,0,2.2,2,2.3,2.07,0,48,140,140,44.39767075,-110.5324249,9.1,41.77,0,4167107,0,,,,,,,,,,
4167407,15.09,16.1,25.88,325.7,14.41,19.737,-0.252,-0.306,0,2.2,2,2.3,2.07,0,48,140,140,44.39767075,-110.5324249,9.1,41.77,0,4167157,0,,,,,,,,,,
4167457,15.09,16.1,25.88,325.5,14.43,19.798,-0.275,-0.301,1,2.2,2,2.3,2.07,0,48,139,141,44.39767075,-110.5324249,9.1,41.77,0,4167207,0,,,,,,,,,,
4167507,15.09,16.1,25.88,325.5,14.46,19.857,-0.18,-0.279,1,2.2,2,2.3,2.06,0,48,139,141,44.39767075,-110.5324249,9.1,41.77,0,4167257,0,,,,,,,,,,
4167557,15.09,16.1,25.26,325.2,14.49,19.913,-0.046,-0.236,2,2.2,1.99,2.3,2.06,0,48,138,142,44.39767075,-110.5324249,9.1,41.77,0,4167307,0,,,,,,,,,,
4167607,15.09,14.2,25.26,325.2,14.52,19.971,-0.088,-0.208,3,2.2,1.99,2.3,2.06,0,48,137,143,44.39767075,-110.5324249,9.1,41.77,0,4167357,0,,,,,,,,,,
4167657,15.09,14.2,25.26,325.5,14.56,20.024,0.022,-0.165,4,2.2,1.99,2.3,2.05,0,48,136,144,44.39767075,-110.5324249,9.1,41.77,0,4167407,0,,,,,,,,,,
4167707,15.09,14.2,25.26,325.5,14.58,20.074,0.011,-0.132,4,2.2,1.99,2.3,2.05,0,48,136,144,44.39767075,-110.5324249,9.1,41.77,0,4167457,0,,,,,,,,,,
4167757,15.09,14.2,25.26,324.7,14.6,20.121,-0.05,-0.116,5,2.2,1.99,2.3,2.05,0,48,135,145,44.39767075,-110.5324249,9.1,41.77,0,4167507,0,,,,,,,,,,
4167807,15.09,8.2,26.25,324.7,14.62,20.165,0.11,-0.07,6,2.2,1.99,2.3,2.05,0,48,134,146,44.39767075,-110.5324249,9.1,41.77,0,4167557,0,,,,,,,,,,
4167857,15.09,8.2,26.25,325.2,14.63,20.208,0.003,-0.054,6,2.2,1.99,2.3,2.04,0,48,134,146,44.39767075,-110.5324249,9.1,41.77,0,4167607,0,,,,,,,,,,
4167907,15.09,8.2,26.25,325.2,14.63,20.251,-0.05,-0.05,6,2.2,1.99,2.3,2.04,0,48,134,146,44.39767075,-110.5324249,9.1,41.77,0,4167657,0,,,,,,,,,,
4167957,15.09,8.2,25.44,325.2,14.63,20.293,-0.046,-0.046,6,2.2,1.99,2.3,2.04,0,48,134,146,44.39767456,-110.5324249,9.1,41.77,0,4167707,0,,,,,,,,,,
4168007,15.09,12.6,25.44,325.2,14.62,20.337,-0.1,-0.055,6,2.2,1.99,2.3,2.04,0,48,134,146,44.39767456,-110.5324249,9.1,41.77,0,4167757,0,,,,,,,,,,
4168057,15.09,12.6,25.44,323.3,14.61,20.377,-0.199,-0.081,5,2.2,1.99,2.3,2.04,0,48,135,145,44.39767456,-110.5324249,9.1,41.77,0,4167807,0,,,,,,,,,,
4168107,15.09,12.6,25.44,323.3,14.6,20.42,-0.233,-0.109,5,2.2,1.99,2.3,2.03,0,48,135,145,44.39767456,-110.5324249,9.1,41.77,0,4167857,0,,,,,,,,,,
4168157,15.09,12.6,24.92,321.9,14.58,20.467,-0.317,-0.147,4,2.2,2.01,2.3,2.03,0,48,136,144,44.39767456,-110.5324249,9.1,41.77,0,4167907,0,,,,,,,,,,
4168207,15.09,12.6,24.92,321.9,14.57,20.517,-0.332,-0.181,3,2.2,2.01,2.3,2.03,0,48,137,143,44.39767456,-110.5324249,9.1,41.77,0,4167957,0,,,,,,,,,,
4168257,15.09,12.6,24.92,321.9,14.55,20.569,-0.386,-0.218,2,2.2,2.01,2.3,2.03,0,48,138,142,44.39767456,-110.5324249,9.1,41.77,0,4168007,0,,,,,,,,,,
4168307,15.09,12.6,24.92,321.9,14.54,20.624,-0.424,-0.256,1,2.2,2.01,2.3,2.03,0,48,139,141,44.39767456,-110.5324249,9.1,41.77,0,4168057,0,,,,,,,,,,
4168357,15.09,12.6,24.35,323.1,14.54,20.682,-0.416,-0.285,1,2.2,2.03,2.3,2.03,0,48,139,141,44.39767838,-110.5324249,9.1,41.77,0,4168107,0,,,,,,,,,,
4168407,15.09,16.1,24.35,323.1,14.54,20.742,-0.397,-0.307,0,2.2,2.03,2.3,2.03,0,48,140,140,44.39767838,-110.5324249,9.1,41.77,0,4168157,0,,,,,,,,,,
4168457,15.09,16.1,24.35,322.5,14.55,20.802,-0.329,-0.312,0,2.2,2.03,2.3,2.03,0,48,140,140,44.39767838,-110.5324249,9.1,41.77,0,4168207,0,,,,,,,,,,
4168507,15.09,16.1,24.35,322.5,14.57,20.861,-0.329,-0.316,0,2.2,2.03,2.3,2.03,0,48,140,140,44.39767838,-110.5324249,9.1,41.77,0,4168257,0,,,,,,,,,,
4168557,15.09,16.1,23.84,324.7,14.58,20.92,-0.321,-0.317,0,2.2,2.03,2.3,2.03,0,48,140,140,44.39767838,-110.5324249,9.1,41.77,0,4168307,0,,,,,,,,,,
4168607,15.09,12.4,23.84,324.7,14.61,20.978,-0.237,-0.301,0,2.2,2.03,2.3,2.03,0,48,140,140,44.39767838,-110.5324249,9.1,41.77,0,4168357,0,,,,,,,,,,
4168657,15.09,12.4,23.84,325.2,14.64,21.033,-0.142,-0.27,1,2.2,2.03,2.3,2.03,0,48,139,141,44.39767838,-110.5324249,9.1,41.77,0,4168407,0,,,,,,,,,,
4168707,15.09,12.4,23.84,325.2,14.66,21.085,-0.149,-0.246,1,2.2,2.03,2.3,2.03,0,48,139,141,44.39767838,-110.5324249,9.1,41.77,0,4168457,0,,,,,,,,,,
4168757,15.09,12.4,23.84,325.5,14.69,21.135,-0.115,-0.221,2,2.2,2.03,2.3,2.03,0,48,138,142,44.39767838,-110.5324173,9.1,41.77,0,4168507,0,,,,,,,,,,
4168807,15.09,29.4,24.86,325.5,14.72,21.181,-0.05,-0.196,2,2.2,2.03,2.3,2.03,0,48,138,142,44.39767838,-110.5324173,9.1,41.77,0,4168557,0,,,,,,,,,,
4168857,15.09,29.4,24.86,325.5,14.76,21.225,-0.023,-0.17,3,2.2,2.03,2.3,2.03,0,48,137,143,44.39767838,-110.5324173,9.1,41.77,0,4168607,0,,,,,,,,,,
4168907,15.09,29.4,24.86,325.5,14.8,21.266,0.015,-0.142,3,2.2,2.03,2.3,2.03,0,48,137,143,44.39767838,-110.5324173,9.1,41.77,0,4168657,0,,,,,,,,,,
4168957,15.09,29.4,23.2,325.5,14.83,21.306,0.026,-0.118,4,2.2,2.01,2.3,2.03,0,48,136,144,44.39768219,-110.5324173,9.1,41.77,0,4168707,0,,,,,,,,,,
4169007,15.09,15.5,23.2,325.5,14.85,21.345,-0.046,-0.105,4,2.2,2.01,2.3,2.03,0,48,136,144,44.39768219,-110.5324173,9.1,41.77,0,4168757,0,,,,,,,,,,
4169057,15.09,15.5,23.2,325.5,14.85,21.385,-0.081,-0.1,4,2.2,2.01,2.3,2.03,0,48,136,144,44.39768219,-110.5324173,9.1,41.77,0,4168807,0,,,,,,,,,,
4169107,15.09,15.5,23.2,325.5,14.86,21.426,-0.046,-0.091,5,2.2,2.01,2.3,2.03,0,48,135,145,44.39768219,-110.5324173,9.1,41.77,0,4168857,0,,,,,,,,,,
4169157,15.09,15.5,23.32,325.5,14.88,21.468,-0.02,-0.077,5,2.2,2,2.3,2.03,0,48,135,145,44.39768219,-110.5324173,9.1,41.77,0,4168907,0,,,,,,,,,,
4169207,15.09,12.8,23.32,323.9,14.97,21.508,0.824,0.093,9,2.2,2,2.3,2.02,0,48,131,149,44.39768219,-110.5324173,9.1,41.77,0,4168957,0,,,,,,,,,,
4169257,15.09,12.8,23.32,323.9,14.94,21.551,-0.176,0.043,8,2.2,2,2.3,2.02,0,48,132,148,44.39768219,-110.5324173,9.1,41.77,0,4169007,0,,,,,,,,,,
4169307,15.09,12.8,23.32,325.4,14.91,21.597,-0.191,0,7,2.2,2,2.3,2.02,0,48,133,147,44.39768219,-110.5324173,9.1,41.77,0,4169057,0,,,,,,,,,,
4169357,15.09,12.8,22.09,325.4,14.88,21.647,-0.264,-0.048,6,2.2,2.01,2.3,2.02,0,48,134,146,44.397686,-110.5324173,9.1,41.77,0,4169107,0,,,,,,,,,,
4169407,15.09,15.3,22.09,324.4,14.86,21.697,-0.264,-0.089,5,2.2,2.01,2.3,2.02,0,48,135,145,44.397686,-110.5324173,9.1,41.77,0,4169157,0,,,,,,,,,,
4169457,15.09,15.3,22.09,324.4,14.85,21.748,-0.264,-0.122,4,2.2,2.01,2.3,2.02,0,48,136,144,44.397686,-110.5324173,9.1,41.77,0,4169207,0,,,,,,,,,,
4169507,15.09,15.3,22.09,324.4,14.84,21.799,-0.298,-0.155,3,2.2,2.01,2.3,2.02,0,48,137,143,44.397686,-110.5324173,9.1,41.77,0,4169257,0,,,,,,,,,,
4169557,15.09,15.3,25.68,324.4,14.83,21.849,-0.317,-0.186,2,2.2,2.01,2.3,2.02,0,48,138,142,44.397686,-110.5324173,9.1,41.77,0,4169307,0,,,,,,,,,,
4169607,15.09,13.4,25.68,324.7,14.82,21.898,-0.37,-0.22,2,2.2,2.01,2.3,2.02,0,48,138,142,44.397686,-110.5324173,9.1,41.77,0,4169357,0,,,,,,,,,,
4169657,15.09,13.4,25.68,324.7,14.82,21.945,-0.325,-0.239,1,2.2,2.01,2.3,2.02,0,48,139,141,44.397686,-110.5324173,9.1,41.77,0,4169407,0,,,,,,,,,,
4169707,15.09,13.4,25.68,323.9,14.83,21.988,-0.226,-0.236,1,2.2,2.01,2.3,2.02,0,48,139,141,44.397686,-110.5324173,9.1,41.77,0,4169457,0,,,,,,,,,,
4169757,15.09,13.4,25.68,323.9,14.85,22.029,-0.195,-0.227,1,2.2,2.01,2.3,2.02,0,48,139,141,44.397686,-110.5324173,9.1,41.77,0,4169507,0,,,,,,,,,,
4169807,15.09,15.8,26.58,324.2,14.87,22.066,-0.138,-0.211,2,2.2,2,2.3,2.02,0,48,138,142,44.397686,-110.5324173,9.1,41.77,0,4169557,0,,,,,,,,,,
4169857,16.09,15.8,26.58,324.2,14.89,22.066,-0.13,-0.196,6,2.2,2,2.3,2.02,0,48,74,206,44.397686,-110.5324173,9.1,41.77,0,4169607,60,,,,,,,,,,
4169907,16.09,15.8,26.58,324.2,14.9,22.066,-0.161,-0.19,6,2.2,2,2.3,2.02,0,48,74,206,44.397686,-110.5324173,9.1,41.77,0,4169657,60,,,,,,,,,,
4169957,16.09,15.8,23.51,324.2,14.92,22.066,-0.069,-0.168,7,2.2,2.01,2.3,2.02,0,48,73,207,44.39768982,-110.5324173,9.1,41.77,0,4169707,60,,,,,,,,,,
4170007,17.09,16.4,23.51,325,14.94,22.066,-0.081,-0.152,11,2.2,2.01,2.3,2.02,0,48,69,208,44.39768982,-110.5324173,9.1,41.77,0,4169757,60,,,,,,,,,,
4170057,17.09,16.4,23.51,325,14.95,22.066,-0.168,-0.156,11,2.2,2.01,2.3,2.02,0,48,69,208,44.39768982,-110.5324173,9.1,41.77,0,4169807,60,,,,,,,,,,
4170107,17.09,16.4,23.51,325,14.94,22.066,-0.275,-0.179,10,2.2,2.01,2.3,2.02,0,48,70,208,44.39768982,-110.5324173,9.1,41.77,0,4169857,60,,,,,,,,,,
4170157,18.09,16.4,26.54,325,14.95,22.066,-0.245,-0.192,14,2.2,2.01,2.3,2.02,0,48,66,208,44.39768982,-110.5324097,9.1,41.77,0,4169907,60,,,,,,,,,,
4170207,18.09,13.9,26.54,325.2,14.94,22.066,-0.37,-0.225,13,2.2,2.01,2.3,2.02,0,48,67,208,44.39768982,-110.5324097,9.1,41.77,0,4169957,60,,,,,,,,,,
4170257,18.09,13.9,26.54,325.2,14.91,22.066,-0.561,-0.288,12,2.2,2.01,2.3,2.02,0,48,68,208,44.39768982,-110.5324097,9.1,41.77,0,4170007,60,,,,,,,,,,
4170307,19.09,13.9,26.54,323.9,14.9,22.066,-0.565,-0.339,14,2.2,2.01,2.3,2.02,0,48,66,208,44.39768982,-110.5324097,9.1,41.77,0,4170057,60,,,,,,,,,,
4170357,19.09,13.9,23.28,323.9,14.88,22.066,-0.695,-0.406,13,2.2,2.01,2.3,2.02,0,48,67,208,44.39768982,-110.5324097,9.1,41.77,0,4170107,60,,,,,,,,,,
4170407,19.09,13.1,23.28,325.2,14.86,22.066,-0.805,-0.48,11,2.2,2.01,2.3,2.02,0,48,69,208,44.39768982,-110.5324097,9.1,41.77,0,4170157,60,,,,,,,,,,
4170457,20.09,13.1,23.28,325.2,14.83,22.066,-0.988,-0.575,13,2.2,2.01,2.3,2.02,0,48,67,208,44.39768982,-110.5324097,9.1,41.77,0,4170207,60,,,,,,,,,,
4170507,20.09,13.1,23.28,324.7,14.81,22.066,-1.038,-0.661,11,2.2,2.01,2.3,2.02,0,48,69,208,44.39768982,-110.5324097,9.1,41.77,0,4170257,60,,,,,,,,,,
4170557,20.09,13.1,26.69,324.7,14.79,22.066,-1.107,-0.744,9,2.2,1.99,2.3,2.02,0,48,71,208,44.39769363,-110.5324097,9.1,41.77,0,4170307,60,,,,,,,,,,
4170607,21.09,15.6,26.69,325.5,14.8,22.066,-1.065,-0.805,11,2.2,1.99,2.3,2.01,0,48,69,208,44.39769363,-110.5324097,9.1,41.77,0,4170357,60,,,,,,,,,,
4170657,21.09,15.6,26.69,325.5,14.81,22.066,-1.072,-0.855,10,2.2,1.99,2.3,2.01,0,48,70,208,44.39769363,-110.5324097,9.1,41.77,0,4170407,60,,,,,,,,,,
4170707,21.09,15.6,26.69,327.8,14.83,22.066,-1.038,-0.89,9,2.2,1.99,2.3,2.01,0,48,71,208,44.39769363,-110.5324097,9.1,41.77,0,4170457,60,,,,,,,,,,
4170757,22.09,15.6,26.69,327.8,14.87,22.066,-0.985,-0.908,12,2.2,1.99,2.3,2.01,0,48,68,208,44.39769363,-110.5324097,9.1,41.77,0,4170507,60,,,,,,,,,,
4170807,22.09,13,23.47,326,14.91,22.066,-0.935,-0.912,12,2.2,1.98,2.3,2.01,0,48,68,208,44.39769363,-110.5324097,9.1,41.77,0,4170557,60,,,,,,,,,,
4170857,22.09,13,23.47,326,14.95,22.066,-0.912,-0.911,12,2.2,1.98,2.3,2.01,0,48,68,208,44.39769363,-110.5324097,9.1,41.77,0,4170607,60,,,,,,,,,,
4170907,23.09,13,23.47,326,14.99,22.066,-0.985,-0.924,15,2.2,1.98,2.3,2.01,0,48,65,208,44.39769363,-110.5324097,9.1,41.77,0,4170657,60,,,,,,,,,,
4170957,23.09,13,27.54,326,15.02,22.066,-1.027,-0.942,15,2.2,1.97,2.3,2.01,0,48,65,208,44.39769745,-110.5324097,9.1,41.77,0,4170707,60,,,,,,,,,,
4171007,23.09,16.3,27.54,324.7,15.06,22.066,-1.069,-0.967,14,2.2,1.97,2.3,2,0,48,66,208,44.39769745,-110.5324097,9.1,41.77,0,4170757,60,,,,,,,,,,
4171057,24.09,16.3,27.54,324.7,15.08,22.066,-1.198,-1.011,17,2.2,1.97,2.3,2,0,48,63,208,44.39769745,-110.5324097,9.1,41.77,0,4170807,60,,,,,,,,,,
4171107,24.09,16.3,27.54,324.7,15.11,22.066,-1.263,-1.059,16,2.2,1.97,2.3,2,0,48,64,208,44.39769745,-110.5324097,9.1,41.77,0,4170857,60,,,,,,,,,,
4171157,24.09,16.3,26.32,324.7,15.14,22.066,-1.275,-1.1,14,2.2,1.96,2.3,2,0,48,66,208,44.39769745,-110.5324097,9.1,41.77,0,4170907,60,,,,,,,,,,
4171207,25.09,14.3,26.32,325.2,15.17,22.066,-1.393,-1.155,17,2.2,1.96,2.3,2,0,48,63,208,44.39769745,-110.5324097,9.1,41.77,0,4170957,60,,,,,,,,,,
4171257,25.09,14.3,26.32,325.2,15.18,22.066,-1.534,-1.225,15,2.2,1.96,2.3,2,0,48,65,208,44.39769745,-110.5324097,9.1,41.77,0,4171007,60,,,,,,,,,,
4171307,25.09,14.3,26.32,326,15.21,22.066,-1.553,-1.287,13,2.2,1.96,2.3,1.99,0,48,67,208,44.39769745,-110.5324097,9.1,41.77,0,4171057,60,,,,,,,,,,
4171357,26.09,14.3,28.96,326,15.23,22.066,-1.66,-1.356,16,2.2,1.92,2.3,1.99,0,48,64,208,44.39769745,-110.5324097,9.1,41.77,0,4171107,60,,,,,,,,,,
