Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting
7223031,49.5,71,62.88,8.9,61.81,275.198,-1.648,-1.633,-7,2.4,2.19,1.15,2.17,1,52,152,138,44.39787292,-110.5299072,132.13,326.27,5,9,0
7223081,49.5,71,62.88,8.9,61.91,275.01,-1.564,-1.625,-7,2.4,2.19,1.15,2.17,1,52,152,138,44.39787292,-110.5299072,132.13,326.27,5,59,0
7223131,49.6,65.8,62.24,9.8,62,274.818,-1.503,-1.604,-7,2.4,2.19,1.15,2.17,1,52,152,138,44.39787292,-110.5298996,132.47,326.06,5,8,0
7223181,49.6,65.8,62.24,9.8,62.09,274.62,-1.523,-1.59,-7,2.4,2.19,1.15,2.17,1,52,152,138,44.39787292,-110.5298996,132.47,326.06,5,59,0
7223231,49.7,65.8,62.24,9.8,62.2,274.417,-1.378,-1.552,-6,2.4,2.19,1.15,2.17,1,52,151,139,44.39787292,-110.5298996,132.47,326.06,5,9,0
7223281,49.7,65.8,62.24,9.8,62.3,274.207,-1.328,-1.512,-5,2.4,2.19,1.15,2.18,1,52,150,140,44.39787292,-110.5298996,132.47,326.06,5,58,0
7223331,49.8,66.6,62.76,9,62.41,273.993,-1.229,-1.461,-4,2.4,2.19,1.15,2.18,1,52,149,141,44.39787292,-110.5298996,132.47,326.06,5,9,0
7223381,49.8,66.6,62.76,9,62.42,273.777,-2.064,-1.576,-7,2.4,2.19,1.15,2.18,1,52,152,138,44.39787292,-110.5298996,132.47,326.06,5,58,0
7223431,49.9,66.6,62.76,8.7,62.55,273.558,-1.133,-1.495,-5,2.4,2.19,1.15,2.18,1,52,150,140,44.39787292,-110.5298996,132.47,326.06,5,8,0
7223481,49.9,66.6,62.76,8.7,62.77,273.326,-0.134,-1.241,0,2.4,2.19,1.15,2.18,1,52,145,145,44.39787292,-110.5298996,132.47,326.06,5,59,0
7223531,50,63.9,62.24,9.3,62.85,273.094,-1.046,-1.205,0,2.4,2.16,1.15,2.18,1,52,145,145,44.39787674,-110.5298996,132.12,325.95,5,8,0
7223581,50,63.9,62.24,9.3,62.93,272.856,-0.996,-1.166,0,2.4,2.16,1.15,2.18,1,52,145,145,44.39787674,-110.5298996,132.12,325.95,5,58,0
7223631,50.1,63.9,62.24,9,63.02,272.619,-0.92,-1.12,2,2.4,2.16,1.15,2.18,1,52,143,147,44.39787674,-110.5298996,132.12,325.95,5,8,0
7223681,50.1,63.9,62.24,9,63.09,272.377,-0.954,-1.09,2,2.4,2.16,1.15,2.17,1,52,143,147,44.39787674,-110.5298996,132.12,325.95,5,58,0
7223731,50.2,72.7,62.24,9,63.17,272.135,-0.889,-1.056,3,2.4,2.16,1.15,2.17,1,52,142,148,44.39787674,-110.5298996,132.12,325.95,5,8,0
7223781,50.2,72.7,62.24,9,63.25,271.89,-0.855,-1.023,3,2.4,2.16,1.15,2.17,1,52,142,148,44.39787674,-110.5298996,132.12,325.95,5,58,0
7223831,50.3,72.7,62.24,9,63.33,271.645,-0.836,-0.992,4,2.4,2.16,1.15,2.17,1,52,141,149,44.39787674,-110.5298996,132.12,325.95,5,8,0
7223881,50.3,72.7,62.24,9,63.4,271.396,-0.802,-0.961,4,2.4,2.16,1.15,2.17,1,52,141,149,44.39787674,-110.5298996,132.12,325.95,5,59,0
7223931,50.4,72.7,64.73,9.1,63.47,271.149,-0.847,-0.944,5,2.4,2.19,1.15,2.17,1,52,140,150,44.39787674,-110.529892,132.46,325.74,5,8,0
7223981,50.4,72.7,64.73,9.1,63.54,270.898,-0.771,-0.916,5,2.4,2.19,1.15,2.17,1,52,140,150,44.39787674,-110.529892,132.46,325.74,5,59,0
7224031,50.5,72.7,64.73,9.1,63.61,270.65,-0.748,-0.889,6,2.4,2.19,1.15,2.17,1,52,139,151,44.39787674,-110.529892,132.46,325.74,5,9,0
7224081,50.5,72.7,64.73,9.1,63.66,270.399,-0.885,-0.893,6,2.4,2.19,1.15,2.18,1,52,139,151,44.39787674,-110.529892,132.46,325.74,5,58,0
7224131,50.6,71.5,65.98,9.7,63.7,270.153,-0.958,-0.909,5,2.4,2.19,1.15,2.18,1,52,140,150,44.39787674,-110.529892,132.46,325.74,5,9,0
7224181,50.6,71.5,65.98,9.7,63.75,269.904,-0.958,-0.922,5,2.4,2.19,1.15,2.18,1,52,140,150,44.39787674,-110.529892,132.46,325.74,5,58,0
7224231,50.7,71.5,65.98,9.9,63.78,269.658,-1.084,-0.956,4,2.4,2.19,1.15,2.18,1,52,141,149,44.39787674,-110.529892,132.46,325.74,5,8,0
7224281,50.7,71.5,65.98,9.9,63.82,269.41,-1.069,-0.981,3,2.4,2.19,1.15,2.18,1,52,142,148,44.39787674,-110.529892,132.46,325.74,5,59,0
7224331,50.8,68.9,62.62,10.3,63.86,269.164,-1.095,-1.005,3,2.4,2.21,1.15,2.18,1,52,142,148,44.39788055,-110.529892,132.11,325.63,5,8,0
7224381,50.8,68.9,62.62,10.3,63.9,268.915,-1.179,-1.04,2,2.4,2.21,1.15,2.18,1,52,143,147,44.39788055,-110.529892,132.11,325.63,5,58,0
7224431,50.9,68.9,62.62,9.9,63.93,268.667,-1.217,-1.076,1,2.4,2.21,1.15,2.18,1,52,144,146,44.39788055,-110.529892,132.11,325.63,5,8,0
7224481,50.9,68.9,62.62,9.9,63.98,268.415,-1.21,-1.103,0,2.4,2.21,1.15,2.18,1,52,145,145,44.39788055,-110.529892,132.11,325.63,5,59,0
7224531,51,74.1,64.48,9.9,64.02,268.164,-1.29,-1.143,0,2.4,2.22,1.15,2.18,1,52,145,145,44.39788055,-110.5298843,132.45,325.42,5,8,0
7224581,51,74.1,64.48,9.9,64.06,267.908,-1.408,-1.198,-1,2.4,2.22,1.15,2.19,1,52,146,144,44.39788055,-110.5298843,132.45,325.42,5,59,0
7224631,51.1,74.1,64.48,9.8,64.1,267.658,-1.427,-1.246,-2,2.4,2.22,1.15,2.19,1,52,147,143,44.39788055,-110.5298843,132.45,325.42,5,9,0
7224681,51.1,74.1,64.48,9.8,64.15,267.402,-1.362,-1.272,-3,2.4,2.22,1.15,2.19,1,52,148,142,44.39788055,-110.5298843,132.45,325.42,5,58,0
7224731,51.2,75.2,64.48,9.9,64.21,267.145,-1.378,-1.297,-4,2.4,2.22,1.15,2.19,1,52,149,141,44.39788055,-110.5298843,132.45,325.42,5,8,0
7224781,51.2,75.2,64.48,9.9,64.27,266.882,-1.446,-1.331,-5,2.4,2.22,1.15,2.19,1,52,150,140,44.39788055,-110.5298843,132.45,325.42,5,58,0
7224831,51.3,75.2,64.48,10.7,64.34,266.619,-1.397,-1.348,-5,2.4,2.22,1.15,2.19,1,52,150,140,44.39788055,-110.5298843,132.45,325.42,5,8,0
7224881,51.3,75.2,64.48,10.7,64.41,266.349,-1.358,-1.355,-6,2.4,2.22,1.15,2.19,1,52,151,139,44.39788055,-110.5298843,132.45,325.42,5,59,0
7224931,51.4,70.7,64.99,10.7,64.48,266.079,-1.332,-1.354,-6,2.4,2.21,1.15,2.19,1,52,151,139,44.39788055,-110.5298843,132.45,325.42,5,9,0
7224981,51.4,70.7,64.99,10.7,64.55,265.803,-1.358,-1.358,-6,2.4,2.21,1.15,2.2,1,52,151,139,44.39788055,-110.5298843,132.45,325.42,5,59,0
7225031,51.5,70.7,64.99,10.4,64.63,265.526,-1.313,-1.352,-6,2.4,2.21,1.15,2.2,1,52,151,139,44.39788055,-110.5298843,132.45,325.42,5,9,0
7225081,51.5,70.7,64.99,10.4,64.7,265.244,-1.324,-1.35,-6,2.4,2.21,1.15,2.2,1,52,151,139,44.39788055,-110.5298843,132.45,325.42,5,58,0
7225131,51.6,70.9,67.39,10.4,64.79,264.96,-1.179,-1.321,-6,2.4,2.2,1.15,2.2,1,52,151,139,44.39788437,-110.5298767,132.45,325.1,5,9,0
7225181,51.6,70.9,67.39,10.4,64.88,264.67,-1.156,-1.293,-6,2.4,2.2,1.15,2.2,1,52,151,139,44.39788437,-110.5298767,132.45,325.1,5,58,0
7225231,51.7,70.9,67.39,11.1,64.98,264.377,-1.008,-1.242,-4,2.4,2.2,1.15,2.2,1,52,149,141,44.39788437,-110.5298767,132.45,325.1,5,8,0
7225281,51.7,70.9,67.39,11.1,65.06,264.078,-1.072,-1.213,-4,2.4,2.2,1.15,2.2,1,52,149,141,44.39788437,-110.5298767,132.45,325.1,5,58,0
7225331,51.8,69.5,64.88,11.1,65.16,263.778,-0.908,-1.158,-3,2.4,2.19,2.3,2.2,1,52,148,142,44.39788437,-110.5298767,132.45,325.1,5,9,0
7225381,51.8,69.5,64.88,10.9,65.25,263.471,-0.828,-1.098,-2,2.4,2.19,2.3,2.2,1,52,147,143,44.39788437,-110.5298767,132.45,325.1,5,59,0
7225431,51.9,69.5,64.88,10.9,65.33,263.163,-0.874,-1.058,-1,2.4,2.19,2.3,2.2,1,52,146,144,44.39788437,-110.5298767,132.45,325.1,5,9,0
7225481,51.9,69.5,64.88,10.8,65.41,262.848,-0.859,-1.023,0,2.4,2.19,2.3,2.2,1,52,145,145,44.39788437,-110.5298767,132.45,325.1,5,58,0
7225531,52,71.9,66.74,11.1,65.49,262.532,-0.798,-0.983,0,2.4,2.21,2.3,2.2,1,52,145,145,44.39788437,-110.5298767,132.45,325.1,5,8,0
7225581,52,71.9,66.74,11.1,65.56,262.211,-0.767,-0.946,0,2.4,2.21,2.3,2.2,1,52,145,145,44.39788437,-110.5298767,132.45,325.1,5,58,0
7225631,52.1,71.9,66.74,11.2,65.63,261.889,-0.828,-0.927,1,2.4,2.21,2.3,2.2,1,52,144,146,44.39788437,-110.5298767,132.45,325.1,5,8,0
7225681,52.1,71.9,66.74,11.2,65.69,261.562,-0.76,-0.898,1,2.4,2.21,2.3,2.2,1,52,144,146,44.39788437,-110.5298767,132.45,325.1,5,58,0
7225731,52.2,68.1,66.74,10.8,65.75,261.233,-0.802,-0.881,2,2.4,2.21,2.3,2.2,1,52,143,147,44.39788437,-110.5298767,132.45,325.1,5,8,0
7225781,52.2,68.1,66.74,10.8,65.79,260.901,-0.889,-0.884,1,2.4,2.21,2.3,2.2,1,52,144,146,44.39788437,-110.5298767,132.45,325.1,5,59,0
7225831,52.3,68.1,66.74,11,65.84,260.569,-0.897,-0.887,1,2.4,2.21,2.3,2.2,1,52,144,146,44.39788437,-110.5298767,132.45,325.1,5,9,0
7225881,52.3,68.1,66.74,11,65.88,260.233,-0.927,-0.896,1,2.4,2.21,2.3,2.2,1,52,144,146,44.39788437,-110.5298767,132.45,325.1,5,58,0
7225931,52.4,75,67.37,11,65.92,259.898,-0.996,-0.919,0,2.4,2.27,2.3,2.2,1,52,145,145,44.39788818,-110.5298691,132.45,324.77,5,8,0
7225981,52.4,75,67.37,11,65.97,259.561,-0.962,-0.932,0,2.4,2.27,2.3,2.21,1,52,145,145,44.39788818,-110.5298691,132.45,324.77,5,58,0
7226031,52.5,75,67.37,11,66.02,259.224,-0.95,-0.939,0,2.4,2.27,2.3,2.21,1,52,145,145,44.39788818,-110.5298691,132.45,324.77,5,9,0
7226081,52.5,75,67.37,10.9,66.07,258.883,-0.985,-0.952,0,2.4,2.27,2.3,2.21,1,52,145,145,44.39788818,-110.5298691,132.45,324.77,5,58,0
7226131,52.6,72.6,67.04,10.9,66.11,258.543,-1.046,-0.973,0,2.4,2.29,2.3,2.21,1,52,145,145,44.39788818,-110.5298691,132.45,324.77,5,9,0
7226181,52.6,72.6,67.04,10.7,66.17,258.198,-0.927,-0.967,0,2.4,2.29,2.3,2.22,1,52,145,145,44.39788818,-110.5298691,132.45,324.77,5,58,0
7226231,52.7,72.6,67.04,10.7,66.22,257.852,-0.981,-0.973,-1,2.4,2.29,2.3,2.22,1,52,146,144,44.39788818,-110.5298691,132.45,324.77,5,8,0
7226281,52.7,72.6,67.04,10.7,66.27,257.501,-0.912,-0.965,-1,2.4,2.29,2.3,2.22,1,52,146,144,44.39788818,-110.5298691,132.45,324.77,5,58,0
7226331,52.8,57.9,63.91,10.7,66.33,257.149,-0.897,-0.948,0,2.4,2.3,2.3,2.23,1,52,145,145,44.39788818,-110.5298615,132.8,324.56,5,9,0
7226381,52.8,57.9,63.91,11.5,66.38,256.792,-0.832,-0.922,0,2.4,2.3,2.3,2.23,1,52,145,145,44.39788818,-110.5298615,132.8,324.56,5,59,0
7226431,52.9,57.9,63.91,11.5,66.43,256.434,-0.866,-0.908,0,2.4,2.3,2.3,2.23,1,52,145,145,44.39788818,-110.5298615,132.8,324.56,5,9,0
7226481,52.9,57.9,63.91,11.5,66.47,256.071,-0.824,-0.888,0,2.4,2.3,2.3,2.24,1,52,145,145,44.39788818,-110.5298615,132.8,324.56,5,59,0
7226531,53,71,67.82,11.5,66.54,255.707,-0.679,-0.851,1,2.4,2.29,2.3,2.24,1,52,144,146,44.39788818,-110.5298615,132.8,324.56,5,8,0
7226581,53,71,67.82,11.4,66.6,255.337,-0.775,-0.839,1,2.4,2.29,2.3,2.24,1,52,144,146,44.39788818,-110.5298615,132.8,324.56,5,58,0
7226631,53.1,71,67.82,11.4,66.65,254.967,-0.748,-0.824,1,2.4,2.29,2.3,2.24,1,52,144,146,44.39788818,-110.5298615,132.8,324.56,5,8,0
7226681,53.1,71,67.82,11.4,66.7,254.594,-0.752,-0.812,1,2.4,2.29,2.3,2.25,1,52,144,146,44.39788818,-110.5298615,132.8,324.56,5,59,0
7226731,53.2,75.7,67.82,11.4,66.75,254.222,-0.802,-0.815,1,2.4,2.29,2.3,2.25,1,52,144,146,44.39788818,-110.5298615,132.8,324.56,5,8,0
7226781,53.2,75.7,67.82,11.7,66.8,253.845,-0.76,-0.809,1,2.4,2.29,2.3,2.25,1,52,144,146,44.39788818,-110.5298615,132.8,324.56,5,58,0
7226831,53.3,75.7,67.82,11.7,66.85,253.47,-0.779,-0.807,1,2.4,2.29,2.3,2.25,1,52,144,146,44.39788818,-110.5298615,132.8,324.56,5,8,0
7226881,53.3,75.7,67.82,11.7,66.89,253.091,-0.863,-0.822,1,2.4,2.29,2.3,2.25,1,52,144,146,44.39788818,-110.5298615,132.8,324.56,5,59,0
7226931,53.4,68.7,65.54,11.7,66.94,252.712,-0.74,-0.807,1,2.4,2.28,2.3,2.25,1,52,144,146,44.39788818,-110.5298538,133.15,324.35,5,8,0
7226981,53.4,68.7,65.54,11.5,66.98,252.331,-0.859,-0.818,0,2.4,2.28,2.3,2.25,1,52,145,145,44.39788818,-110.5298538,133.15,324.35,5,59,0
7227031,53.5,68.7,65.54,11.5,67.02,251.95,-0.851,-0.825,0,2.4,2.28,2.3,2.26,1,52,145,145,44.39788818,-110.5298538,133.15,324.35,5,8,0
7227081,53.5,68.7,65.54,11.8,67.06,251.565,-0.843,-0.829,0,2.4,2.28,2.3,2.26,1,52,145,145,44.39788818,-110.5298538,133.15,324.35,5,58,0
7227131,53.6,71.6,63.93,11.8,67.1,251.182,-0.851,-0.836,0,2.4,2.29,2.3,2.26,1,52,145,145,44.39788818,-110.5298538,133.15,324.35,5,8,0
7227181,53.6,71.6,63.93,11.9,67.13,250.793,-0.92,-0.854,0,2.4,2.29,2.3,2.26,1,52,145,145,44.39788818,-110.5298538,133.15,324.35,5,59,0
7227231,53.7,71.6,63.93,11.9,67.17,250.406,-0.958,-0.875,0,2.4,2.29,2.3,2.26,1,52,145,145,44.39788818,-110.5298538,133.15,324.35,5,8,0
7227281,53.7,71.6,63.93,12.1,67.19,250.021,-1.072,-0.914,-1,2.4,2.29,2.3,2.26,1,52,146,144,44.39788818,-110.5298538,133.15,324.35,5,59,0
7227331,53.8,71.6,66.27,12.1,67.23,249.639,-1.065,-0.945,-2,2.4,2.3,2.3,2.26,1,52,147,143,44.39788818,-110.5298538,133.15,324.35,5,9,0
7227381,53.8,71.6,66.27,12.3,67.26,249.251,-1.08,-0.972,-3,2.4,2.3,2.3,2.27,1,52,148,142,44.39788818,-110.5298538,133.15,324.35,5,58,0
7227431,53.9,71.6,66.27,12.3,67.3,248.861,-1.072,-0.993,-3,2.4,2.3,2.3,2.27,1,52,148,142,44.39788818,-110.5298538,133.15,324.35,5,8,0
7227481,53.9,71.6,66.27,12.1,67.35,248.465,-1.042,-1.004,-4,2.4,2.3,2.3,2.27,1,52,149,141,44.39788818,-110.5298538,133.15,324.35,5,58,0
7227531,54,64.1,68.48,12.1,67.39,248.069,-1.107,-1.022,-4,2.4,2.29,2.3,2.27,1,52,149,141,44.397892,-110.5298462,133.16,324.03,5,9,0
7227581,54,64.1,68.48,12,67.44,247.666,-0.996,-1.016,-4,2.4,2.29,2.3,2.27,1,52,149,141,44.397892,-110.5298462,133.16,324.03,5,58,0
7227631,54.1,64.1,68.48,12,67.5,247.263,-0.954,-1.002,-4,2.4,2.29,2.3,2.27,1,52,149,141,44.397892,-110.5298462,133.16,324.03,5,8,0
7227681,54.1,64.1,68.48,12,67.56,246.86,-0.859,-0.974,-4,2.4,2.29,2.3,2.27,1,52,149,141,44.397892,-110.5298462,133.16,324.03,5,58,0
7227731,54.2,70.5,68.48,12,67.62,246.455,-0.866,-0.955,-3,2.4,2.29,2.3,2.27,1,52,148,142,44.397892,-110.5298462,133.16,324.03,5,8,0
7227781,54.2,70.5,68.48,12.1,67.69,246.044,-0.771,-0.922,-3,2.4,2.29,2.3,2.27,1,52,148,142,44.397892,-110.5298462,133.16,324.03,5,58,0
7227831,54.3,70.5,68.48,12.1,67.76,245.632,-0.653,-0.873,-1,2.4,2.29,2.3,2.27,1,52,146,144,44.397892,-110.5298462,133.16,324.03,5,8,0
7227881,54.3,70.5,68.48,12.1,67.84,245.215,-0.603,-0.823,-1,2.4,2.29,2.3,2.28,1,52,146,144,44.397892,-110.5298462,133.16,324.03,5,58,0
7227931,54.4,77.2,70.34,12.1,67.91,244.796,-0.535,-0.773,0,2.4,2.28,2.3,2.28,1,52,145,145,44.39788818,-110.5298386,133.86,323.93,5,8,0
7227981,54.4,77.2,70.34,12.1,67.98,244.373,-0.565,-0.739,0,2.4,2.28,2.3,2.28,1,52,145,145,44.39788818,-110.5298386,133.86,323.93,5,58,0
7228031,54.5,77.2,70.34,12.1,68.06,243.948,-0.424,-0.684,1,2.4,2.28,2.3,2.28,1,52,144,146,44.39788818,-110.5298386,133.86,323.93,5,9,0
7228081,54.5,77.2,70.34,11.8,68.12,243.519,-0.447,-0.644,2,2.4,2.28,2.3,2.28,1,52,143,147,44.39788818,-110.5298386,133.86,323.93,5,59,0
7228131,54.6,73.7,67.82,11.8,68.18,243.09,-0.462,-0.612,3,2.4,2.29,2.3,2.28,1,52,142,148,44.39788818,-110.5298386,133.86,323.93,5,8,0
7228181,54.6,73.7,67.82,11.6,68.22,242.656,-0.5,-0.594,3,2.4,2.29,2.3,2.28,1,52,142,148,44.39788818,-110.5298386,133.86,323.93,5,59,0
7228231,54.7,73.7,67.82,11.6,68.26,242.224,-0.531,-0.585,3,2.4,2.29,2.3,2.28,1,52,142,148,44.39788818,-110.5298386,133.86,323.93,5,9,0
7228281,54.7,73.7,67.82,11.8,68.3,241.787,-0.481,-0.568,3,2.4,2.29,2.3,2.28,1,52,142,148,44.39788818,-110.5298386,133.86,323.93,5,58,0
7228331,54.8,71.9,68.23,11.8,68.34,241.351,-0.527,-0.562,4,2.4,2.29,2.3,2.28,1,52,141,149,44.39788818,-110.5298386,133.86,323.93,5,9,0
7228381,54.8,71.9,68.23,11.7,68.37,240.912,-0.576,-0.566,3,2.4,2.29,1.15,2.28,1,52,142,148,44.39788818,-110.5298386,133.86,323.93,5,59,0
7228431,54.9,71.9,68.23,11.7,68.39,240.474,-0.626,-0.579,3,2.4,2.29,1.15,2.28,1,52,142,148,44.39788818,-110.5298386,133.86,323.93,5,8,0
7228481,54.9,71.9,68.23,12.8,68.42,240.032,-0.588,-0.583,3,2.4,2.29,1.15,2.28,1,52,142,148,44.39788818,-110.5298386,133.86,323.93,5,58,0
7228531,55,75.6,66.67,12.8,68.45,239.59,-0.607,-0.591,3,2.4,2.31,1.15,2.28,1,52,142,148,44.39788818,-110.5298309,134.22,323.72,5,8,0
7228581,55,75.6,66.67,11.6,68.48,239.143,-0.622,-0.6,2,2.4,2.31,1.15,2.28,1,52,143,147,44.39788818,-110.5298309,134.22,323.72,5,58,0
7228631,55.1,75.6,66.67,11.6,68.51,238.697,-0.634,-0.61,2,2.4,2.31,1.15,2.28,1,52,143,147,44.39788818,-110.5298309,134.22,323.72,5,9,0
7228681,55.1,75.6,66.67,12.5,68.54,238.246,-0.737,-0.637,1,2.4,2.31,1.15,2.29,1,52,144,146,44.39788818,-110.5298309,134.22,323.72,5,58,0
7228731,55.2,75,66.67,12.5,68.56,237.794,-0.706,-0.653,1,2.4,2.31,1.15,2.29,1,52,144,146,44.39788818,-110.5298309,134.22,323.72,5,8,0
7228781,55.2,75,66.67,12.6,68.6,237.338,-0.687,-0.662,1,2.4,2.31,1.15,2.29,1,52,144,146,44.39788818,-110.5298309,134.22,323.72,5,58,0
7228831,55.3,75,66.67,12.6,68.63,236.887,-0.706,-0.674,0,2.4,2.31,1.15,2.29,1,52,145,145,44.39788818,-110.5298309,134.22,323.72,5,8,0
7228881,55.3,75,66.67,12.6,68.68,236.428,-0.596,-0.662,0,2.4,2.31,1.15,2.29,1,52,145,145,44.39788818,-110.5298309,134.22,323.72,5,58,0
7228931,55.4,72.8,67.93,12.6,68.71,235.968,-0.66,-0.664,0,2.4,2.31,1.15,2.29,1,52,145,145,44.397892,-110.5298309,133.88,323.61,5,9,0
7228981,55.4,72.8,67.93,12.8,68.75,235.503,-0.657,-0.664,0,2.4,2.31,1.15,2.29,1,52,145,145,44.397892,-110.5298309,133.88,323.61,5,58,0
7229031,55.5,72.8,67.93,12.8,68.78,235.037,-0.664,-0.666,0,2.4,2.31,1.15,2.29,1,52,145,145,44.397892,-110.5298309,133.88,323.61,5,8,0
7229081,55.5,72.8,67.93,12.7,68.81,234.567,-0.748,-0.684,0,2.4,2.31,1.15,2.29,1,52,145,145,44.397892,-110.5298309,133.88,323.61,5,58,0
7229131,55.6,73.9,66.04,12.7,68.84,234.097,-0.767,-0.702,0,2.4,2.32,1.15,2.3,1,52,145,145,44.397892,-110.5298233,134.24,323.4,5,9,0
7229181,55.6,73.9,66.04,12.9,68.86,233.624,-0.847,-0.731,-1,2.4,2.32,1.15,2.3,1,52,146,144,44.397892,-110.5298233,134.24,323.4,5,59,0
7229231,55.7,73.9,66.04,12.9,68.9,233.147,-0.802,-0.747,-1,2.4,2.32,1.15,2.3,1,52,146,144,44.397892,-110.5298233,134.24,323.4,5,9,0
7229281,55.7,73.9,66.04,12.6,68.93,232.667,-0.76,-0.752,-1,2.4,2.32,1.15,2.3,1,52,146,144,44.397892,-110.5298233,134.24,323.4,5,59,0
7229331,55.8,71.7,69.54,12.6,68.97,232.189,-0.794,-0.761,-2,2.4,2.31,1.15,2.3,1,52,147,143,44.397892,-110.5298233,134.24,323.4,5,9,0
7229381,55.8,71.7,69.54,12.8,69.01,231.709,-0.767,-0.764,-2,2.4,2.31,1.15,2.3,1,52,147,143,44.397892,-110.5298233,134.24,323.4,5,59,0
7229431,55.9,71.7,69.54,12.8,69.05,231.231,-0.744,-0.761,-2,2.4,2.31,1.15,2.3,1,52,147,143,44.397892,-110.5298233,134.24,323.4,5,9,0
7229481,55.9,71.7,69.54,12.9,69.09,230.751,-0.748,-0.76,-2,2.4,2.31,1.15,2.3,1,52,147,143,44.397892,-110.5298233,134.24,323.4,5,59,0
7229531,56,74,70.84,12.9,69.14,230.272,-0.706,-0.752,-2,2.4,2.31,1.15,2.3,1,52,147,143,44.397892,-110.5298157,134.6,323.19,5,8,0
7229581,56,74,70.84,12.8,69.19,229.79,-0.668,-0.739,-2,2.4,2.31,1.15,2.3,1,52,147,143,44.397892,-110.5298157,134.6,323.19,5,58,0
7229631,56.1,74,70.84,12.8,69.22,229.311,-0.771,-0.747,-2,2.4,2.31,1.15,2.3,1,52,147,143,44.397892,-110.5298157,134.6,323.19,5,9,0
7229681,56.1,74,70.84,12.8,69.26,228.828,-0.763,-0.752,-2,2.4,2.31,1.15,2.3,1,52,147,143,44.397892,-110.5298157,134.6,323.19,5,58,0
7229731,56.2,74.5,70.84,12.8,69.29,228.348,-0.885,-0.78,-3,2.4,2.31,1.15,2.3,1,52,148,142,44.397892,-110.5298157,134.6,323.19,5,9,0
7229781,56.2,74.5,70.84,12.8,69.31,227.865,-0.973,-0.819,-4,2.4,2.31,1.15,2.3,1,52,149,141,44.397892,-110.5298157,134.6,323.19,5,58,0
7229831,56.3,74.5,70.84,12.8,69.33,227.385,-1.065,-0.867,-5,2.4,2.31,1.15,2.3,1,52,150,140,44.397892,-110.5298157,134.6,323.19,5,8,0
7229881,56.3,74.5,70.84,12.8,69.35,226.903,-1.172,-0.927,-7,2.4,2.31,1.15,2.3,1,52,152,138,44.397892,-110.5298157,134.6,323.19,5,59,0
7229931,56.4,74.5,68.21,12.8,69.36,226.424,-1.259,-0.992,-8,2.4,2.35,1.15,2.31,1,52,153,137,44.39789581,-110.5298157,134.26,323.09,5,8,0
7229981,56.4,74.5,68.21,12.9,69.39,225.942,-1.191,-1.032,-9,2.4,2.35,1.15,2.31,1,52,154,136,44.39789581,-110.5298157,134.26,323.09,5,59,0
7230031,56.5,74.5,68.21,12.9,69.42,225.46,-1.267,-1.078,-11,2.4,2.35,1.15,2.31,1,52,156,134,44.39789581,-110.5298157,134.26,323.09,5,9,0
7230081,56.5,74.5,68.21,13.3,69.46,224.974,-1.301,-1.123,-12,2.4,2.35,1.15,2.31,1,52,157,133,44.39789581,-110.5298157,134.26,323.09,5,58,0
7230131,56.6,73.1,69.96,13.3,69.5,224.487,-1.278,-1.154,-13,2.4,2.36,1.15,2.31,1,52,158,132,44.39789581,-110.529808,134.63,322.88,5,8,0
7230181,56.6,73.1,69.96,13.2,69.55,223.995,-1.267,-1.177,-14,2.4,2.36,1.15,2.32,1,52,159,131,44.39789581,-110.529808,134.63,322.88,5,58,0
7230231,56.7,73.1,69.96,13.2,69.52,223.506,-2.057,-1.344,-17,2.4,2.36,1.15,2.32,1,52,162,128,44.39789581,-110.529808,134.63,322.88,5,8,0
7230281,56.7,73.1,69.96,13.6,69.62,223.008,-0.992,-1.279,-16,2.4,2.36,1.15,2.32,1,52,161,129,44.39789581,-110.529808,134.63,322.88,5,58,0
7230331,56.8,61.6,70.72,13.6,69.73,222.507,-0.798,-1.185,-14,2.4,2.38,1.15,2.32,1,52,159,131,44.39789581,-110.529808,134.63,322.88,5,9,0
7230381,56.8,61.6,70.72,13.6,69.84,221.997,-0.653,-1.081,-12,2.4,2.38,1.15,2.32,1,52,157,133,44.39789581,-110.529808,134.63,322.88,5,59,0
7230431,56.9,61.6,70.72,13.6,69.94,221.484,-0.599,-0.987,-10,2.4,2.38,1.15,2.33,1,52,155,135,44.39789581,-110.529808,134.63,322.88,5,9,0
7230481,56.9,61.6,70.72,13.6,70.04,220.963,-0.454,-0.883,-8,2.4,2.38,1.15,2.33,1,52,153,137,44.39789581,-110.529808,134.63,322.88,5,58,0
7230531,57,72.5,65.34,13.6,70.15,220.438,-0.302,-0.775,-5,2.4,2.39,1.15,2.33,1,52,150,140,44.39789581,-110.529808,134.63,322.88,5,8,0
7230581,57,72.5,65.34,13.6,70.24,219.906,-0.248,-0.677,-3,2.4,2.39,1.15,2.34,1,52,148,142,44.39789581,-110.529808,134.63,322.88,5,58,0
