GPS Date,8/4/2016,,,,,,,,,,,,,,,,,,,,,,,
GPS Time,21:30:24,,,,,,,,,,,,,,,,,,,,,,,
speedK,0.1,,,,,,,,,,,,,,,,,,,,,,,
speedI,0.3,,,,,,,,,,,,,,,,,,,,,,,
speedD,0,,,,,,,,,,,,,,,,,,,,,,,
angleK,4,,,,,,,,,,,,,,,,,,,,,,,
angleI,0.3,,,,,,,,,,,,,,,,,,,,,,,
angleD,25,,,,,,,,,,,,,,,,,,,,,,,
mode,1,,,,,,,,,,,,,,,,,,,,,,,
compassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
CANcompassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting
3348724,210.37,199.6,181.1,89.8,210.37,0,-5.063,-4.888,-100,2.2,0.58,1.15,0.69,1,48,208,41,44.3990097,-110.5284882,636.78,210.06,0,3348475,0
3348774,210.37,199.6,181.1,89.1,210.49,-0.006,-5.978,-5.088,-100,2.2,0.58,1.15,0.68,1,48,208,41,44.3990097,-110.5284882,636.78,210.06,0,3348524,0
3348824,210.77,199.2,181.3,89.1,210.77,0,-4.811,-5.031,-100,2.2,0.3,1.15,0.67,1,48,208,41,44.3990097,-110.5284882,636.78,210.06,0,3348574,0
3348874,210.77,199.2,181.3,88.8,211.05,-0.014,-4.658,-4.955,-100,2.2,0.3,1.15,0.65,1,48,208,41,44.3990097,-110.5284882,636.78,210.06,0,3348624,0
3348924,211.05,199.2,181.3,88.8,211.34,-0.014,-4.487,-4.861,-100,2.2,0.3,1.15,0.63,1,48,208,41,44.3990097,-110.5284882,636.78,210.06,0,3348675,0
3348974,211.05,199.2,180.7,88.8,211.65,-0.044,-4.212,-4.733,-100,2.2,0.36,1.15,0.62,0,48,208,40,44.39900589,-110.5284882,636.78,210.06,0,3348725,0
3349024,211.05,194,180.7,88.8,211.96,-0.089,-3.891,-4.567,-100,2.2,0.36,1.15,0.61,0,48,208,40,44.39900589,-110.5284882,636.78,210.06,0,3348774,0
3349074,211.05,194,180.7,88.1,212.29,-0.151,-3.502,-4.358,-100,2.2,0.36,1.15,0.6,0,48,208,40,44.39900589,-110.5284882,636.78,210.06,0,3348824,0
3349124,211.05,194,180.7,88.1,212.62,-0.229,-3.121,-4.117,-100,2.2,0.36,1.15,0.59,0,48,208,40,44.39900589,-110.5284882,636.78,210.06,0,3348874,0
3349174,211.05,194,180,87,212.95,-0.324,-2.8,-3.861,-100,2.2,0.43,1.15,0.58,0,48,208,40,44.39900589,-110.5284882,636.78,210.06,0,3348924,0
3349224,211.05,191.9,180,87,213.27,-0.435,-2.583,-3.61,-99,2.2,0.43,1.15,0.57,0,48,208,41,44.39900589,-110.5284882,636.78,210.06,0,3348974,0
3349274,211.05,191.9,180,87.3,213.56,-0.56,-2.358,-3.365,-94,2.2,0.43,1.15,0.57,0,48,208,46,44.39900589,-110.5284882,636.78,210.06,0,3349024,0
3349324,211.05,191.9,180,87.3,213.83,-0.699,-2.293,-3.153,-90,2.2,0.43,1.15,0.56,0,48,208,50,44.39900589,-110.5284882,636.78,210.06,0,3349074,0
3349374,211.05,191.9,179.55,87.4,214.07,-0.85,-2.209,-2.965,-86,2.2,0.47,1.15,0.56,0,48,208,54,44.39900589,-110.5284882,636.78,210.06,0,3349124,0
3349424,211.05,195.7,179.55,87.4,214.29,-1.012,-2.144,-2.802,-83,2.2,0.47,1.15,0.55,0,48,208,57,44.39900589,-110.5284882,636.78,210.06,0,3349174,0
3349474,211.05,195.7,179.55,88.6,214.5,-1.184,-2.034,-2.649,-80,2.2,0.47,1.15,0.55,0,48,208,60,44.39900589,-110.5284882,636.78,210.06,0,3349224,0
3349524,211.05,195.7,179.55,88.6,214.7,-1.366,-1.934,-2.506,-77,2.2,0.47,1.15,0.55,0,48,208,63,44.39900589,-110.5284882,636.78,210.06,0,3349274,0
3349574,211.05,195.7,179.35,89.6,214.88,-1.558,-1.839,-2.371,-75,2.2,0.51,1.15,0.54,0,48,208,65,44.39900589,-110.5284882,636.78,210.06,0,3349324,0
3349624,211.05,200.3,179.35,89.6,215.06,-1.758,-1.725,-2.243,-72,2.2,0.51,1.15,0.54,0,48,208,68,44.39900589,-110.5284882,636.78,210.06,0,3349374,0
3349674,211.05,200.3,179.35,90.8,215.22,-1.966,-1.667,-2.128,-70,2.2,0.51,1.15,0.54,0,48,208,70,44.39900589,-110.5284882,636.78,210.06,0,3349424,0
3349724,211.05,200.3,179.35,90.8,215.36,-2.181,-1.656,-2.032,-68,2.2,0.51,1.15,0.54,0,48,208,72,44.39900589,-110.5284882,636.78,210.06,0,3349474,0
3349774,211.05,200.3,179.35,91.5,215.49,-2.403,-1.709,-1.964,-67,2.2,0.51,1.15,0.54,0,48,207,73,44.39900589,-110.5284882,636.78,210.06,0,3349524,0
3349824,211.05,200.3,179.35,91.5,215.61,-2.631,-1.713,-1.91,-66,2.2,0.51,1.15,0.54,0,48,206,74,44.39900589,-110.5284882,636.78,210.06,0,3349574,0
3349874,211.05,200.3,179.35,91.5,215.71,-2.863,-1.755,-1.873,-66,2.2,0.51,1.15,0.54,0,48,206,74,44.39900589,-110.5284882,636.78,210.06,0,3349624,0
3349924,211.05,200.3,179.35,91.5,215.79,-3.1,-1.873,-1.866,-66,2.2,0.51,1.15,0.53,0,48,206,74,44.39900589,-110.5284882,636.78,210.06,0,3349674,0
3349974,211.05,200.3,181.44,92,215.87,-3.341,-1.965,-1.877,-67,2.2,0.6,1.15,0.53,0,48,207,73,44.39900589,-110.5284882,636.78,210.06,0,3349724,0
3350024,211.05,203.2,181.44,92,215.95,-3.585,-1.931,-1.881,-67,2.2,0.6,1.15,0.54,0,48,207,73,44.39900589,-110.5284882,636.78,210.06,0,3349774,0
3350074,211.05,203.2,181.44,92.6,216.02,-3.834,-2.026,-1.902,-68,2.2,0.6,1.15,0.54,0,48,208,72,44.39900589,-110.5284882,636.78,210.06,0,3349824,0
3350124,211.05,203.2,181.44,92.6,216.1,-4.086,-1.934,-1.902,-68,2.2,0.6,1.15,0.54,0,48,208,72,44.39900589,-110.5284882,636.78,210.06,0,3349874,0
3350174,211.05,203.2,180.53,92.1,216.18,-4.342,-1.992,-1.913,-69,2.2,0.66,1.15,0.55,0,48,208,71,44.39900589,-110.5284882,636.78,210.06,0,3349924,0
3350224,211.05,201.7,180.53,92.1,216.28,-4.603,-1.79,-1.883,-69,2.2,0.66,1.15,0.55,0,48,208,71,44.39900589,-110.5284882,636.78,210.06,0,3349974,0
3350274,211.05,201.7,180.53,91.6,216.38,-4.87,-1.687,-1.839,-68,2.2,0.66,1.15,0.56,0,48,208,72,44.39900589,-110.5284882,636.78,210.06,0,3350024,0
3350324,211.05,201.7,180.53,91.6,216.49,-5.142,-1.584,-1.784,-67,2.2,0.66,1.15,0.56,0,48,207,73,44.39900589,-110.5284882,636.78,210.06,0,3350074,0
3350374,211.05,201.7,180.42,90.8,216.61,-5.42,-1.408,-1.706,-66,2.2,0.69,1.15,0.57,0,48,206,74,44.39900589,-110.5284882,636.78,210.06,0,3350124,0
3350424,211.05,199,180.42,90.8,216.73,-5.704,-1.263,-1.615,-64,2.2,0.69,1.15,0.57,0,48,204,76,44.39900589,-110.5284882,636.78,210.06,0,3350174,0
3350474,211.05,199,180.42,90.1,216.86,-5.994,-1.019,-1.494,-62,2.2,0.69,1.15,0.58,0,48,202,78,44.39900589,-110.5284882,636.78,210.06,0,3350224,0
3350524,211.05,199,180.42,90.1,216.99,-6.291,-0.847,-1.364,-59,2.2,0.69,1.15,0.58,0,48,199,81,44.39900589,-110.5284882,636.78,210.06,0,3350274,0
3350574,211.05,199,179.52,89.4,217.12,-6.594,-0.706,-1.232,-57,2.2,0.75,1.15,0.59,0,48,197,83,44.39900208,-110.5284882,636.78,210.06,0,3350325,0
3350624,211.05,198,179.52,89.4,217.24,-6.903,-0.603,-1.105,-54,2.2,0.75,1.15,0.59,0,48,194,86,44.39900208,-110.5284882,636.78,210.06,0,3350374,0
3350674,211.05,198,179.52,89.1,217.36,-7.219,-0.298,-0.944,-50,2.2,0.75,1.15,0.6,0,48,190,90,44.39900208,-110.5284882,636.78,210.06,0,3350424,0
3350724,211.05,198,179.52,89.1,217.48,-7.54,-0.176,-0.79,-47,2.2,0.75,1.15,0.61,0,48,187,93,44.39900208,-110.5284882,636.78,210.06,0,3350474,0
3350774,211.05,198,179.52,88.9,217.59,-7.867,0,-0.633,-44,2.2,0.75,1.15,0.61,0,48,184,96,44.39900208,-110.5284882,636.78,210.06,0,3350524,0
3350824,211.05,199,179.52,88.9,217.67,-8.198,0.019,-0.501,-41,2.2,0.75,1.15,0.62,0,48,181,99,44.39900208,-110.5284882,636.78,210.06,0,3350574,0
3350874,211.05,199,179.52,88.9,217.75,-8.533,0.133,-0.373,-38,2.2,0.75,1.15,0.62,0,48,178,102,44.39900208,-110.5284882,636.78,210.06,0,3350624,0
3350924,211.05,199,179.52,88.9,217.81,-8.871,0.137,-0.268,-36,2.2,0.75,1.15,0.63,0,48,176,104,44.39900208,-110.5284882,636.78,210.06,0,3350674,0
3350974,211.05,199,179.68,88.9,217.86,-9.211,0.19,-0.173,-34,2.2,0.81,1.15,0.64,0,48,174,106,44.39900208,-110.5284882,636.78,210.06,0,3350724,0
3351024,211.05,201.5,179.68,90.5,217.89,-9.553,0.11,-0.112,-33,2.2,0.81,1.15,0.64,0,48,173,107,44.39900208,-110.5284882,636.78,210.06,0,3350774,0
3351074,211.05,201.5,179.68,90.5,217.91,-9.896,0.11,-0.062,-31,2.2,0.81,1.15,0.65,0,48,171,109,44.39900208,-110.5284882,636.78,210.06,0,3350824,0
3351124,211.05,201.5,179.68,90.5,217.91,-10.239,0.049,-0.034,-31,2.2,0.81,1.15,0.66,0,48,171,109,44.39900208,-110.5284882,636.78,210.06,0,3350874,0
3351174,211.05,201.5,180.39,91.5,217.9,-10.581,-0.1,-0.038,-31,2.2,0.81,1.15,0.66,0,48,171,109,44.39900208,-110.5284882,636.78,210.06,0,3350924,0
3351224,211.05,202.9,180.39,91.5,217.98,-10.927,0.812,0.129,-27,2.2,0.81,1.15,0.67,0,48,167,113,44.39900208,-110.5284882,636.78,210.06,0,3350974,0
3351274,211.05,202.9,180.39,92.2,217.92,-11.271,-0.267,0.061,-29,2.2,0.81,1.15,0.68,0,48,169,111,44.39900208,-110.5284882,636.78,210.06,0,3351024,0
3351324,211.05,202.9,180.39,92.2,217.88,-11.612,-0.214,0.017,-30,2.2,0.81,1.15,0.68,0,48,170,110,44.39900208,-110.5284882,636.78,210.06,0,3351074,0
3351374,211.05,202.9,181.49,92.3,217.82,-11.951,-0.462,-0.066,-32,2.2,0.83,1.15,0.69,0,48,172,108,44.39900208,-110.5284882,636.78,210.06,0,3351124,0
3351424,211.05,203.5,181.49,92.3,217.79,-12.287,-0.367,-0.116,-33,2.2,0.83,1.15,0.7,0,48,173,107,44.39900208,-110.5284882,636.78,210.06,0,3351174,0
3351474,211.05,203.5,181.49,92.7,217.76,-12.622,-0.355,-0.154,-34,2.2,0.83,1.15,0.7,0,48,174,106,44.39900208,-110.5284882,636.78,210.06,0,3351224,0
3351524,211.05,203.5,181.49,92.7,217.74,-12.957,-0.344,-0.183,-35,2.2,0.83,1.15,0.71,0,48,175,105,44.39900208,-110.5284882,636.78,210.06,0,3351274,0
3351574,211.05,203.5,181.53,92.2,217.73,-13.29,-0.29,-0.196,-35,2.2,0.85,1.15,0.71,0,48,175,105,44.39899826,-110.5284882,636.78,210.06,0,3351324,0
3351624,211.05,203.2,181.53,92.2,217.73,-13.624,-0.138,-0.178,-35,2.2,0.85,1.15,0.72,0,48,175,105,44.39899826,-110.5284882,636.78,210.06,0,3351374,0
3351674,211.05,203.2,181.53,92,217.75,-13.959,0.003,-0.137,-34,2.2,0.85,1.15,0.72,0,48,174,106,44.39899826,-110.5284882,636.78,210.06,0,3351424,0
3351724,211.05,203.2,181.53,92,217.8,-14.296,0.362,-0.036,-32,2.2,0.85,1.15,0.73,0,48,172,108,44.39899826,-110.5284882,636.78,210.06,0,3351474,0
3351774,211.05,203.2,181.53,91.1,217.85,-14.636,0.499,0.071,-29,2.2,0.85,1.15,0.74,0,48,169,111,44.39899826,-110.5284882,636.78,210.06,0,3351524,0
3351824,211.05,201.6,181.53,91.1,217.91,-14.979,0.77,0.21,-26,2.2,0.85,1.15,0.74,0,48,166,114,44.39899826,-110.5284882,636.78,210.06,0,3351574,0
3351874,211.05,201.6,181.53,91.1,217.97,-15.325,1.007,0.368,-23,2.2,0.85,1.15,0.75,0,48,163,117,44.39899826,-110.5284882,636.78,210.06,0,3351624,0
3351924,211.05,201.6,181.53,91.1,218.03,-15.674,1.213,0.534,-19,2.2,0.85,1.15,0.75,0,48,159,121,44.39899826,-110.5284882,636.78,210.06,0,3351674,0
3351974,211.05,201.6,181.14,91.1,218.09,-16.026,1.476,0.719,-14,2.2,0.92,1.15,0.76,0,48,154,126,44.39899826,-110.5284882,636.78,210.06,0,3351724,0
3352024,211.05,199,181.14,89.3,218.12,-16.379,1.483,0.872,-11,2.2,0.92,1.15,0.76,0,48,151,129,44.39899826,-110.5284882,636.78,210.06,0,3351774,0
3352074,211.05,199,181.14,89.3,218.15,-16.734,1.697,1.036,-7,2.2,0.92,1.15,0.77,0,48,147,133,44.39899826,-110.5284882,636.78,210.06,0,3351824,0
3352124,211.05,199,181.14,89.3,218.16,-17.089,1.689,1.168,-4,2.2,0.92,1.15,0.78,0,48,144,136,44.39899826,-110.5284882,636.78,210.06,0,3351874,0
3352174,211.05,199,180.6,89.3,218.13,-17.443,1.621,1.262,-1,2.2,0.98,1.15,0.79,0,48,141,139,44.39899826,-110.5284882,636.78,210.06,0,3351924,0
3352224,211.05,197.6,180.6,89.3,218.09,-17.795,1.525,1.322,0,2.2,0.98,1.15,0.8,0,48,140,140,44.39899826,-110.5284882,636.78,210.06,0,3351974,0
3352274,211.05,197.6,180.6,89.3,218.01,-18.143,1.365,1.34,0,2.2,0.98,1.15,0.8,0,48,140,140,44.39899826,-110.5284882,636.78,210.06,0,3352024,0
3352324,211.05,197.6,180.6,90,217.91,-18.485,1.11,1.306,0,2.2,0.98,1.15,0.81,0,48,140,140,44.39899826,-110.5284882,636.78,210.06,0,3352074,0
3352374,211.05,197.6,181.12,90,217.79,-18.822,0.923,1.244,-1,2.2,0.99,1.15,0.82,0,48,141,139,44.39899826,-110.5284882,636.78,210.06,0,3352124,0
3352424,211.05,200.8,181.12,90.1,217.65,-19.152,0.629,1.136,-3,2.2,0.99,1.15,0.83,0,48,143,137,44.39899826,-110.5284882,636.78,210.06,0,3352174,0
3352474,211.05,200.8,181.12,90.1,217.51,-19.475,0.354,0.997,-6,2.2,0.99,1.15,0.83,0,48,146,134,44.39899826,-110.5284882,636.78,210.06,0,3352224,0
3352524,211.05,200.8,181.12,90.6,217.34,-19.789,-0.023,0.814,-10,2.2,0.99,1.15,0.84,0,48,150,130,44.39899826,-110.5284882,636.78,210.06,0,3352274,0
3352574,211.05,200.8,182.1,90.6,217.18,-20.095,-0.245,0.623,-14,2.2,1,1.15,0.85,0,48,154,126,44.39899826,-110.5284882,636.78,210.06,0,3352324,0
3352624,211.05,200.7,182.1,91.1,217.04,-20.394,-0.321,0.453,-18,2.2,1,1.15,0.85,0,48,158,122,44.39899826,-110.5284882,636.78,210.06,0,3352374,0
3352674,211.05,200.7,182.1,91.1,216.91,-20.687,-0.508,0.28,-22,2.2,1,1.15,0.86,0,48,162,118,44.39899826,-110.5284882,636.78,210.06,0,3352424,0
3352724,211.05,200.7,182.1,91.5,216.8,-20.974,-0.55,0.132,-25,2.2,1,1.15,0.87,0,48,165,115,44.39899826,-110.5284882,636.78,210.06,0,3352474,0
3352774,211.05,200.7,182.1,91.5,216.7,-21.256,-0.645,-0.006,-29,2.2,1,1.15,0.87,0,48,169,111,44.39899826,-110.5284882,636.78,210.06,0,3352524,0
3352824,211.05,202.8,182.1,91.5,216.64,-21.536,-0.485,-0.089,-31,2.2,1,1.15,0.88,0,48,171,109,44.39899826,-110.5284882,636.78,210.06,0,3352574,0
3352874,211.05,202.8,182.1,91.5,216.6,-21.813,-0.454,-0.151,-32,2.2,1,1.15,0.88,0,48,172,108,44.39899826,-110.5284882,636.78,210.06,0,3352624,0
3352924,211.05,202.8,182.1,91.5,216.59,-22.09,-0.248,-0.163,-32,2.2,1,1.15,0.89,0,48,172,108,44.39899826,-110.5284882,636.78,210.06,0,3352674,0
3352974,211.05,202.8,183.6,91.5,216.59,-22.366,-0.187,-0.161,-32,2.2,1,1.15,0.89,0,48,172,108,44.39899445,-110.5284882,636.78,210.06,0,3352724,0
3353024,211.05,201.1,183.6,91,216.6,-22.644,-0.004,-0.124,-32,2.2,1,1.15,0.9,0,48,172,108,44.39899445,-110.5284882,636.78,210.06,0,3352774,0
3353074,211.05,201.1,183.6,91,216.64,-22.923,0.32,-0.033,-30,2.2,1,1.15,0.9,0,48,170,110,44.39899445,-110.5284882,636.78,210.06,0,3352824,0
3353124,211.05,201.1,183.6,90.3,216.7,-23.205,0.549,0.084,-27,2.2,1,1.15,0.91,0,48,167,113,44.39899445,-110.5284882,636.78,210.06,0,3352874,0
3353174,211.05,201.1,184.09,90.3,216.75,-23.49,0.766,0.219,-24,2.2,0.98,1.15,0.91,0,48,164,116,44.39899445,-110.5284882,636.78,210.06,0,3352924,0
3353224,211.05,198.7,184.09,90.3,216.81,-23.778,0.999,0.374,-20,2.2,0.98,1.15,0.91,0,48,160,120,44.39899445,-110.5284882,636.78,210.06,0,3352974,0
3353274,211.05,198.7,184.09,90.3,216.86,-24.069,1.167,0.532,-17,2.2,0.98,1.15,0.92,0,48,157,123,44.39899445,-110.5284882,636.78,210.06,0,3353024,0
3353324,211.05,198.7,184.09,89.4,216.91,-24.361,1.308,0.687,-13,2.2,0.98,1.15,0.92,0,48,153,127,44.39899445,-110.5284882,636.78,210.06,0,3353074,0
3353374,211.05,198.7,183.93,89.4,216.94,-24.656,1.491,0.846,-9,2.2,1.01,1.15,0.92,0,48,149,131,44.39899063,-110.5284882,636.78,210.06,0,3353124,0
3353424,211.05,195.1,183.93,89.4,216.96,-24.951,1.487,0.977,-6,2.2,1.01,1.15,0.93,0,48,146,134,44.39899063,-110.5284882,636.78,210.06,0,3353174,0
3353474,211.05,195.1,183.93,89.4,216.96,-25.246,1.598,1.104,-3,2.2,1.01,1.15,0.93,0,48,143,137,44.39899063,-110.5284882,636.78,210.06,0,3353224,0
3353524,211.05,195.1,183.93,89,216.92,-25.54,1.449,1.18,-1,2.2,1.01,1.15,0.93,0,48,141,139,44.39899063,-110.5284882,636.78,210.06,0,3353274,0
3353574,211.05,195.1,183.84,89,216.89,-25.832,1.541,1.258,0,2.2,1.05,1.15,0.94,0,48,140,140,44.39899063,-110.5284882,636.78,210.06,0,3353324,0
3353624,211.05,196.4,183.84,89.3,216.82,-26.12,1.346,1.284,1,2.2,1.05,1.15,0.94,0,48,139,141,44.39899063,-110.5284882,636.78,210.06,0,3353374,0
3353674,211.05,196.4,183.84,89.3,216.74,-26.404,1.205,1.279,1,2.2,1.05,1.15,0.95,0,48,139,141,44.39899063,-110.5284882,636.78,210.06,0,3353424,0
3353724,211.05,196.4,183.84,89.1,216.64,-26.683,1.049,1.246,0,2.2,1.05,1.15,0.95,0,48,140,140,44.39899063,-110.5284882,636.78,210.06,0,3353474,0
3353774,211.05,196.4,183.84,89.1,216.52,-26.957,0.797,1.171,0,2.2,1.05,1.15,0.96,0,48,140,140,44.39899063,-110.5284882,636.78,210.06,0,3353524,0
3353824,211.05,197.2,183.84,90,216.38,-27.223,0.572,1.068,-2,2.2,1.05,1.15,0.96,0,48,142,138,44.39899063,-110.5284882,636.78,210.06,0,3353574,0
3353874,211.05,197.2,183.84,90,216.24,-27.482,0.32,0.936,-5,2.2,1.05,1.15,0.96,0,48,145,135,44.39899063,-110.5284882,636.78,210.06,0,3353624,0
3353924,211.05,197.2,183.84,90,216.1,-27.735,0.148,0.797,-8,2.2,1.05,1.15,0.97,0,48,148,132,44.39899063,-110.5284882,636.78,210.06,0,3353674,0
3353974,211.05,197.2,197.8,90,215.97,-27.98,0.015,0.659,-11,2.2,1.1,1.15,0.97,0,48,151,129,44.39898682,-110.5284882,636.78,210.06,0,3353724,0
3354024,211.05,198.2,197.8,90,215.87,-28.222,0.183,0.578,-13,2.2,1.1,1.15,0.98,0,48,153,127,44.39898682,-110.5284882,636.78,210.06,0,3353774,0
3354074,211.05,198.2,197.8,90,215.77,-28.457,-0.023,0.474,-15,2.2,1.1,1.15,0.99,0,48,155,125,44.39898682,-110.5284882,636.78,210.06,0,3353824,0
3354124,211.05,198.2,197.8,90.3,215.7,-28.69,0.099,0.412,-16,2.2,1.1,1.15,0.99,0,48,156,124,44.39898682,-110.5284882,636.78,210.06,0,3353874,0
3354174,211.05,198.2,204.36,90.3,215.64,-28.919,0.137,0.368,-17,2.2,1.14,1.15,1,0,48,157,123,44.39898682,-110.5284958,636.78,210.06,0,3353924,0
3354224,211.05,198.5,204.36,90.5,215.6,-29.146,0.248,0.354,-18,2.2,1.14,1.15,1,0,48,158,122,44.39898682,-110.5284958,636.78,210.06,0,3353974,0
3354274,211.05,198.5,204.36,90.5,215.56,-29.371,0.251,0.343,-18,2.2,1.14,1.15,1.01,0,48,158,122,44.39898682,-110.5284958,636.78,210.06,0,3354024,0
3354324,211.05,198.5,204.36,90.1,215.54,-29.595,0.385,0.359,-17,2.2,1.14,1.15,1.01,0,48,157,123,44.39898682,-110.5284958,636.78,210.06,0,3354074,0
3354374,211.05,198.5,191.08,90.1,215.52,-29.819,0.457,0.385,-17,2.2,1.15,1.15,1.02,0,48,157,123,44.39898682,-110.5284958,636.78,210.06,0,3354124,0
3354424,211.05,198.2,191.08,90.1,215.5,-30.041,0.507,0.417,-16,2.2,1.15,1.15,1.03,0,48,156,124,44.39898682,-110.5284958,636.78,210.06,0,3354174,0
3354474,211.05,198.2,191.08,90.1,215.48,-30.262,0.495,0.44,-15,2.2,1.15,1.15,1.03,0,48,155,125,44.39898682,-110.5284958,636.78,210.06,0,3354224,0
3354524,211.05,198.2,191.08,89.4,215.46,-30.482,0.568,0.472,-14,2.2,1.15,1.15,1.04,0,48,154,126,44.39898682,-110.5284958,636.78,210.06,0,3354274,0
3354574,211.05,198.2,190.54,89.4,215.43,-30.701,0.526,0.49,-14,2.2,1.14,1.15,1.04,0,48,154,126,44.39898682,-110.5284958,636.78,210.06,0,3354324,0
3354624,211.05,195.7,190.54,88.8,215.39,-30.918,0.499,0.502,-14,2.2,1.14,1.15,1.05,0,48,154,126,44.39898682,-110.5284958,636.78,210.06,0,3354374,0
3354674,211.05,195.7,190.54,88.8,215.36,-31.133,0.541,0.518,-13,2.2,1.14,1.15,1.05,0,48,153,127,44.39898682,-110.5284958,636.78,210.06,0,3354424,0
3354724,211.05,195.7,190.54,88.5,215.32,-31.346,0.465,0.518,-13,2.2,1.14,1.15,1.05,0,48,153,127,44.39898682,-110.5284958,636.78,210.06,0,3354474,0
3354774,211.05,195.7,190.54,88.5,215.27,-31.557,0.446,0.514,-13,2.2,1.14,1.15,1.06,0,48,153,127,44.39898682,-110.5284958,636.78,210.06,0,3354524,0
3354824,211.05,195.5,190.54,88.3,215.23,-31.766,0.507,0.522,-13,2.2,1.14,1.15,1.06,0,48,153,127,44.39898682,-110.5284958,636.78,210.06,0,3354574,0
3354874,211.05,195.5,190.54,88.3,215.19,-31.973,0.465,0.521,-13,2.2,1.14,1.15,1.06,0,48,153,127,44.39898682,-110.5284958,636.78,210.06,0,3354624,0
3354924,211.05,195.5,190.54,88.3,215.15,-32.177,0.495,0.525,-12,2.2,1.14,1.15,1.07,0,48,152,128,44.39898682,-110.5284958,636.78,210.06,0,3354674,0
3354974,211.05,195.5,197.66,88.3,215.1,-32.38,0.457,0.522,-12,2.2,1.19,1.15,1.07,0,48,152,128,44.398983,-110.5284958,636.78,210.06,0,3354724,0
3355024,211.05,196.5,197.66,88.3,215.06,-32.58,0.507,0.528,-12,2.2,1.19,1.15,1.08,0,48,152,128,44.398983,-110.5284958,636.78,210.06,0,3354774,0
3355074,211.05,196.5,197.66,88.1,215.03,-32.779,0.598,0.55,-11,2.2,1.19,1.15,1.08,0,48,151,129,44.398983,-110.5284958,636.78,210.06,0,3354824,0
3355124,211.05,196.5,197.66,88.1,215,-32.976,0.583,0.565,-11,2.2,1.19,1.15,1.09,0,48,151,129,44.398983,-110.5284958,636.78,210.06,0,3354874,0
3355174,211.05,196.5,201.66,88.8,214.97,-33.172,0.644,0.589,-10,2.2,1.22,1.15,1.09,0,48,150,130,44.398983,-110.5284958,636.78,210.06,0,3354924,0
3355224,211.05,197.6,201.66,88.8,214.93,-33.366,0.656,0.61,-10,2.2,1.22,1.15,1.1,0,48,150,130,44.398983,-110.5284958,636.78,210.06,0,3354974,0
3355274,211.05,197.6,201.66,88.9,214.9,-33.558,0.74,0.642,-9,2.2,1.22,1.15,1.1,0,48,149,131,44.398983,-110.5284958,636.78,210.06,0,3355024,0
3355324,211.05,197.6,201.66,88.9,214.87,-33.749,0.728,0.667,-8,2.2,1.22,1.15,1.11,0,48,148,132,44.398983,-110.5284958,636.78,210.06,0,3355074,0
3355374,211.05,197.6,198.22,89.4,214.84,-33.939,0.812,0.702,-7,2.2,1.24,1.15,1.11,0,48,147,133,44.398983,-110.5284958,636.78,210.06,0,3355124,0
3355424,211.05,198.4,198.22,89.4,214.8,-34.126,0.743,0.718,-7,2.2,1.24,1.15,1.12,0,48,147,133,44.398983,-110.5284958,636.78,210.06,0,3355174,0
3355474,211.05,198.4,198.22,90.1,214.76,-34.311,0.774,0.736,-6,2.2,1.24,1.15,1.13,0,48,146,134,44.398983,-110.5284958,636.78,210.06,0,3355224,0
3355524,211.05,198.4,198.22,90.1,214.73,-34.495,0.846,0.765,-5,2.2,1.24,1.15,1.13,0,48,145,135,44.398983,-110.5284958,636.78,210.06,0,3355274,0
3355574,211.05,198.4,201.51,90.8,214.68,-34.676,0.762,0.772,-5,2.2,1.25,1.15,1.14,0,48,145,135,44.39897919,-110.5284958,636.78,210.06,0,3355324,0
3355624,211.05,198.6,201.51,90.8,214.63,-34.854,0.755,0.777,-5,2.2,1.25,1.15,1.14,0,48,145,135,44.39897919,-110.5284958,636.78,210.06,0,3355374,0
3355674,211.05,198.6,201.51,91,214.55,-35.029,0.515,0.735,-6,2.2,1.25,1.15,1.15,0,48,146,134,44.39897919,-110.5284958,636.78,210.06,0,3355424,0
3355724,211.05,198.6,201.51,91,214.47,-35.2,0.381,0.676,-7,2.2,1.25,1.15,1.15,0,48,147,133,44.39897919,-110.5284958,636.78,210.06,0,3355474,0
3355774,211.05,198.6,201.51,91.1,214.37,-35.366,0.16,0.587,-9,2.2,1.25,1.15,1.16,0,48,149,131,44.39897919,-110.5284958,636.78,210.06,0,3355524,0
3355824,211.05,198.4,201.51,91.1,214.26,-35.526,-0.115,0.462,-11,2.2,1.25,1.15,1.16,0,48,151,129,44.39897919,-110.5284958,636.78,210.06,0,3355574,0
3355874,211.05,198.4,201.51,90.8,214.15,-35.68,-0.298,0.327,-14,2.2,1.25,1.15,1.16,0,48,154,126,44.39897919,-110.5284958,636.78,210.06,0,3355624,0
